direction,time_bin,time_low,time_high,samples,A_mean,A_se,B_mean,B_se,AB_mean,B2_mean,gamma_hat_mean,gamma_hat_sample_ls,predicted_reduction_gamma1_mean_residual,predicted_reduction_gamma1_sample_ls,B_positive_fraction,direction_rms,euclidean_B_mean,euclidean_cosine_mean
v240,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-3.10110772499292e-05,9.63721666726815e-05,-2.8137823738600514e-06,9.223543034534978e-06,32.91159125027404,-0.30506524047479694,6.233960621799908e-08,-1.4851107782255096e-05,0.48390342052313884,3.164073116562262,-4.3417916408172195,-0.022895099120818642
v240,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-5.078586304855836e-05,4.655883088837521e-05,-2.1268650744164858e-07,2.35889598940914e-06,-7.092162842654286,-0.0901635800800707,-3.916347180756524e-08,-2.784269004292453e-06,0.484375,6.2240368353506605,-11.255223258727176,-0.03441995821019506
v240,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-6.681999695006434e-05,5.35406514681286e-05,-3.0661194634714553e-07,2.916931893378134e-06,-6.4537474998952336,-0.10511453731340108,-6.209574120889936e-08,-3.530155786072412e-06,0.47984267453294,8.925859008141243,-18.474385836307277,-0.03590445257545545
v240,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003031827108349818,4.887333164908941e-05,-1.1734190678885203e-06,2.470967892445205e-06,0.6828962666912418,-0.47488236147307267,3.362356046973363e-08,-4.8178060282222395e-06,0.3891675025075226,8.504267043801184,-18.720632951785113,-0.03505538642529448
v270,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011970021274576581,3.082342245620491e-05,-1.2618892559533248e-06,3.904919548917896e-06,0.7964096136392336,-0.3231537142174954,8.493997435278614e-09,-6.428698060824585e-06,0.4638671875,6.740280359463033,-12.79533518935932,-0.03296414447824442
v270,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.9750502128781686e-05,5.043333071066839e-05,-1.5982162136814925e-06,5.295541994177664e-06,6.010999074114561,-0.30180408642565715,2.7280684973549305e-08,-8.491974421540754e-06,0.4903938520653218,4.771979125549452,-7.726143888957391,-0.02989898805547468
v270,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.0001920116812187355,3.4747518270568624e-05,-9.142066710526068e-07,2.4673446079889794e-06,-0.6003163286752111,-0.3705224913019893,-8.113399371227217e-08,-4.295757950094207e-06,0.43644488579940416,8.297954241455628,-18.03568091301216,-0.03613279178321293
v270,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-6.378899702551492e-05,9.400578199192391e-05,-2.78546154678324e-06,8.77929647471924e-06,15.999999157724705,-0.3172761684041793,1.2614011353265855e-07,-1.4350219568285642e-05,0.4879275653923541,3.041533686291012,-4.228058380125394,-0.024363808343421892
v270,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-3.692489190143533e-05,4.407289068629834e-05,-5.135453854616968e-07,2.1127736544181715e-06,-9.7544391411235,-0.24306692029588,-2.796278173261412e-08,-3.1398644253416213e-06,0.49264705882352944,5.926590930227493,-10.922005098313093,-0.034955944520346435
v270,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-7.69827122500257e-05,5.122769795361915e-05,-5.841148534219946e-07,2.6721918082146423e-06,-5.6017692239641885,-0.2185901669282701,-7.232229345988432e-08,-3.840421515058633e-06,0.4886922320550639,8.483493749408456,-17.88399008068832,-0.03656994395811759
v270,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003093481520724746,4.65980403688563e-05,-1.2509201901402023e-06,2.2583881359433437e-06,0.6692858514507407,-0.5538995579330231,3.240005220691562e-08,-4.760228516223768e-06,0.3831494483450351,8.104317564041827,-18.190414690818926,-0.035686870256755515
v300,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00012132562917632761,2.825001674273392e-05,-1.5067583692599182e-06,3.282789719520679e-06,0.7857400026077075,-0.45898717188620913,8.412133269215179e-09,-6.296306458040512e-06,0.461669921875,6.406663926674144,-12.242971227427915,-0.03338000383489387
v300,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.281777044509644e-05,4.542351314370368e-05,-2.0687385390135986e-06,4.295551393349947e-06,6.984254881190081,-0.4816002299998705,2.3775966068352776e-08,-8.433028471377239e-06,0.49711815561959655,4.562072890038922,-7.402549257575321,-0.030451650498334495
v300,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00020248420011894096,3.302014062131696e-05,-9.258036952643053e-07,2.235833510527364e-06,-0.5692678612172061,-0.4140754179169346,-8.76796466148599e-08,-4.087440901055984e-06,0.42502482621648463,7.871550716775797,-17.24682353191307,-0.03640722908152575
v300,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-6.0091468322666906e-05,8.340885861460864e-05,-3.899456320496264e-06,6.9119494160892065e-06,16.98450590689521,-0.5641615824646159,1.190505927886391e-07,-1.4710862057081562e-05,0.5120724346076458,2.919190655444354,-3.931793890563655,-0.025097180617660135
v300,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-2.70364692591543e-05,4.185742099752433e-05,-3.9618938938697347e-07,1.905202464487058e-06,-13.322065370024628,-0.2079513315628848,-2.0207048768654453e-08,-2.6975812432610327e-06,0.4834558823529412,5.6605169404592335,-10.573441568981199,-0.03534350992975943
v300,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-9.035429597877821e-05,4.860663675477564e-05,-6.793801168594817e-07,2.408570717598299e-06,-4.77276020567712,-0.2820677474385822,-8.609256145083008e-08,-3.7673309513172474e-06,0.471976401179941,8.04309112222529,-17.154367016128383,-0.03696479624293895
v300,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003168634503802705,4.4351968458389454e-05,-1.1771705751416432e-06,2.05963116389633e-06,0.6534118753869093,-0.5715443598720451,3.08058551259281e-08,-4.41397231417961e-06,0.37713139418254765,7.692629082292264,-17.34113474209665,-0.035838477022190514
v400,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011977863428680458,2.505864164269375e-05,-1.5541184158702936e-06,2.585742879632203e-06,0.7958881878476343,-0.6010336248480174,8.490169048828893e-09,-5.693979711372766e-06,0.449951171875,5.319000997571289,-9.832972320211411,-0.03127220744411146
v400,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-3.412390257838417e-05,4.1958944142484626e-05,-3.0611723450027287e-06,3.6648752203091947e-06,8.763658305081288,-0.8352732797119533,1.924508057185616e-08,-9.78721991031471e-06,0.49375600384245916,3.891959355715456,-6.162058252229299,-0.027670898528129213
v400,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00020832538275598596,2.6622936284885502e-05,3.819161316266608e-09,1.4701750875321544e-06,-0.553306303855449,0.0025977595108603543,-9.142586034847083e-08,-1.4625367648996251e-06,0.40466732869910627,6.471475827566379,-13.62782986218696,-0.034995109709789224
v400,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-7.615861676470447e-05,7.796551369624898e-05,-6.159366636665375e-06,6.041871111546055e-06,13.401292487147012,-1.0194468771263236,1.496584738134764e-07,-1.8360604384876815e-05,0.4859154929577465,2.5616197381024075,-3.0160536100447057,-0.01978640729241188
v400,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,4.279135933750374e-06,3.7063639940212706e-05,-2.306529278035838e-07,1.493244782910814e-06,84.17157492107059,-0.1544642448734809,3.0642211429473063e-09,-1.9545506385180197e-06,0.5009191176470589,4.794897472712229,-9.036257346283973,-0.03487419291076069
v400,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.00010329111288388071,3.7971328679346434e-05,-6.779274723061185e-07,1.4755600045025466e-06,-4.174990240876597,-0.45943741375307007,-9.975544666616281e-08,-2.8314149491147827e-06,0.4473942969518191,6.606383193020587,-13.563896950836144,-0.03554937590939934
v400,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.00031546665904478335,3.702223004162875e-05,6.992417554927619e-07,1.464682148155135e-06,0.6563049863381849,0.4774017054645635,3.1110698446974663e-08,-6.61986371696153e-08,0.36108324974924777,6.330901019120593,-13.693045279282027,-0.03442972483014681
v500,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011468518738633193,2.2536348576948748e-05,-2.7797366369395672e-08,2.092949986615064e-06,0.8312355096413331,-0.013281428866990014,8.713277411912723e-09,-2.1485447193538183e-06,0.4482421875,4.404499605723321,-7.74513122425742,-0.02936247895146568
v500,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-2.9055618369747977e-05,3.873192422200431e-05,-9.827101339191768e-07,3.1226812551060875e-06,10.29233721434768,-0.314700750296652,1.6533949302323087e-08,-5.088101522944663e-06,0.5096061479346782,3.350184692979558,-5.129990408724884,-0.02592487496663745
v500,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00020320592357924545,2.214479044137141e-05,9.59356745864291e-07,1.028451227430202e-06,-0.567246001010569,0.9328169584292705,-8.813882556996725e-08,8.902622642983725e-07,0.38480635551142006,5.2774561712825,-10.448568750542792,-0.03291614900926725
v500,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-8.709339040498552e-05,7.346780969237633e-05,-1.8010289882808826e-06,5.367321686220497e-06,11.718729675517586,-0.335554508108701,1.7019393267661583e-07,-8.96937966278228e-06,0.4959758551307847,2.2468839673533747,-2.497636219310449,-0.017095373802719555
v500,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,2.3967860860974563e-05,3.1394992202905684e-05,-2.3509162175416232e-07,1.0719711553563423e-06,15.027691162525779,-0.21930778694881364,1.6691107112583773e-08,-1.5421543988646718e-06,0.5220588235294118,4.106758327598729,-7.534916938392117,-0.03399153319911391
v500,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.0001015504550055652,3.037703170147943e-05,-3.061352511282067e-07,9.478407747844073e-07,-4.246552989209669,-0.32298172780954604,-9.789760709998191e-08,-1.5601112770408099e-06,0.4473942969518191,5.398075015804064,-10.493120716824292,-0.03379868302438221
v500,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003069006192055572,3.194640891259144e-05,2.2502347407904396e-06,1.1106787403096138e-06,0.6746234070510809,2.0259996514952308,3.2894855458198537e-08,3.3897907412712398e-06,0.320962888665998,5.151508760154289,-10.403123063774203,-0.03201591120247497
v600,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00010425007979208978,2.0197942371052693e-05,-4.282705557396095e-07,1.6814514864564336e-06,0.9144395896435834,-0.2547028916321375,9.008324515220306e-09,-2.5379925979356413e-06,0.43408203125,3.705995722410634,-6.3670177473759395,-0.028890035632863645
v600,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-7.074765453510873e-06,3.490945736567021e-05,-1.890360099488322e-06,2.536102766736131e-06,42.26998395889388,-0.7453799287168258,4.181368056013125e-09,-6.316822965712963e-06,0.5062439961575408,2.979350691220693,-4.478229705934966,-0.02601498802373237
v600,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.0002047063878620606,1.9379845601385603e-05,1.0831844740939659e-06,7.979440557005593e-07,-0.5630881807638475,1.3574691939311188,-8.909679370007012e-08,1.3684248924873688e-06,0.35948361469712015,4.3308541442065165,-8.319578175518991,-0.031862155355908
v600,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-6.038370213514511e-05,6.593706455197427e-05,-3.826547603106426e-06,4.320908797842646e-06,16.902307453691364,-0.8855886069654962,1.1961190749630274e-07,-1.1974004004055433e-05,0.4949698189134809,2.0518580162757702,-1.8206988632139305,-0.016807282935850574
v600,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,4.162843588982041e-05,2.8834550097285437e-05,-1.214535015136946e-07,9.054987272877153e-07,8.652297477580506,-0.13412884839439834,2.8254667516883334e-08,-1.1484057303151184e-06,0.5165441176470589,3.624882857627772,-6.9061577001120895,-0.034427174473506725
v600,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.00011206881203270582,2.5149747516572393e-05,-1.7268429147746944e-07,6.55189375580118e-07,-3.8479875037279174,-0.2635639372579435,-1.092163905183244e-07,-1.000557958535044e-06,0.4306784660766962,4.457751918549118,-8.573900343496774,-0.03334043434272995
v600,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0002992022901874907,2.9282593655424273e-05,2.3642461938393515e-06,9.435624204773787e-07,0.6919811383288522,2.5056595541853004,3.43730749446774e-08,3.7849299672013126e-06,0.2868605817452357,4.197460048869031,-8.060154258935837,-0.0303542218257195
