passes_frozen_screen_gate,mlp_minus_native,best_control,mlp_minus_best_control,advance_to_1k,new_images,reused_images,stop_this_construction,universal_null_readout_claim,goal_complete
False,0.5632491884711044,apg,1.3451719567045757,False,2800,0,True,False,False
