arm,median_seconds,min_seconds,max_seconds,relative_to_original,batch,repeats
mlp,1.2581429709680378,1.2577829863876104,2.0678363237529993,0.006872874070885215,8,3
adaln_fresh,1.247265744023025,1.2450636802241206,2.064450806006789,-0.0018320068597929007,8,3
adaln_warm,1.2523682909086347,1.2450069980695844,2.0546239130198956,0.0022514845766710145,8,3
native_base,1.2495549372397363,1.2455301638692617,1.2507251198403537,0.0,8,3
native_half,1.262082171626389,1.2543600802309811,1.3036313760094345,0.010025357039783467,8,3
adg,1.326153908856213,1.3235229118727148,1.9156153770163655,0.0613010035282513,8,3
apg,1.2778949122875929,1.2691564578562975,1.9510752502828836,0.022680055276688815,8,3
