experiment,condition,mode,space,gamma,alpha,num_samples,fid,sfid,inception_score,total_nfe,sampling_peak_memory_mib,fid_peak_memory_mib,sample_sha256,noise_fingerprint,label_fingerprint
depth8_v,extrap_gamma_0p8,extrapolation,output,0.8,0.0,1000,106.26628344795108,221.08205865935975,17.21941566467285,11170,1824,6472,666161fb28e4e71ea970432f13c35c67c675bf7fd5d2753e33a3c0e2a3598213,b5bdbc64bf30a3c8c5b137e63bab21b9db311b4b5df1549ca64d703a0c3c8d44;30cca6c4e6088c3ae0f0f5e3fca8c62e023a2c6cddd04d743f91c6f1c7ef2654;a4003d42b971d91ef505fef02e8ea151ea5694c95ccba237c894063d4ddd6dcb;a751dd44b71330496bb45cb01a9536527d5a5b48dd5ea7ce3fee613dbe72c971,199ba1308c2b7e4694132fa96c3e705ca64ef38987c10b10eb989af5c863ae53;c77d693d84d5c838261e8f79e381383e674e4a9c6f9337b3f08a8c9630e1b348;759e9ad3ee6b60a46880aae7b41fbf325a85717aba069630fbf0d2c3cd608f98;a1391898937bd1863a8c7ad216fa0e52666230926ddcd5959c1179b0647f44c3
depth8_v,extrap_gamma_1,extrapolation,output,1.0,0.0,1000,116.01280946327358,226.83484720385673,14.922151565551758,12742,6075,10725,4f3b415348de952fcdf8e74972cff9299361bfb7dcc54d00403fdfe22b44af17,b5bdbc64bf30a3c8c5b137e63bab21b9db311b4b5df1549ca64d703a0c3c8d44;30cca6c4e6088c3ae0f0f5e3fca8c62e023a2c6cddd04d743f91c6f1c7ef2654;a4003d42b971d91ef505fef02e8ea151ea5694c95ccba237c894063d4ddd6dcb;a751dd44b71330496bb45cb01a9536527d5a5b48dd5ea7ce3fee613dbe72c971,199ba1308c2b7e4694132fa96c3e705ca64ef38987c10b10eb989af5c863ae53;c77d693d84d5c838261e8f79e381383e674e4a9c6f9337b3f08a8c9630e1b348;759e9ad3ee6b60a46880aae7b41fbf325a85717aba069630fbf0d2c3cd608f98;a1391898937bd1863a8c7ad216fa0e52666230926ddcd5959c1179b0647f44c3
depth8_v,extrap_gamma_1p5,extrapolation,output,1.5,0.0,1000,141.42100613606254,238.8252920515049,10.906708717346191,14452,6079,10727,71f99d22f1aac28f2bf659745a3d599c697e818db566e99a02d17ee6c540bb0a,b5bdbc64bf30a3c8c5b137e63bab21b9db311b4b5df1549ca64d703a0c3c8d44;30cca6c4e6088c3ae0f0f5e3fca8c62e023a2c6cddd04d743f91c6f1c7ef2654;a4003d42b971d91ef505fef02e8ea151ea5694c95ccba237c894063d4ddd6dcb;a751dd44b71330496bb45cb01a9536527d5a5b48dd5ea7ce3fee613dbe72c971,199ba1308c2b7e4694132fa96c3e705ca64ef38987c10b10eb989af5c863ae53;c77d693d84d5c838261e8f79e381383e674e4a9c6f9337b3f08a8c9630e1b348;759e9ad3ee6b60a46880aae7b41fbf325a85717aba069630fbf0d2c3cd608f98;a1391898937bd1863a8c7ad216fa0e52666230926ddcd5959c1179b0647f44c3
depth8_x,full,full,output,0.0,0.0,1000,101.09024385277348,218.63113500926647,21.577131271362305,6682,2114,6450,6300dcffd0521b10946062afce444b20accd83ebf3b218bf09097023fef2d91b,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,internal,internal,output,0.0,0.0,1000,224.74883238855188,265.7747301132704,6.157077312469482,9406,2114,6450,eca01d89d7e53cef8b84cc50d5b477e150a169f1d76dc0b65468954ca5202e22,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p01,extrapolation,output,0.01,0.0,1000,100.47413301277413,218.22627964364187,21.6446590423584,6712,2114,6450,1f175ff2bbc7cf70e2315d5ca7005df9ceab81b6d75e377e07c34ed3f4676f89,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p03,extrapolation,output,0.03,0.0,1000,99.16655564121805,217.56568850129486,22.046998977661133,6880,2114,6450,94bc8fa2bbb7702de68885b1601b103217b6be9bb2e13e08738f7b31a9e56d4c,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p05,extrapolation,output,0.05,0.0,1000,97.8180440584789,216.92104371274604,22.423694610595703,6988,2114,6450,eb60caa69020d84f0f4bf99597aa54156e8ce85ba5f01079b59cb980ccac4360,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p08,extrapolation,output,0.08,0.0,1000,96.39238852861678,216.156461769031,22.72787857055664,7876,2114,6450,a81080361388ab626bde9fd3402b34c69d3a05d4022a934853a86a1d914e1d60,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p1,extrapolation,output,0.1,0.0,1000,95.72521337772366,215.80070513482747,22.743154525756836,8632,2114,6450,4e488803ada3ecc153923f001d9fb92b850ab0bd66cc42b2f0019c130c6424b2,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p12,extrapolation,output,0.12,0.0,1000,95.27749406736706,215.49115043781376,22.81697654724121,9190,2114,6450,ee67a832ff7dea78ea217da94378ac035fc8ef0d436fcfc845f8fae2b6fa3393,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p15,extrapolation,output,0.15,0.0,1000,95.23201726268496,215.2823074104018,22.223114013671875,9436,2114,6450,180fda3a0dac2c0356eccf4e543002b40c0702cc510dae27a30ce0a016aaa7b1,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p18,extrapolation,output,0.18,0.0,1000,95.45463641367678,215.2433658360951,21.745901107788086,9622,2114,6450,e9ce2744593a52319e9b4be059586f737e35756debe4b8f69d64da80959cfeae,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p2,extrapolation,output,0.2,0.0,1000,95.95117991715625,215.34829404257925,21.255949020385742,9406,2114,6450,fb35663a95a9427c6468ccd41e80b88ab936fc4b027734115305b903db4749f9,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p4,extrapolation,output,0.4,0.0,1000,111.42933405199824,219.32983835060054,15.858136177062988,10054,2114,6450,3c3da0869798abf9c75ca18a9ec9b96c864e295ff4538e3c58697654fc77f52c,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p6,extrapolation,output,0.6,0.0,1000,133.38033637599426,219.64478075099464,12.852120399475098,10396,2114,6450,b610c9aed4d9b2a45be939dbe059afdcb72bf3c2f51aa806f904d32fc5a24786,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_0p8,extrapolation,output,0.8,0.0,1000,150.62088683734896,215.1067515410258,11.97799301147461,10804,2114,6450,dfdbdee1a0b2c56816e0ca20ea53ef01abc03ab8352f6c554667439d1c3c3877,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
depth8_x,extrap_gamma_1,extrapolation,output,1.0,0.0,1000,171.7966244767848,216.39973572414146,10.422823905944824,11230,2114,6450,7a7602a3d1e73e5622caef8e2879a1c5ab6587b9611e83b89fe3e36b19001c97,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758
