experiment,prediction_target,internal_depth,trainable_parameters,max_steps,global_batch_size,learning_rate,loss_name,first_train_loss,final_train_loss,final_validation_step,ema_native_mse,ema_velocity_mse,frozen_velocity_mse,source_checkpoint_sha256,source_step,protocol
final_linear_x,clean,12,6160,50000,256,0.0001,train_clean_loss,0.6595307862758637,0.2510470233857632,50000,0.24975181827312554,1.6728717475634767,0.7985212606654386,2f1cedb41a721ea85b910b7087480770dcb5b2646e62cc1a495fd250a0a5e8e8,0,imagenet100_sit_frozen_v_clean_linear_probe_v1
depth8_v,velocity,8,301840,50000,256,0.0001,train_internal_velocity_loss,1.6268331718444824,0.8748511844873428,50000,0.8634897223528242,0.8634897223528242,0.7834460554586258,2f1cedb41a721ea85b910b7087480770dcb5b2646e62cc1a495fd250a0a5e8e8,0,imagenet100_sit_frozen_v_internal_velocity_head_v1
depth8_x,clean,8,301840,50000,256,0.0001,train_internal_clean_loss,0.6373155254125595,0.2508685205876827,50000,0.2736812677630951,1.2357066577096703,0.7834460554586258,2f1cedb41a721ea85b910b7087480770dcb5b2646e62cc1a495fd250a0a5e8e8,0,imagenet100_sit_frozen_v_internal_clean_head_v1
depth8_epsilon,epsilon,8,301840,50000,256,0.0001,train_internal_epsilon_loss,0.9646037554740906,0.3361304783821106,50000,0.3428851845119425,1.1359686021751259,0.8013976273068693,2f1cedb41a721ea85b910b7087480770dcb5b2646e62cc1a495fd250a0a5e8e8,0,imagenet100_sit_frozen_v_internal_epsilon_head_v1
depth12_x_full,clean,12,301840,50000,256,0.0001,train_internal_clean_loss,0.6510546815395355,0.2330879497528076,50000,0.2302188622918493,1.1064602928527165,0.8013976273068693,2f1cedb41a721ea85b910b7087480770dcb5b2646e62cc1a495fd250a0a5e8e8,0,imagenet100_sit_frozen_v_internal_clean_head_v1
