index,noise_time,correction_active,future_time,current_gap_rms,selected_direction_rms,selected_current_cosine,selected_current_norm_ratio,zero_current_gap
23,0.964006245136261,False,,0.17253769747912884,0.17253769747912884,0.9999999850988388,1.0,0.0
24,0.9620253443717957,False,,0.1790314707905054,0.1790314707905054,0.9999999925494194,1.0,0.0
25,0.9599999785423279,False,,0.18538318946957588,0.18538318946957588,1.0,1.0,0.0
26,0.9579287767410278,False,,0.19109629467129707,0.19109629467129707,0.9999999925494194,1.0,0.0
27,0.9558101296424866,False,,0.19495699927210808,0.19495699927210808,0.9999999776482582,1.0,0.0
28,0.9536424279212952,False,,0.19788495264947414,0.19788495264947414,0.9999999701976776,1.0,0.0
29,0.9514237642288208,False,,0.19949954934418201,0.19949954934418201,0.9999999925494194,1.0,0.0
30,0.9491525292396545,False,,0.2007720284163952,0.2007720284163952,0.9999999552965164,1.0,0.0
31,0.9468267560005188,False,,0.20189447328448296,0.20189447328448296,0.9999999701976776,1.0,0.0
32,0.9444444179534912,False,,0.2027189303189516,0.2027189303189516,0.9999999701976776,1.0,0.0
33,0.9420035481452942,False,,0.20351272448897362,0.20351272448897362,0.9999999701976776,1.0,0.0
34,0.9395017623901367,False,,0.20432134717702866,0.20432134717702866,0.9999999850988388,1.0,0.0
35,0.9369369745254517,False,,0.2045099101960659,0.2045099101960659,0.9999999850988388,1.0,0.0
36,0.9343065619468689,False,,0.2051637675613165,0.2051637675613165,0.9999999850988388,1.0,0.0
37,0.9316081404685974,False,,0.20526871643960476,0.20526871643960476,0.9999999850988388,1.0,0.0
38,0.9288389086723328,False,,0.20561612211167812,0.20561612211167812,0.9999999850988388,1.0,0.0
39,0.9259962439537048,False,,0.20574447326362133,0.20574447326362133,0.9999999701976776,1.0,0.0
40,0.9230769276618958,False,,0.20624720491468906,0.20624720491468906,0.9999999850988388,1.0,0.0
41,0.9200779795646667,False,,0.206554451957345,0.206554451957345,0.9999999850988388,1.0,0.0
42,0.9169960021972656,False,,0.20685242675244808,0.20685242675244808,0.9999999925494194,1.0,0.0
43,0.913827657699585,False,,0.20707558281719685,0.20707558281719685,0.9999999925494194,1.0,0.0
44,0.9105690717697144,False,,0.20753467455506325,0.20753467455506325,0.9999999701976776,1.0,0.0
45,0.9072164297103882,False,,0.20784375071525574,0.20784375071525574,0.9999999925494194,1.0,0.0
46,0.9037656784057617,False,,0.2078695371747017,0.2078695371747017,0.9999999701976776,1.0,0.0
47,0.9002123475074768,False,,0.2080743908882141,0.2080743908882141,0.9999999701976776,1.0,0.0
48,0.8965517282485962,False,,0.2082295659929514,0.2082295659929514,0.9999999776482582,1.0,0.0
49,0.8927790522575378,False,,0.2079059574753046,0.2079059574753046,0.9999999776482582,1.0,0.0
50,0.8888888955116272,False,,0.20769106037914753,0.20769106037914753,0.9999999776482582,1.0,0.0
51,0.8848758339881897,False,,0.20784545131027699,0.20784545131027699,0.9999999850988388,1.0,0.0
52,0.8807339668273926,False,,0.20773863792419434,0.20773863792419434,0.9999999850988388,1.0,0.0
53,0.8764568567276001,False,,0.20778854563832283,0.20778854563832283,0.9999999850988388,1.0,0.0
54,0.8720378875732422,False,,0.207884868606925,0.207884868606925,0.9999999776482582,1.0,0.0
55,0.8674699068069458,False,,0.20804291777312756,0.20804291777312756,1.0,1.0,0.0
56,0.8627451062202454,False,,0.208151426166296,0.208151426166296,0.9999999850988388,1.0,0.0
57,0.8578553795814514,False,,0.20828634686768055,0.20828634686768055,1.0,1.0,0.0
58,0.8527919054031372,False,,0.20827575214207172,0.20827575214207172,0.9999999776482582,1.0,0.0
59,0.8475452661514282,False,,0.2082332707941532,0.2082332707941532,0.9999999776482582,1.0,0.0
60,0.8421052694320679,False,,0.20825640112161636,0.20825640112161636,0.9999999776482582,1.0,0.0
61,0.836461067199707,False,,0.20810996927320957,0.20810996927320957,0.9999999850988388,1.0,0.0
62,0.8306010961532593,False,,0.20793383195996284,0.20793383195996284,0.9999999776482582,1.0,0.0
63,0.8245124816894531,False,,0.2075750846415758,0.2075750846415758,0.999999962747097,1.0,0.0
64,0.8181818127632141,False,,0.20732571184635162,0.20732571184635162,0.9999999925494194,1.0,0.0
65,0.8115941882133484,False,,0.20693957805633545,0.20693957805633545,0.9999999776482582,1.0,0.0
66,0.8047336935997009,False,,0.20647836104035378,0.20647836104035378,0.9999999850988388,1.0,0.0
67,0.7975830435752869,False,,0.20599408261477947,0.20599408261477947,0.9999999701976776,1.0,0.0
68,0.790123462677002,False,,0.20552626810967922,0.20552626810967922,0.9999999850988388,1.0,0.0
69,0.7823343873023987,False,,0.2051053885370493,0.2051053885370493,0.9999999776482582,1.0,0.0
70,0.774193525314331,False,,0.20469332486391068,0.20469332486391068,1.0,1.0,0.0
71,0.7656765580177307,False,,0.20407860167324543,0.20407860167324543,0.9999999776482582,1.0,0.0
72,0.7567567229270935,False,,0.20362354069948196,0.20362354069948196,0.9999999552965164,1.0,0.0
73,0.7474048137664795,False,,0.20309637673199177,0.20309637673199177,0.999999962747097,1.0,0.0
74,0.73758864402771,False,,0.2024522628635168,0.2024522628635168,0.9999999925494194,1.0,0.0
75,0.7272727489471436,False,,0.20179799757897854,0.20179799757897854,0.9999999776482582,1.0,0.0
76,0.7164179682731628,False,,0.2009634431451559,0.2009634431451559,0.9999999776482582,1.0,0.0
77,0.7049808502197266,False,,0.2000733446329832,0.2000733446329832,0.9999999850988388,1.0,0.0
78,0.6929134130477905,False,,0.19921615906059742,0.19921615906059742,1.0,1.0,0.0
79,0.6801619529724121,False,,0.19835791736841202,0.19835791736841202,0.9999999925494194,1.0,0.0
80,0.6666666865348816,False,,0.1972236353904009,0.1972236353904009,0.9999999850988388,1.0,0.0
81,0.6523604989051819,False,,0.19605739787220955,0.19605739787220955,0.9999999850988388,1.0,0.0
82,0.6371681094169617,False,,0.19490765780210495,0.19490765780210495,1.0,1.0,0.0
83,0.621004581451416,False,,0.19366612285375595,0.19366612285375595,0.9999999850988388,1.0,0.0
84,0.6037735939025879,False,,0.19198794849216938,0.19198794849216938,1.0,1.0,0.0
85,0.5853658318519592,False,,0.1902745719999075,0.1902745719999075,0.9999999850988388,1.0,0.0
86,0.5656565427780151,False,,0.1881790366023779,0.1881790366023779,0.9999999776482582,1.0,0.0
87,0.5445026159286499,False,,0.18588912114501,0.18588912114501,1.0,1.0,0.0
88,0.52173912525177,False,,0.18339588306844234,0.18339588306844234,0.9999999925494194,1.0,0.0
89,0.4971751570701599,False,,0.18033084645867348,0.18033084645867348,0.9999999701976776,1.0,0.0
90,0.47058823704719543,False,,0.17674033530056477,0.17674033530056477,0.9999999850988388,1.0,0.0
91,0.4417177736759186,False,,0.17233693599700928,0.17233693599700928,0.9999999776482582,1.0,0.0
92,0.41025641560554504,False,,0.1671374924480915,0.1671374924480915,0.9999999701976776,1.0,0.0
93,0.3758389353752136,False,,0.16110606864094734,0.16110606864094734,0.9999999701976776,1.0,0.0
94,0.3380281627178192,False,,0.153392368927598,0.153392368927598,0.9999999925494194,1.0,0.0
95,0.29629629850387573,False,,0.14443514496088028,0.14443514496088028,0.999999962747097,1.0,0.0
96,0.25,False,,0.13592726178467274,0.13592726178467274,0.9999999552965164,1.0,0.0
97,0.1983470916748047,False,,0.13172321021556854,0.13172321021556854,0.9999999701976776,1.0,0.0
98,0.14035087823867798,False,,0.139363506808877,0.139363506808877,1.0,1.0,0.0
99,0.07476635277271271,False,,0.15835192240774632,0.15835192240774632,0.9999999925494194,1.0,0.0
