index,noise_time,correction_active,future_time,current_gap_rms,selected_direction_rms,selected_current_cosine,selected_current_norm_ratio,zero_current_gap
0,1.0,False,,0.0930616045370698,0.0930616045370698,0.999999962747097,1.0,0.0
1,0.9987389445304871,False,,0.08687437977641821,0.08687437977641821,0.9999999776482582,1.0,0.0
2,0.9974554777145386,False,,0.08288091327995062,0.08288091327995062,0.9999999776482582,1.0,0.0
3,0.996148943901062,False,,0.08119394164532423,0.08119394164532423,0.999999962747097,1.0,0.0
4,0.9948186874389648,False,,0.08183050900697708,0.08183050900697708,0.9999999701976776,1.0,0.0
5,0.9934640526771545,False,,0.08439876511693001,0.08439876511693001,0.9999999776482582,1.0,0.0
6,0.9920844435691833,False,,0.08831170480698347,0.08831170480698347,0.9999999776482582,1.0,0.0
7,0.9906790852546692,False,,0.09252056572586298,0.09252056572586298,0.9999999925494194,1.0,0.0
8,0.9892473220825195,False,,0.09732073452323675,0.09732073452323675,0.9999999850988388,1.0,0.0
9,0.9877883195877075,False,,0.10188046749681234,0.10188046749681234,0.999999962747097,1.0,0.0
10,0.9863013625144958,False,,0.1066601974889636,0.1066601974889636,0.9999999925494194,1.0,0.0
11,0.9847856163978577,False,,0.11152010224759579,0.11152010224759579,0.999999962747097,1.0,0.0
12,0.9832402467727661,False,,0.11596877500414848,0.11596877500414848,1.0,1.0,0.0
13,0.9816642999649048,False,,0.12078334111720324,0.12078334111720324,1.0,1.0,0.0
14,0.9800570011138916,False,,0.12594538368284702,0.12594538368284702,0.9999999701976776,1.0,0.0
15,0.9784172773361206,False,,0.13062021601945162,0.13062021601945162,0.9999999850988388,1.0,0.0
16,0.9767442345619202,False,,0.13600379694253206,0.13600379694253206,0.9999999701976776,1.0,0.0
17,0.9750366806983948,False,,0.14101148769259453,0.14101148769259453,0.999999962747097,1.0,0.0
18,0.9732937812805176,False,,0.14569884166121483,0.14569884166121483,0.9999999776482582,1.0,0.0
19,0.9715142250061035,False,,0.15012419037520885,0.15012419037520885,0.999999962747097,1.0,0.0
20,0.9696969985961914,False,,0.1546983253210783,0.1546983253210783,0.9999999701976776,1.0,0.0
21,0.9678407311439514,False,,0.15954445488750935,0.15954445488750935,0.9999999701976776,1.0,0.0
22,0.9659442901611328,False,,0.16558328829705715,0.16558328829705715,0.9999999776482582,1.0,0.0
