scale,paired_nmse_equal_call,paired_nrmse_equal_call,paired_nmse_delta_t,paired_nrmse_delta_t
0.85,0.3720076364837117,0.6099242875010895,0.1707346550168677,0.4132005021982279
0.92,0.3715514469389699,0.6095502005076939,0.1703666766442508,0.4127549837909299
1.0,0.371534389681949,0.6095362086717646,0.1703908622544799,0.4127842805321927
1.2,0.3738451569119214,0.6114287831889511,0.172526743781745,0.4153633876279239
1.4,0.3795179389597864,0.6160502730782501,0.1776275074542849,0.4214587850007221
1.5,0.3836150855404286,0.6193666810060326,0.1812897200950329,0.4257813054785672
1.6,0.388552735825544,0.6233399841383064,0.1856931532720996,0.4309212843108352
1.78,0.399558575674024,0.6321064591301246,0.1954872087423429,0.4421393544374249
1.85,0.4045740652454022,0.6360613690874507,0.1999445760611607,0.4471516253589611
