model,arm,base,kind,omega,steps,samples,fid,delta_fid,relative_fid_percent,inception_score,full_calls_per_output,seconds,relative_seconds
jit,strong,strong,baseline,0.0,100,1000,66.21958087739307,0.0,0.0,27.77959461212158,100,160.88006258383393,1.0
jit,strong_sg_w1,strong,sg,1.0,100,1000,66.71629094449588,0.4967100671028106,0.7500954559384476,26.777225494384766,199,317.85989974765107,1.9757569374515602
jit,strong_sg_prev_w1,strong,sg_prev,1.0,100,1000,67.43840023356051,1.2188193561674439,1.8405724409885849,27.883245277404786,100,162.98118213145062,1.0130601611776586
jit,cfg,cfg,baseline,0.0,100,1000,38.59600972068256,0.0,0.0,59.833404541015625,200,318.4087207564153,1.0
jit,cfg_sg_w1,cfg,sg,1.0,100,1000,39.08003239625549,0.48402267557293044,1.254074395451185,60.48312568664551,299,473.92370573058724,1.4884130830485072
jit,cfg_sg_w3,cfg,sg,3.0,100,1000,42.61857478161153,4.022565060928969,10.422230406822042,55.5281982421875,299,484.0397438709624,1.5201836894450387
jit,cfg_sg_prev_w1,cfg,sg_prev,1.0,100,1000,38.7791764293878,0.18316670870524376,0.474574211248293,59.94619178771973,200,318.1263495236635,0.99911317996542
jit,cfg_sg_prev_w3,cfg,sg_prev,3.0,100,1000,39.28697784994296,0.6909681292603977,1.7902579418465805,59.44404525756836,200,318.44405400566757,1.0001109682208715
jit,cfg_heun50,cfg,baseline,0.0,50,1000,38.6704415752269,0.07443185454434342,0.19284857445887055,58.27164535522461,198,314.2859626314603,0.9870519936917528
