latent_translation,current_raw_gap_squared_mean,future_endpoint_residual_squared_mean,cumulative_raw_gap_squared_mean,true_conditional_W2_squared,generated_conditional_mean
0.0,1.1284526231166698,0.1616772737622714,0.07422323463146971,0.0,2.0
0.1,0.7589502090347212,0.10727366916762764,0.047224676012601406,0.008000000000000002,2.0894427190999916
0.25,0.3994347557174203,0.05501902735757596,0.02289026422289546,0.05,2.223606797749979
0.5,0.1206830587308519,0.015689195410442613,0.00599835099466399,0.2,2.447213595499958
1.0,0.006087688669466987,0.0009540943495355133,0.000179097933497183,0.8,2.8944271909999157
