round,method,parameters,training_seconds,guided_mse_before,guided_mse_after,checkpoint_sha256
strong_reference,ig_teacher,301840,25.30652755871415,0.7189462724047108,0.7162997068335585,c69a81ca8c4a3aa8d2cc9ca2609c2a1d442603b3b150d62730e88a04064e87f4
strong_reference,ig_strong,301840,25.202368568163365,0.7189462724047108,0.7171674496726798,4d8a467412bcbf8cb2386bc7157956c7288150cc29e0f79490596ff82ec42f5d
strong_reference,ig_teacherstrong,301840,24.649848693050444,0.7189462724047108,0.7163671738545883,e2041d78fcd1d681d07e53432fb63f8285e1a4c283c53ce6b1bf4a855e23459e
strong_reference,cfg_strong,308000,42.51483857398853,0.7401574826206978,0.7406754505693094,aafcebfc6356a048336212f9fe05575f096bbfb5b5029850983c1bd0610bae27
cfg_posterior,cfg_posterior,308000,42.98363959789276,0.7401574826206978,0.7401596259741313,ab00c9ee5b3302fcfe4d016a27b7177b0a3b221669bb582a99899a69f4aabfcb
cfg_posterior,cfg_independent,308000,42.33722714474425,0.7401574826206978,0.7419586066099936,2dfd630c2a91ca4d67c174e64ef77cf9ee00d1554047478239547cd02ef93f80
