arm,source,role,fid,full_calls_per_image,prefix_calls_per_image,sum_batch_gpu_seconds,complete
ig_square_00,ig,control,66.84295078009313,128.0,0.0,97.56070890882984,True
ig_quartic_00,ig,candidate,67.60472382017741,128.0,0.0,99.41917612962425,True
ig_original_00,ig,control,67.36175365125041,128.0,0.0,100.66182361682877,True
ig_ig_00,ig,control,65.95702593261069,128.0,0.0,101.44847569381818,True
ig_adg_reference_00,ig,control,66.14952034547053,128.0,0.0,113.14797011297196,True
