method,parameters,seconds,initial_head_sha256,before_mse,after_mse,before_fourth,after_fourth
ig_square,301840,45.72143232310191,7e2d61e66feca69410213a98ffad443f60d9580e199f2b8cd94df71a5cc76ef3,0.9092138721298498,0.9092748102447714,2.898761022578262,2.9008981926676216
ig_quartic,301840,45.2619943912141,7e2d61e66feca69410213a98ffad443f60d9580e199f2b8cd94df71a5cc76ef3,0.9092138721298498,0.9128164058029049,2.898761022578262,2.876189599642729
