model,inverse_temperature,raw_audit_bce,calibrated_audit_bce,raw_audit_brier,calibrated_audit_brier
sit_small,0.07040849650195839,2.0350261911380887,0.5640659687398061,0.2661299068448823,0.19309999856822377
raev2,0.13108718140544842,1.9940057626478305,0.6103005755331331,0.2727004646382866,0.20530578459413318
