model,arm,kind,samples,fid,sfid,inception_score,delta_ig,delta_cost_control,full_calls_per_output,seconds,relative_seconds,reused,source_output
jit,ig,baseline,1000,55.508871074065496,,32.03844356536865,0.0,,100,159.186275402084,1.0,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/jit/ig
jit,ig_sg_w1,sg,1000,55.29853165278729,,31.86620330810547,-0.21033942127820637,-1.5974856463803349,199,318.9764200951904,2.0037934758476954,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/jit/ig_sg_w1
jit,ig_log_k02_w1,log,1000,65.04354148195512,,26.14562225341797,9.534670407889621,7.899613073864543,300,498.3593280115165,3.130667683207771,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/jit/ig_log_k02_w1
jit,ig_sg_cost,baseline,1000,56.896017299167625,,31.99450969696045,1.3871462251021285,,199,317.4842788768001,1.9944199214089013,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/jit/ig_sg_cost
jit,ig_log_cost,baseline,1000,57.143928408090574,,31.617174339294433,1.6350573340250776,,300,483.11704047815874,3.03491641636735,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/screen_1k/jit/ig_log_cost
