model,arm,base,kind,omega,steps,samples,fid,delta_fid,relative_fid_percent,inception_score,full_calls_per_output,seconds,relative_seconds
raev2,strong,strong,baseline,0.0,100,1000,39.61062368145218,0.0,0.0,53.2221378326416,100,736.9849664294161,1.0
raev2,strong_sg_w1,strong,sg,1.0,100,1000,42.78017154766701,3.1695478662148275,8.001762082072391,47.1229793548584,199,1452.998424651567,1.9715441845321904
raev2,strong_sg_prev_w1,strong,sg_prev,1.0,100,1000,39.842088562703964,0.23146488125178166,0.5843505093815676,53.100393295288086,100,736.772540312726,0.9997117632972634
raev2,ig,ig,baseline,0.0,100,1000,38.70425743625168,0.0,0.0,58.77917900085449,100,728.3556305109523,1.0
raev2,ig_sg_w1,ig,sg,1.0,100,1000,41.1701566954107,2.4658992591590163,6.371131814686035,52.544406509399415,199,1466.9985733390786,2.014124023878222
raev2,ig_sg_w3,ig,sg,3.0,100,1000,46.26286175393466,7.558604317682978,19.529128882352204,45.069099807739256,199,1463.0972584402189,2.008767691428203
raev2,ig_sg_prev_w1,ig,sg_prev,1.0,100,1000,38.78366479771955,0.0794073614678723,0.20516441013927517,58.77672576904297,100,728.6727355439216,1.0004353711561849
raev2,ig_sg_prev_w3,ig,sg_prev,3.0,100,1000,39.03169088516631,0.32743344891463266,0.8459881951073107,57.668575286865234,100,732.9266853346489,1.006275855683974
