family,condition,mode,gamma,nominal_scale,orthogonal_scale,response_scale,global_seed,num_samples,fid,sfid,inception_score,total_nfe,noise_fingerprint,label_fingerprint,result
x800,joint_r1p4_l0p25_n1000_seed0,factorized,1.0,1.0,0.25,1.4,0,1000,78.32386812082143,219.00407083396885,28.098695755004883,8392,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p4_l0p25_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p3_l0p5_n1000_seed0,factorized,1.0,1.0,0.5,1.3,0,1000,78.36942404508034,219.37132657706138,29.03496742248535,8446,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p3_l0p5_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p3_l0p75_n1000_seed0,factorized,1.0,1.0,0.75,1.3,0,1000,78.47655725204811,219.8878825868345,28.765262603759766,8662,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p3_l0p75_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p3_l1p0_n1000_seed0,factorized,1.0,1.0,1.0,1.3,0,1000,78.6246825983929,220.2505366529797,28.73549461364746,8812,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p3_l1p0_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p3_l0p25_n1000_seed0,factorized,1.0,1.0,0.25,1.3,0,1000,78.62677152384299,218.86053046683742,29.017240524291992,8230,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p3_l0p25_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p4_l0p5_n1000_seed0,factorized,1.0,1.0,0.5,1.4,0,1000,78.71932712342016,219.72633105972375,27.614953994750977,8632,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p4_l0p5_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p2_l0p75_n1000_seed0,factorized,1.0,1.0,0.75,1.2,0,1000,78.77990420531171,220.14057685813236,29.92912483215332,8500,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p2_l0p75_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p2_l0p5_n1000_seed0,factorized,1.0,1.0,0.5,1.2,0,1000,78.91837118899923,219.743697614417,30.012210845947266,8218,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p2_l0p5_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p2_l0p25_n1000_seed0,factorized,1.0,1.0,0.25,1.2,0,1000,79.18554839688096,219.6624589855419,30.19873809814453,7900,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p2_l0p25_n1000_seed0/nominal_intervention_fid5k.json
x800,joint_r1p4_l0p75_n1000_seed0,factorized,1.0,1.0,0.75,1.4,0,1000,79.24522169844226,220.16310712688062,27.32961082458496,8896,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/joint_response_direction_n1000_seed0/x800/joint_r1p4_l0p75_n1000_seed0/nominal_intervention_fid5k.json
