family,condition,mode,gamma,nominal_scale,orthogonal_scale,response_scale,global_seed,num_samples,fid,sfid,inception_score,total_nfe,noise_fingerprint,label_fingerprint,result
v500,closed_g3_n1000_seed0,closed,3.0,1.0,1.0,1.0,0,1000,74.4795421124332,217.8689815350092,32.3688850402832,8914,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/closed_g3_n1000_seed0/nominal_intervention_fid5k.json
v500,closed_g4_n1000_seed0,closed,4.0,1.0,1.0,1.0,0,1000,74.53073313420703,217.7961459075816,32.199893951416016,9772,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/closed_g4_n1000_seed0/nominal_intervention_fid5k.json
v500,closed_g3p5_n1000_seed0,closed,3.5,1.0,1.0,1.0,0,1000,74.90446578012177,217.84061525513403,32.19871139526367,9358,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/closed_g3p5_n1000_seed0/nominal_intervention_fid5k.json
v500,response_r1p45_n1000_seed0,factorized,1.0,1.0,0.0,1.45,0,1000,75.21689110433181,215.38015763059832,29.9519100189209,7588,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/response_r1p45_n1000_seed0/nominal_intervention_fid5k.json
v500,response_r1p55_n1000_seed0,factorized,1.0,1.0,0.0,1.55,0,1000,75.31680039386572,215.64241410051045,29.409433364868164,7774,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/response_r1p55_n1000_seed0/nominal_intervention_fid5k.json
v500,response_r1p4_n1000_seed0,factorized,1.0,1.0,0.0,1.4,0,1000,75.66788636917244,215.32652994986347,30.06651496887207,7372,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/response_r1p4_n1000_seed0/nominal_intervention_fid5k.json
v500,response_r1p35_n1000_seed0,factorized,1.0,1.0,0.0,1.35,0,1000,75.99201365340946,215.44950423748605,30.409299850463867,7132,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/response_r1p35_n1000_seed0/nominal_intervention_fid5k.json
v500,response_r1p6_n1000_seed0,factorized,1.0,1.0,0.0,1.6,0,1000,76.7696963013509,215.89080220627295,29.07329750061035,7888,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/response_r1p6_n1000_seed0/nominal_intervention_fid5k.json
v500,response_r1p7_n1000_seed0,factorized,1.0,1.0,0.0,1.7,0,1000,78.55194858301405,217.02613407919694,28.384069442749023,8176,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/v500/response_r1p7_n1000_seed0/nominal_intervention_fid5k.json
x800,response_r1p4_n1000_seed0,factorized,1.0,1.0,0.0,1.4,0,1000,78.02102331588065,218.50765202569937,28.63775634765625,8380,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/refinement_n1000_seed0/x800/response_r1p4_n1000_seed0/nominal_intervention_fid5k.json
