family,condition,mode,gamma,nominal_scale,orthogonal_scale,response_scale,global_seed,num_samples,fid,sfid,inception_score,total_nfe,noise_fingerprint,label_fingerprint,result
v500,g1p25_r1p30_l0p125_n1000_seed0,factorized,1.25,1.0,0.125,1.3,0,1000,75.66937519605233,215.69205465542677,30.42441749572754,7702,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p30_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p50_l1p125_n1000_seed0,factorized,1.75,1.0,1.125,1.5,0,1000,75.69226656862571,218.37736346824295,27.476835250854492,8884,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p50_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l0p125_n1000_seed0,factorized,1.75,1.0,0.125,1.25,0,1000,75.6931093336151,215.7108430109987,30.59404945373535,8056,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l1p25_n1000_seed0,factorized,1.25,1.0,1.25,1.2,0,1000,75.70681756577699,217.2977464469203,32.300350189208984,7702,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p25_l0p625_n1000_seed0,factorized,1.25,1.0,0.625,1.25,0,1000,75.72880905174071,216.56479302645744,31.07691764831543,7636,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p25_l0p625_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0p75_n1000_seed0,factorized,1.5,1.0,0.75,1.2,0,1000,75.79160706473266,216.86093565197575,32.000221252441406,7780,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l0p5_n1000_seed0,factorized,1.75,1.0,0.5,1.2,0,1000,75.79168476154473,216.50267441997528,31.38836097717285,7852,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l0p5_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p50_l0p375_n1000_seed0,factorized,1.75,1.0,0.375,1.5,0,1000,75.83139993335016,216.68040493576927,28.881698608398438,8008,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p50_l0p375_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l1p125_n1000_seed0,factorized,1.25,1.0,1.125,1.2,0,1000,75.83362275640087,217.2636213290017,32.04315185546875,7666,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p25_l0p25_n1000_seed0,factorized,1.5,1.0,0.25,1.25,0,1000,75.87317813456855,216.0065199506589,30.463136672973633,7864,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p25_l0p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p30_l0_n1000_seed0,factorized,1.25,1.0,0.0,1.3,0,1000,75.87795728851404,215.58720414713093,30.08024787902832,7588,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p30_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p25_l0p125_n1000_seed0,factorized,1.5,1.0,0.125,1.25,0,1000,75.89645925922599,215.9628847725612,30.398578643798828,7894,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p25_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l1p0_n1000_seed0,factorized,1.25,1.0,1.0,1.2,0,1000,75.90131861327029,217.24943513142273,31.772171020507812,7612,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p50_l0p125_n1000_seed0,factorized,1.75,1.0,0.125,1.5,0,1000,75.90428368892412,216.22202299238734,29.043622970581055,8002,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p50_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p25_l0p5_n1000_seed0,factorized,1.25,1.0,0.5,1.25,0,1000,75.91223604205032,216.4243487008065,30.92372703552246,7540,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p25_l0p5_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p50_l0_n1000_seed0,factorized,1.75,1.0,0.0,1.5,0,1000,75.93140951574173,216.04964212347159,29.05323600769043,8044,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p50_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l0_n1000_seed0,factorized,1.75,1.0,0.0,1.25,0,1000,75.95216972202269,215.59119011718485,30.836307525634766,7984,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p50_l0p25_n1000_seed0,factorized,1.75,1.0,0.25,1.5,0,1000,75.96943756086335,216.42353376124322,28.96120834350586,8038,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p50_l0p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l0p375_n1000_seed0,factorized,1.75,1.0,0.375,1.2,0,1000,76.00910893121932,216.49000725005635,30.966411590576172,7924,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l0p375_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0p625_n1000_seed0,factorized,1.5,1.0,0.625,1.2,0,1000,76.04755201492725,216.8400602896753,31.472190856933594,7768,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0p625_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p25_l0p375_n1000_seed0,factorized,1.25,1.0,0.375,1.25,0,1000,76.08349329628288,216.28496930767483,30.711410522460938,7516,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p25_l0p375_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l0p25_n1000_seed0,factorized,1.75,1.0,0.25,1.2,0,1000,76.10173759165514,216.32792143583697,30.704879760742188,7936,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l0p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p875_n1000_seed0,factorized,1.25,1.0,0.875,1.2,0,1000,76.15315264812318,217.1668679271412,31.431913375854492,7594,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p25_l0_n1000_seed0,factorized,1.5,1.0,0.0,1.25,0,1000,76.24228022441025,215.80244962422262,30.335790634155273,7888,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p25_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l0p125_n1000_seed0,factorized,1.75,1.0,0.125,1.2,0,1000,76.27037681415374,216.30520116760317,30.4936466217041,8020,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p25_l0p25_n1000_seed0,factorized,1.25,1.0,0.25,1.25,0,1000,76.27123209236606,216.16889670554644,30.484764099121094,7474,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p25_l0p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0p5_n1000_seed0,factorized,1.5,1.0,0.5,1.2,0,1000,76.30994024302953,216.7549250737195,31.0297908782959,7846,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0p5_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p50_l1p25_n1000_seed0,factorized,1.75,1.0,1.25,1.5,0,1000,76.31979103046149,218.74413779969655,27.428895950317383,9268,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p50_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p25_l0p125_n1000_seed0,factorized,1.25,1.0,0.125,1.25,0,1000,76.43041453822241,216.14610342177764,30.421567916870117,7372,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p25_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p75_n1000_seed0,factorized,1.25,1.0,0.75,1.2,0,1000,76.46550745504231,217.06478222484975,31.261993408203125,7624,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0p375_n1000_seed0,factorized,1.5,1.0,0.375,1.2,0,1000,76.46965392264502,216.70852319785365,30.653114318847656,7816,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0p375_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p625_n1000_seed0,factorized,1.25,1.0,0.625,1.2,0,1000,76.65212553268975,217.06791168912446,31.09762954711914,7570,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p625_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l0_n1000_seed0,factorized,1.75,1.0,0.0,1.2,0,1000,76.7024930367561,216.24297116045454,30.7812557220459,7966,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0p125_n1000_seed0,factorized,1.5,1.0,0.125,1.2,0,1000,76.7697495454886,216.36289417400917,30.539121627807617,7732,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0p25_n1000_seed0,factorized,1.5,1.0,0.25,1.2,0,1000,76.77980175685508,216.5583236004244,30.528236389160156,7864,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p25_l0_n1000_seed0,factorized,1.25,1.0,0.0,1.25,0,1000,76.8021054165232,216.0972736848247,30.29759979248047,7432,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p25_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p5_n1000_seed0,factorized,1.25,1.0,0.5,1.2,0,1000,76.85683097655095,216.92084485475277,31.134418487548828,7540,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p5_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p20_l0_n1000_seed0,factorized,1.5,1.0,0.0,1.2,0,1000,77.0929480751069,216.24958981467591,30.457490921020508,7918,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p20_l0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p375_n1000_seed0,factorized,1.25,1.0,0.375,1.2,0,1000,77.17116531623088,216.78202000883448,30.64760398864746,7426,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p375_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p25_n1000_seed0,factorized,1.25,1.0,0.25,1.2,0,1000,77.3342383725988,216.73219590308645,30.545785903930664,7372,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0p125_n1000_seed0,factorized,1.25,1.0,0.125,1.2,0,1000,77.62726140688972,216.69677703787488,30.713781356811523,7396,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p20_l0_n1000_seed0,factorized,1.25,1.0,0.0,1.2,0,1000,77.75886207200534,216.58415668191378,30.585391998291016,7306,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p20_l0_n1000_seed0/nominal_intervention_fid5k.json
