arm,fid,inception_score,seconds,primary_samples,generated_paths,full_calls_per_output,prefix_calls_at_inference
context_base,61.947099088455786,40.072662353515625,94.185759593267,1000,1000,128,0
native_base,64.80903011223944,36.29304504394531,95.30251757334918,1000,1000,128,0
native_half,68.56310719808243,35.200111389160156,92.35827912157401,1000,1000,128,0
native_double,76.77463203625763,29.05483627319336,92.02433639811352,1000,1000,128,0
adg,63.81382903939948,35.972625732421875,100.75588590744883,1000,1000,128,0
strong,82.74873950746053,30.673328399658203,91.02128183608875,1000,1000,128,0
