model,candidate,candidate_fid,best_control,best_control_fid,delta,native_delta,adg_delta,inception_ratio,passes_1k_resource_gate,original_candidate_was_a_control,independent_generation_bank,novelty_established,goal_complete
sit_small,context_base,61.947099088455786,adg,63.81382903939948,-1.866729950943693,-2.8619310237836544,-1.866729950943693,1.1041416421519268,True,True,True,False,False
