stage,arm,fid,inception_score
exploratory_400,context_base,101.98249194164742,35.462886810302734
exploratory_400,native_base,104.94793721006812,30.78278350830078
exploratory_400,native_half,109.338607236332,31.995590209960938
exploratory_400,native_double,117.08775736804057,25.946136474609375
exploratory_400,strong,125.36996449618545,25.661975860595703
