branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
ig_s1p78,/data/users/zhoushunyu/eqvae/experiments/raev2_bridge_counterfactual_ig_v1/fid1k_orthogonal_seed20260909/ig_s1p78/samples.npz,1535f9b7b786b40446f9f79cc96f225c0a5331785d460a98e68effc2917aaf53,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,59.2834171295166,38.528330210690854
bridge_orthogonal,/data/users/zhoushunyu/eqvae/experiments/raev2_bridge_counterfactual_ig_v1/fid1k_orthogonal_seed20260909/bridge_orthogonal/samples.npz,ae46f2ed30b3ecdafbc4a84257d8b972d64c0f64a4cbd97572d5dbdc30f20e39,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,58.16508178710937,38.586740555412746
