parameter,clean_grad_norm,epsilon_grad_norm,cosine
net.0.weight,0.03250734508037567,0.1399313360452652,-0.13703176379203796
net.0.bias,0.0059513202868402,0.025089679285883904,-0.6454910039901733
net.2.weight,0.013558957725763321,0.06679584830999374,-0.19451579451560974
net.2.bias,0.0035072423052042723,0.0075399000197649,-0.3180619478225708
net.4.weight,0.025059008970856667,0.10853119194507599,-0.04201281815767288
net.4.bias,0.0031820025760680437,0.0071180216036736965,-0.01618155837059021
net.6.weight,0.06838547438383102,0.2948094606399536,0.08515989780426025
net.6.bias,0.003535406431183219,0.010472269728779793,0.07313857972621918
ALL_TRUNK,0.08133537322282791,0.35154059529304504,0.02450518310070038
