time,model,model_kind,first_branch,second_branch,first_bayes_mse,second_bayes_mse,first_paired_mse,second_paired_mse,branch_error_cosine_mean,branch_error_cosine_negative_fraction,oracle_gate_mean,oracle_bayes_mse,oracle_gain_over_best_branch,learned_gate_mean,learned_bayes_mse,learned_gate_mae_to_oracle
0.01,D0_xeps,x_plus_epsilon,x,epsilon,0.000967817846685648,14.979406356811523,0.9978130459785461,15.858935356140137,-0.2872566282749176,0.743408203125,0.9934543967247009,0.0006768010789528489,0.3006937397666347,,,
0.01,D1_scaled,x_plus_epsilon,x,epsilon,0.000977367046289146,19.11503791809082,0.9981327056884766,20.001983642578125,-0.2113061547279358,0.67138671875,0.9957411289215088,0.0007076176116243005,0.27599604026862423,0.9395439624786377,0.031069427728652954,0.0572669692337513
0.01,D2_velocity,x_plus_epsilon,x,epsilon,0.0033126070629805326,22.638126373291016,1.0010018348693848,23.627098083496094,-0.11441434919834137,0.580078125,0.9935547113418579,0.002525533549487591,0.23759941898595394,0.9992383122444153,0.0031870815437287092,0.0058252280578017235
0.01,D4_safe,x_plus_epsilon,x,epsilon,0.0005476612132042646,17.331039428710938,0.9979506731033325,18.247238159179688,-0.3440457284450531,0.754150390625,0.9956337213516235,0.00031726493034511805,0.4206912545643693,0.9982649087905884,0.0005076434463262558,0.0036993282847106457
0.01,S0_xv,x_plus_v,x,v,0.0018477619159966707,0.0030390264000743628,0.9995728731155396,0.9996006488800049,-0.35224297642707825,0.7353515625,0.6694742441177368,0.0003544963547028601,0.8081482513337509,,,
0.01,S1_xv,x_plus_v,x,v,0.0016718894476071,0.0013232998317107558,0.9997986555099487,0.9986798763275146,-0.16544273495674133,0.6220703125,0.5946832895278931,0.0003422785084694624,0.7413447049056401,,,
0.03,D0_xeps,x_plus_epsilon,x,epsilon,0.000506182259414345,1.1890437602996826,1.038142442703247,2.250133752822876,-0.08843754976987839,0.5390625,0.9889711141586304,0.0003540459438227117,0.3005563959662586,,,
0.03,D1_scaled,x_plus_epsilon,x,epsilon,0.0004896416794508696,1.3693976402282715,1.0379300117492676,2.4314627647399902,-0.0932803824543953,0.534423828125,0.9912059307098389,0.000357415818143636,0.2700461722448223,0.9218620657920837,0.0035777436569333076,0.07065907120704651
0.03,D2_velocity,x_plus_epsilon,x,epsilon,0.002672058530151844,1.5319066047668457,1.038682222366333,2.5758447647094727,-0.13423624634742737,0.576416015625,0.9805365800857544,0.0021029734052717686,0.21297629466512336,0.9980210065841675,0.0026269603986293077,0.018764499574899673
0.03,D4_safe,x_plus_epsilon,x,epsilon,0.0002586200716905296,1.0959908962249756,1.0378637313842773,2.14151668548584,0.08975990861654282,0.466796875,0.9925324320793152,0.0001876702153822407,0.27434009991764685,0.9940386414527893,0.0002788256970234215,0.009256597608327866
