condition,swd_2d,swd_fullD,mmd_2d,intrinsic_nll,intrinsic_swd,ambient_swd,intrinsic_mmd,off_subspace_rms,ridge_distance_mean,ridge_distance_median,ridge_distance_q90,reference_ridge_distance_mean,ridge_distance_excess,signed_ridge_mean,signed_ridge_std,signed_ridge_q10,signed_ridge_q50,signed_ridge_q90,reference_signed_ridge_mean,reference_signed_ridge_std,ridge_width_ratio,ridge_signed_bias_in_ref_std,conditional_ridge_w1,conditional_ridge_w1_worst_bin,conditional_ridge_valid_bins,arc_coverage_w1,arc_hist_tv,arc_hist_js,arc_empty_bin_fraction,ambient_surface_rms,ambient_surface_rms_q50,ambient_surface_rms_q90,ambient_surface_rms_q99,intrinsic_radius_mean,intrinsic_radius_std,intrinsic_radius_q10,intrinsic_radius_q90,reference_intrinsic_radius_mean,intrinsic_radius_mean_ratio
D0_x_shared,0.0791372910246224,0.09459076305105299,0.001047372817993164,2.830023765563965,0.0791372910246224,0.09459076305105299,0.001047372817993164,4.869339420565666e-08,0.05085078999400139,0.04167244955897331,0.10807448625564575,0.019163258373737335,0.03168753162026405,0.04854971542954445,0.03722677379846573,0.01378566212952137,0.0412554070353508,0.1067216545343399,-0.0004803299671038985,0.02403179369866848,1.5490634725500467,2.0402159690856934,0.050018965188020216,0.11579066604120987,16.0,0.013497700135692809,0.1300048828125,0.013052762829268453,0.0,4.86933871002293e-08,4.214684778958144e-08,9.42432194506182e-08,1.6858739115832577e-07,0.892075777053833,0.3719435930252075,0.32587718963623047,1.3852097988128662,0.9289865493774414,0.9602676999485686
D0_eps_shared,0.07511722531179739,0.11741915661719017,0.0030875205993652344,1.4779987335205078,0.07511722531179739,0.11741915661719017,0.0030875205993652344,4.796572028453738e-08,0.027582883834838867,0.01796305552124977,0.051576167345047,0.019163258373737335,0.008419625461101532,0.0071439919993281364,0.04426665976643562,-0.027016527950763702,0.004133979324251413,0.043734367936849594,-0.0004803299671038985,0.02403179369866848,1.8420039852825587,0.3172597885131836,0.014256259850844638,0.030333717302662308,16.0,0.022331649339871598,0.1212158203125,0.011175667621060115,0.0,4.796572028453738e-08,4.214684778958144e-08,9.42432194506182e-08,1.7377590211253846e-07,0.8914362788200378,0.39657139778137207,0.37198853492736816,1.4366950988769531,0.9289865493774414,0.9595793172865982
D3_oracle_bayes_gate,0.02543236484966292,0.02997579812199758,-0.00013637542724609375,0.8382254838943481,0.02543236484966292,0.02997579812199758,-0.00013637542724609375,4.99919678986771e-08,0.023396199569106102,0.01665434241294861,0.045881714671850204,0.019163258373737335,0.004232941195368767,0.00035818549804389477,0.03690677136182785,-0.03181995451450348,0.00021804479183629155,0.03197029232978821,-0.0004803299671038985,0.02403179369866848,1.5357476776222796,0.034891922026872635,0.00823015890776039,0.019855686229112463,16.0,0.00400144147951227,0.046142578125,0.0017377019885670168,0.0,4.99919678986771e-08,4.214684778958144e-08,9.483041196745035e-08,1.7377590211253846e-07,0.9319384098052979,0.3947626054286957,0.3804072141647339,1.4787871837615967,0.9289865493774414,1.0031775061004216
D1_x_own,0.05402098971988743,0.07209797733185086,0.0004756450653076172,0.16374173760414124,0.05402098971988743,0.07209797733185086,0.0004756450653076172,5.173948380843285e-08,0.018763935193419456,0.014525949954986572,0.036680594086647034,0.019163258373737335,-0.0003993231803178787,-0.013973013497889042,0.0210326686501503,-0.036033548414707184,-0.012967418879270554,0.00910748727619648,-0.0004803299671038985,0.02403179369866848,0.8752017811852159,0.5614513754844666,0.02069548043102738,0.03929768319481482,16.0,0.01225442314357356,0.0980224609375,0.009269819853417445,0.0,5.173948380843285e-08,4.214684778958144e-08,1.1443079017681157e-07,1.884864389012364e-07,0.9560243487358093,0.4030388295650482,0.40018418431282043,1.5229747295379639,0.9289865493774414,1.0291046187659953
D1_eps_own,0.055088672067560865,0.08542832597201112,0.0019987821578979492,1.8420038223266602,0.055088672067560865,0.08542832597201112,0.0019987821578979492,5.122957702496933e-08,0.028644386678934097,0.017679600045084953,0.05453680455684662,0.019163258373737335,0.009481128305196762,0.001214147312566638,0.048449866473674774,-0.03576243668794632,-0.00030201824847608805,0.037192121148109436,-0.0004803299671038985,0.02403179369866848,2.016073668124041,0.07050981372594833,0.013521545079307869,0.0313561626634652,16.0,0.019377249091762035,0.0926513671875,0.006399300030885681,0.0,5.122957702496933e-08,4.214684778958144e-08,1.0536712125031045e-07,1.8005141555477167e-07,0.9519332647323608,0.39395850896835327,0.3992757201194763,1.4667067527770996,0.9289865493774414,1.0247008047320998
D1_gate_on_D0,0.02306872384406178,0.02843616044292363,-0.00013744831085205078,1.726770043373108,0.02306872384406178,0.02843616044292363,-0.00013744831085205078,5.1646622978296364e-08,0.02730269357562065,0.016559384763240814,0.05256149172782898,0.019163258373737335,0.008139435201883316,0.0036965690087527037,0.047928277403116226,-0.03146648406982422,0.0006820372072979808,0.036444224417209625,-0.0004803299671038985,0.02403179369866848,1.9943695424520795,0.17380720376968384,0.01340430615795177,0.02668605808663927,16.0,0.007956665093568321,0.0517578125,0.001924943288730492,0.0,5.1646622978296364e-08,4.214684778958144e-08,1.0536712125031045e-07,1.884864389012364e-07,0.9355823993682861,0.39580753445625305,0.3839728832244873,1.4793448448181152,0.9289865493774414,1.007100048967625
D2_x_own,0.06728620144538117,0.0976293216155441,0.0020633935928344727,1.7154611349105835,0.06728620144538117,0.0976293216155441,0.0020633935928344727,5.4223647794060525e-08,0.03606685996055603,0.025753997266292572,0.07827657461166382,0.019163258373737335,0.016903601586818695,-0.03303122520446777,0.036482006311416626,-0.07744921743869781,-0.025217197835445404,-0.0009814775548875332,-0.0004803299671038985,0.02403179369866848,1.5180725487601856,1.3544929027557373,0.03481354404505729,0.10431363853127087,16.0,0.02286933249607216,0.15576171875,0.021322707119800124,0.0,5.4223644241346847e-08,4.214684778958144e-08,1.1920928955078125e-07,1.884864389012364e-07,0.9912780523300171,0.3853877782821655,0.4923664331436157,1.519139289855957,0.9289865493774414,1.0670531806884826
D2_eps_own,0.07442864953767044,0.10939015741120317,0.0016363859176635742,3.7484822273254395,0.07442864953767044,0.10939015741120317,0.0016363859176635742,5.450829831943338e-08,0.03868129476904869,0.020633414387702942,0.08812206983566284,0.019163258373737335,0.019518036395311356,0.0008368206908926368,0.06684824824333191,-0.04903826117515564,0.0008824057877063751,0.047438621520996094,-0.0004803299671038985,0.02403179369866848,2.781658709355338,0.05480866879224777,0.02551008648696139,0.07705378631308028,16.0,0.052884885345362384,0.126708984375,0.012128363746153913,0.0,5.450829831943338e-08,4.214684778958144e-08,1.086099459257639e-07,1.884864389012364e-07,0.9994754791259766,0.386364609003067,0.41658666729927063,1.4941022396087646,0.9289865493774414,1.0758772339554035
D2_gate_on_D0,0.023847617393562212,0.028816766438576953,-0.00012564659118652344,1.6792383193969727,0.023847617393562212,0.028816766438576953,-0.00012564659118652344,5.085097143364692e-08,0.02796701155602932,0.01710059866309166,0.05532003939151764,0.019163258373737335,0.008803753182291985,0.004163009114563465,0.04778527468442917,-0.03192787617444992,0.0021211360581219196,0.03845929354429245,-0.0004803299671038985,0.02403179369866848,1.9884189787746385,0.1932165026664734,0.01329688253950333,0.027407790630753836,16.0,0.004874579902630943,0.0460205078125,0.0016823246982761199,0.0,5.085097143364692e-08,4.214684778958144e-08,1.0536712125031045e-07,1.884864389012364e-07,0.9302413463592529,0.3955330550670624,0.3797743320465088,1.4758532047271729,0.9289865493774414,1.0013507159846957
D4_x_own,0.05445149691114773,0.07078654101717045,0.0006617307662963867,0.03132856264710426,0.05445149691114773,0.07078654101717045,0.0006617307662963867,5.2382986837073986e-08,0.01844153366982937,0.017776336520910263,0.03007502481341362,0.019163258373737335,-0.0007217247039079666,-0.014771277084946632,0.01713930256664753,-0.02965591847896576,-0.016752565279603004,0.008442310616374016,-0.0004803299671038985,0.02403179369866848,0.713192813718152,0.5946683883666992,0.019945247750209956,0.025886686704577295,16.0,0.010285060180269728,0.1005859375,0.00982763824188395,0.0,5.2382986837073986e-08,4.214684778958144e-08,1.120067878446207e-07,1.884864389012364e-07,0.9539176225662231,0.3980816602706909,0.40891438722610474,1.5154151916503906,0.9289865493774414,1.0268368505501928
