arm,median_seconds,min_seconds,max_seconds,relative_to_original,batch,repeats
native_original,0.7395306308753788,0.7391489748843014,0.740065120626241,0.0,8,3
native_fresh,0.7396228811703622,0.7384375757537782,0.7406637077219784,0.00012474168226694893,8,3
