arm,repeat,seconds
native_original,1,0.7391489748843014
native_original,2,0.7395306308753788
native_original,3,0.740065120626241
native_fresh,1,0.7406637077219784
native_fresh,2,0.7384375757537782
native_fresh,3,0.7396228811703622
