model,track,kappa_unconstrained,heldout_mmd2_strong,heldout_mmd2_subtracted,heldout_fraction_equation_residual,kappa_lo,kappa_hi,change_lo,change_hi
sit_small,IG,0.4870246670717804,0.22407079840876287,0.11905071159093031,0.13981047074715355,0.4485089753946976,0.5220810188993501,-0.12852907501010144,-0.07792698358112148
sit_small,CFG,0.6451071386849161,0.22407079840876287,0.025507621124383706,0.014337691221666315,0.5805960854604589,0.7034234083470353,-0.2507578897776058,-0.1380343061013016
raev2,IG,0.10895094185185267,0.00044549682256889156,0.00018506742314737673,0.3298288177404067,-0.02090450925609324,0.21338398174965462,-0.001476086525012593,0.0008842608015102907
raev2,CFG,0.09727757036363077,0.00044549682256889156,0.0002522849611909493,0.46148248088393673,-0.04660032302369059,0.24800505302672976,-0.001312946735168125,0.0009938395032022165
