model,track,kappa,signed_event_mean,lower,upper,strong_event_frequency,reference_event_frequency,strong_profile_mean_gain
sit_small,ig,0.4870246670717804,-0.10095859732099763,-0.129549868330172,-0.07132371576228907,0.05953124910593033,0.3295312523841858,0.7159874439239502
sit_small,cfg,0.6451071386849161,-0.19781212933781664,-0.24814600524087635,-0.14815628542591444,0.16687500476837158,0.5653125047683716,0.8773632645606995
raev2,ig,0.10895094185185267,0.005685784900448801,-0.00885777871049117,0.023433207583046997,0.02414141409099102,0.16939394176006317,0.2179252803325653
raev2,cfg,0.09727757036363077,0.0,0.0,0.0,0.0,0.0,0.10870051383972168
