model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
sit,strong_e320,baseline,1000,85.16548644689158,220.17009509224022,30.056697845458984,,,320,147.76431894255802,
sit,strong_band_w1,calibrated,1000,80.4528248673667,206.81682569857594,29.53725242614746,,,320,144.9263295866549,
sit,strong_log_k04_e64_w1,log,1000,82.25153500918776,207.36730655488486,29.541086196899414,,,192,93.81237539462745,
sit,strong_log_k04_e106_w1,log,1000,81.09070440349228,207.2822589384864,29.535091400146484,,,318,144.92496646987274,
sit,strong_log_k04_e106_w075,log,1000,80.05246541689314,206.37254937972648,29.75983428955078,,,318,146.1054254937917,
