weak,weak_step,s,target_t,dt,disc_real_logit,disc_fake_logit,gap_rms,grad_rms,cos_grad_gap,inner_mean,signed_coeff,positive_coeff,finite_delta_plus,finite_delta_minus
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.028504516929388046,0.0038020536303520203,0.0653737261891365,0.0002369244903093204,0.020964017137885094,3.24704046761326e-07,3.7988420444889925e-06,3.7988420444889925e-06,6.898678839206696e-05,-6.554648280143738e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0021032262593507767,0.0036609219387173653,0.028902560472488403,0.0002491069899406284,-0.17156779766082764,-1.2352588782960083e-06,-7.393590203719214e-05,0.0,-0.00025344546884298325,0.0002528643235564232
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.01382635347545147,0.006344154477119446,0.06089121848344803,0.00029149086913093925,-0.061285074800252914,-1.0877631666517118e-06,-1.4668815310869832e-05,0.0,-0.00022001750767230988,0.00022444874048233032
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.023305635899305344,-0.012462351471185684,0.03350408747792244,0.000278239807812497,-0.050287265330553055,-4.687864816332876e-07,-2.088091423502192e-05,0.0,-9.075738489627838e-05,9.833090007305145e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.005707459524273872,-0.004577893763780594,0.02548839896917343,0.00028060239856131375,-0.059964776039123535,-4.288744435143599e-07,-3.30076836689841e-05,0.0,-8.515268564224243e-05,8.752383291721344e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.005042245611548424,0.007998330518603325,0.03240816667675972,0.0002640359161887318,0.022309323772788048,1.9089910097136453e-07,9.087930266105104e-06,9.087930266105104e-06,3.8582831621170044e-05,-3.921613097190857e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0005243326304480433,-0.017368406057357788,0.022033635526895523,0.00031926928204484284,-0.058514561504125595,-4.116301965950697e-07,-4.2394050979055464e-05,0.0,-8.63056629896164e-05,8.0866739153862e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.03843456506729126,-0.0005908645689487457,0.0201230738312006,0.00019169755978509784,-0.0666760727763176,-2.5720589746924816e-07,-3.175867095706053e-05,0.0,-5.309097468852997e-05,5.3748488426208496e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.011521292850375175,-0.0005585085018537939,0.04523161053657532,0.00020839028002228588,-0.017463037744164467,-1.6460359120173962e-07,-4.022770099254558e-06,0.0,-3.254227340221405e-05,3.6736950278282166e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0031205881386995316,-2.0870938897132874e-05,0.07880505919456482,0.0004339434381108731,-0.18550613522529602,-6.343741915770806e-06,-5.107487959321588e-05,0.0,-0.0013294946402311325,0.0012686235131695867
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0014279894530773163,-0.005972373299300671,0.021367482841014862,0.00039318736526183784,-0.027211645618081093,-2.2861657100747834e-07,-2.503635005268734e-05,0.0,-4.1954219341278076e-05,5.605444312095642e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.00013598613440990448,0.00242822989821434,0.021642476320266724,0.0003443411842454225,-0.035340648144483566,-2.6337249892094405e-07,-2.8114252927480265e-05,0.0,-5.848333239555359e-05,4.9348920583724976e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0074415188282728195,-0.010881956666707993,0.030132684856653214,0.0004275080864317715,-0.13329093158245087,-1.7170493720186641e-06,-9.455339022679254e-05,0.0,-0.00034661591053009033,0.0003535710275173187
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.004104197025299072,0.0079501923173666,0.03146631643176079,0.0001953325408976525,-0.015455519780516624,-9.4995741051207e-08,-4.797139354195679e-06,0.0,-2.1982938051223755e-05,1.6732141375541687e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.02191893756389618,-0.010830378159880638,0.034903403371572495,0.0003275499911978841,0.09909555315971375,1.132920715463115e-06,4.6497967559844255e-05,4.6497967559844255e-05,0.0002360306680202484,-0.0002316553145647049
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.006091669201850891,0.007739614695310593,0.033172495663166046,0.00028609312721528113,0.16526183485984802,1.5684046275055152e-06,7.126427226467058e-05,7.126427226467058e-05,0.0003200545907020569,-0.0003230832517147064
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.024966977536678314,-0.007210928946733475,0.020544985309243202,0.0002943964209407568,-0.11587438732385635,-7.008511602180079e-07,-8.30202698125504e-05,0.0,-0.00014158152043819427,0.00014649517834186554
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.010374743491411209,0.004614543169736862,0.03233375772833824,0.0002830278826877475,0.008477683179080486,7.758228548482293e-08,3.7103957311046543e-06,3.7103957311046543e-06,1.8669292330741882e-05,-1.6262754797935486e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.021603161469101906,-0.012350434437394142,0.029238153249025345,0.00024402035342063755,-0.04009926691651344,-2.860964229967067e-07,-1.6733336451579817e-05,0.0,-5.7192519307136536e-05,5.738250911235809e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.00044210441410541534,-0.0050850920379161835,0.016879422590136528,0.00041106014396063983,-0.004793665837496519,-3.326064756947744e-08,-5.836943728354527e-06,0.0,-6.400048732757568e-06,6.3087791204452515e-06
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.012139784172177315,-0.0003631915315054357,0.02954697050154209,0.0002167628990719095,0.042294882237911224,2.708854651700676e-07,1.5514215192524716e-05,1.5514215192524716e-05,5.719996988773346e-05,-5.50542026758194e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.005548862740397453,-0.004593919962644577,0.019308609887957573,0.00027845814474858344,0.04634769633412361,2.491948691840662e-07,3.3420048566767946e-05,3.3420048566767946e-05,5.0187110900878906e-05,-5.572475492954254e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.009520702064037323,0.0008975416421890259,0.022645914927124977,0.00019007865921594203,0.018918577581644058,8.143511820435378e-08,7.939662282296922e-06,7.939662282296922e-06,1.7663463950157166e-05,-1.6286969184875488e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.000773988664150238,-0.004386289045214653,0.09075162559747696,0.00018812136841006577,0.03644624724984169,6.222219894880254e-07,3.7775182590849e-06,3.7775182590849e-06,0.00013560988008975983,-0.00011990033090114594
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.007136210799217224,0.005549315363168716,0.05406838655471802,0.000223864582949318,0.1525646448135376,1.846641907832236e-06,3.158390973112546e-05,3.158390973112546e-05,0.0003759358078241348,-0.0003770608454942703
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.002117116004228592,-0.016127552837133408,0.022668734192848206,0.0004930871655233204,-0.033977802842855453,-3.7979239664309716e-07,-3.6954021197743714e-05,0.0,-7.29970633983612e-05,8.295103907585144e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.01613742485642433,0.012024253606796265,0.03561708703637123,0.00018808263121172786,-0.019103804603219032,-1.279755394989479e-07,-5.0440594350220636e-06,0.0,-2.1548941731452942e-05,3.06740403175354e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0028226301074028015,0.00014053855556994677,0.04669855535030365,0.0002514751104172319,0.0354185551404953,4.1593864352762466e-07,9.53657399804797e-06,9.53657399804797e-06,8.296780288219452e-05,-8.685886859893799e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.00768992118537426,-0.00014837272465229034,0.024330658838152885,0.0002593347744550556,0.002041867235675454,1.2883745625913434e-08,1.0881891512326547e-06,1.0881891512326547e-06,4.760921001434326e-06,4.116445779800415e-07
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0017597043188288808,-0.008212897926568985,0.024423379451036453,0.00020969711476936936,0.05053173378109932,2.5879890586111287e-07,2.169306571886409e-05,2.169306571886409e-05,5.380809307098389e-05,-5.179457366466522e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.007747221738100052,-0.012331387028098106,0.03202752396464348,0.0003351012710481882,0.15942971408367157,1.7110737644543406e-06,8.340497151948512e-05,8.340497151948512e-05,0.0003545917570590973,-0.00034643523395061493
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.00343390554189682,0.005547201260924339,0.032916679978370667,0.0001523387327324599,0.06349901109933853,3.1841483405514737e-07,1.4693703633383848e-05,1.4693703633383848e-05,6.544776260852814e-05,-6.714276969432831e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.008871197700500488,-0.021783888339996338,0.03565467521548271,0.00038995855720713735,0.18201038241386414,2.5306442239525495e-06,9.953324479283765e-05,9.953324479283765e-05,0.0005222093313932419,-0.0005140919238328934
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.00026224739849567413,0.001090431585907936,0.042092371731996536,0.0003791930212173611,-0.06496918201446533,-1.0369817573518958e-06,-2.9264041586429812e-05,0.0,-0.0002142060548067093,0.00021228939294815063
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.00018081627786159515,0.0072516631335020065,0.038561344146728516,0.00017675961134955287,0.026765549555420876,1.8243635224735044e-07,6.134469913376961e-06,6.134469913376961e-06,3.873743116855621e-05,-3.662891685962677e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0017261039465665817,0.019808294251561165,0.05914725735783577,0.00020414282334968448,0.08575115352869034,1.0354012829338899e-06,1.4798220036027487e-05,1.4798220036027487e-05,0.00020888447761535645,-0.0002175215631723404
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0033880118280649185,-0.00034855306148529053,0.020707985386252403,0.0002639330632518977,-0.013303779996931553,-7.271210478165813e-08,-8.478148629365023e-06,0.0,-1.4469027519226074e-05,1.2381002306938171e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.015914853662252426,-0.012095490470528603,0.020466340705752373,0.0003545674553606659,0.06858867406845093,4.977273420081474e-07,5.9412945120129734e-05,5.9412945120129734e-05,0.00010885670781135559,-9.054876863956451e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.02159690111875534,0.007004152983427048,0.03242223709821701,0.00044214463559910655,0.004790839739143848,6.867820445677353e-08,3.2666532661096426e-06,3.2666532661096426e-06,2.3052096366882324e-05,-6.720423698425293e-06
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.003965767100453377,-0.00281626358628273,0.019705720245838165,0.0002339824422961101,-0.0010326295159757137,-4.761240290918067e-09,-6.130635483714286e-07,0.0,2.2165477275848389e-07,4.5634806156158447e-07
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.005740944296121597,-0.001973213627934456,0.031076356768608093,0.0002994054229930043,-0.014995504170656204,-1.395246158608643e-07,-7.223715783766238e-06,0.0,-2.7341768145561218e-05,3.088265657424927e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.020505212247371674,-0.0009668394923210144,0.04467800632119179,0.0002421027165837586,0.012030105106532574,1.3012564181735797e-07,3.259457344029215e-06,3.259457344029215e-06,2.6047229766845703e-05,-2.8409063816070557e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.019269268959760666,-0.003267081454396248,0.035460781306028366,0.0003981282061431557,0.0364828035235405,5.150619131200074e-07,2.048013629973866e-05,2.048013629973866e-05,0.00010740943253040314,-0.00010290741920471191
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0032737944275140762,0.005013162270188332,0.06999527662992477,0.0002843283291440457,-0.11455801129341125,-2.2798922145739198e-06,-2.326734465896152e-05,0.0,-0.00045975856482982635,0.0004704650491476059
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.01932332292199135,-0.010324627161026001,0.02162986807525158,0.0002243583876406774,0.03164127469062805,1.5355013260887063e-07,1.6410145690315403e-05,1.6410145690315403e-05,3.1985342502593994e-05,-3.0394643545150757e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.004432067275047302,0.00010010227560997009,0.0288719329982996,0.00032967227161861956,0.0006197801558300853,5.899238431084086e-09,3.5384593388698704e-07,3.5384593388698704e-07,-1.8738210201263428e-06,-1.2516975402832031e-06
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.006015637889504433,0.009862493723630905,0.03833693265914917,0.00020080192189197987,0.23474735021591187,1.8071157228405355e-06,6.147821841295809e-05,6.147821841295809e-05,0.00036456063389778137,-0.0003763437271118164
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.002225419506430626,-0.010571304708719254,0.041383057832717896,0.00024035293608903885,-0.0066406093537807465,-6.605108637813828e-08,-1.928434130604728e-06,0.0,-3.98978590965271e-06,2.078898251056671e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0035596974194049835,0.0038052909076213837,0.019031111150979996,0.00037927378434687853,-0.06624826043844223,-4.781800839737116e-07,-6.601356290047988e-05,0.0,-9.5343217253685e-05,9.90256667137146e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.007852666079998016,-0.01410567294806242,0.04291928559541702,0.0003442579472903162,0.027821632102131844,4.110731310902338e-07,1.1157942026329692e-05,1.1157942026329692e-05,9.049102663993835e-05,-7.686391472816467e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0024672970175743103,-0.017611581832170486,0.035024214535951614,0.00052934157429263,-0.021479031071066856,-3.982163434557151e-07,-1.6231260815402493e-05,0.0,-7.230415940284729e-05,9.542331099510193e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.019764062017202377,0.0020530540496110916,0.07041529566049576,0.00022756621183361858,-0.008750279434025288,-1.40215718147374e-07,-1.4139455970507697e-06,0.0,-2.329982817173004e-05,3.634020686149597e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.001309463637880981,0.012179721146821976,0.021633675321936607,0.0002096665120916441,0.044639576226472855,2.024787306709186e-07,2.163160934287589e-05,2.163160934287589e-05,4.0685757994651794e-05,-4.278309643268585e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.004048801958560944,-0.01722833327949047,0.02050577662885189,0.000474359403597191,-0.10746737569570541,-1.0453467211846146e-06,-0.00012430195056367666,0.0,-0.00021088309586048126,0.00021761655807495117
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.008026976138353348,-0.0010160040110349655,0.026143433526158333,0.00036892053321935236,0.02815857157111168,2.7158517923453473e-07,1.9867848095600493e-05,1.9867848095600493e-05,5.8960169553756714e-05,-5.388818681240082e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.013807086274027824,-0.027881000190973282,0.024071304127573967,0.0003883167519234121,0.02339656837284565,2.1869452382361487e-07,1.8871596694225445e-05,1.8871596694225445e-05,4.68716025352478e-05,-4.180893301963806e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.004364928230643272,0.003259299322962761,0.031361836940050125,0.0002471308980602771,-0.025950299575924873,-2.0112724996579345e-07,-1.0224402103631292e-05,0.0,-3.841705620288849e-05,4.246644675731659e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0017365533858537674,0.00460028275847435,0.03272681310772896,0.000185788914677687,0.03176446631550789,1.9313681320909382e-07,9.016285730467644e-06,9.016285730467644e-06,4.034116864204407e-05,-3.822892904281616e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.006471846252679825,-0.005450300872325897,0.020890001207590103,0.0002808055141940713,0.08405560255050659,4.930724912810547e-07,5.649419836117886e-05,5.649419836117886e-05,0.00010327436029911041,-9.889528155326843e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.013197606429457664,0.004092106595635414,0.029240509495139122,0.00022532590082846582,0.2990691661834717,1.970460289157927e-06,0.00011523060675244778,0.00011523060675244778,0.00040414929389953613,-0.00040421634912490845
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0024443883448839188,0.005332231521606445,0.019588062539696693,0.0002665064239408821,0.019672822207212448,1.0269891959069355e-07,1.3382982615439687e-05,1.3382982615439687e-05,2.1530315279960632e-05,-2.0323321223258972e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0030814651399850845,-0.012033572420477867,0.020249808207154274,0.0005751251592300832,-0.1049412414431572,-1.2221639735798817e-06,-0.0001490245049353689,0.0,-0.0002519730478525162,0.00024887360632419586
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.006512481719255447,-0.010597407817840576,0.018038352951407433,0.0004947182023897767,-0.06650185585021973,-5.934560363130004e-07,-9.119368769461289e-05,0.0,-0.00012112408876419067,0.00012064911425113678
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.006101980805397034,0.005775654688477516,0.022703176364302635,0.00025175095652230084,0.07120143622159958,4.0695510961086256e-07,3.9476923120673746e-05,3.9476923120673746e-05,8.575804531574249e-05,-8.148513734340668e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0015741698443889618,0.0019881799817085266,0.021580735221505165,0.0005272501730360091,0.06319599598646164,7.190722044470022e-07,7.719871064182371e-05,7.719871064182371e-05,0.00014914199709892273,-0.00014762207865715027
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.006858836859464645,0.0027792323380708694,0.021673157811164856,0.00022903447097633034,0.02073695883154869,1.0293619823187328e-07,1.0957052836602088e-05,1.0957052836602088e-05,2.0792707800865173e-05,-2.1705403923988342e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.01012437604367733,-0.006073961034417152,0.04263206571340561,0.0003373058862052858,-0.0025866911746561527,-3.719674168678466e-08,-1.0232979548163712e-06,0.0,-9.177252650260925e-06,6.355345249176025e-06
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.012638641521334648,0.009418467059731483,0.024064185097813606,0.00025875205756165087,0.108700230717659,6.768390221623122e-07,5.8440393331693485e-05,5.8440393331693485e-05,0.00014004111289978027,-0.00013860128819942474
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.007522551342844963,0.003462512046098709,0.03235196694731712,0.0003331473271828145,0.026597043499350548,2.8666215712291887e-07,1.3694275367015507e-05,1.3694275367015507e-05,5.938485264778137e-05,-5.718693137168884e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.014597434550523758,0.019579386338591576,0.024103309959173203,0.00013634485367219895,-0.04880601540207863,-1.603942507699685e-07,-1.380401590722613e-05,0.0,-3.285706043243408e-05,3.2514333724975586e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-4.638358950614929e-05,-0.004169715568423271,0.031066637486219406,0.00019565442926250398,-0.041192784905433655,-2.503831240119325e-07,-1.2971390788152348e-05,0.0,-4.9931928515434265e-05,5.367211997509003e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.0036348197609186172,-0.00216061994433403,0.031196139752864838,0.00028161631780676544,-0.06499708443880081,-5.710216441912053e-07,-2.9337348678382114e-05,0.0,-0.00011747144162654877,0.00011660810559988022
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.00048642419278621674,0.0011553579242900014,0.023269008845090866,0.0003255665360484272,-0.023842941969633102,-1.806248519642395e-07,-1.6679834516253322e-05,0.0,-3.4091994166374207e-05,3.540888428688049e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.025889035314321518,0.007999030873179436,0.027446124702692032,0.000268865522230044,0.22978489100933075,1.6956554418356973e-06,0.00011255001300014555,0.00011255001300014555,0.0003428161144256592,-0.00035136565566062927
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.006813963875174522,-0.003142368048429489,0.026783984154462814,0.00030274325399659574,-0.06442102044820786,-5.223687935540511e-07,-3.640800423454493e-05,0.0,-0.00010690465569496155,0.0001090075820684433
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.005126705393195152,-0.003979075700044632,0.022785691544413567,0.00039257307071238756,0.08945395797491074,8.001700280146906e-07,7.70597907830961e-05,7.70597907830961e-05,0.0001669265329837799,-0.00015966780483722687
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.016712408512830734,0.00808781385421753,0.027865314856171608,0.0003797976823989302,0.009334410540759563,9.878776552341151e-08,6.361291070788866e-06,6.361291070788866e-06,1.6516074538230896e-05,-1.9583851099014282e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.014595136046409607,0.008177675306797028,0.03314889594912529,0.0002630743838381022,0.16408692300319672,1.4309405287349364e-06,6.51108639431186e-05,6.51108639431186e-05,0.0002907421439886093,-0.00029475800693035126
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.008641192689538002,0.004677437245845795,0.02260325476527214,0.00028549309354275465,0.035577841103076935,2.2958640499837202e-07,2.2468508177553304e-05,2.2468508177553304e-05,4.727765917778015e-05,-4.6059489250183105e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.007722470909357071,-0.00771261565387249,0.026708833873271942,0.0003312483022455126,0.02528586983680725,2.2371057184500387e-07,1.5680021533626132e-05,1.5680021533626132e-05,5.033612251281738e-05,-4.100427031517029e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,-0.005368560552597046,-0.013570472598075867,0.031153809279203415,0.00032279803417623043,0.1331910490989685,1.3394209190664697e-06,6.900249718455598e-05,6.900249718455598e-05,0.00028393417596817017,-0.00026494450867176056
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.010923522524535656,-0.011889098212122917,0.022035276517271996,0.00031656576902605593,0.029371583834290504,2.048848273261683e-07,2.1098076103953645e-05,2.1098076103953645e-05,4.22205775976181e-05,-3.9871782064437866e-05
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.014171615242958069,0.013048617169260979,0.023867487907409668,0.00036693247966468334,-0.002175174653530121,-1.9049650745728286e-08,-1.672028247412527e-06,0.0,-1.998618245124817e-06,5.653128027915955e-06
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.0014156810939311981,0.009019648656249046,0.019788380712270737,0.0003997494641225785,-0.0024016888346523046,-1.899830692764226e-08,-2.4258526991616236e-06,0.0,7.525086402893066e-07,6.336718797683716e-06
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.00284750759601593,-0.009535592049360275,0.03396926820278168,0.0005621408927254379,-0.053644489496946335,-1.0243691122013843e-06,-4.43868302681949e-05,0.0,-0.0002072155475616455,0.00020842254161834717
v180,180000,0.0625,0.11249999701976776,0.05000000074505806,0.00045162439346313477,-0.0033518094569444656,0.027778025716543198,0.0004493037995416671,-0.028141165152192116,-3.512234911795531e-07,-2.275887891300954e-05,0.0,-7.172860205173492e-05,7.218308746814728e-05
