model,track,native_fid,latent_flip_fid,pixel_flip_fid,latent_minus_pixel_fid,native_is,latent_flip_is,pixel_flip_is,render_mae_0_1,extra_decode_seconds,additional_sampling_paths,additional_full_calls,additional_prefix_calls,diagnostic_views
sit_small,cfg,78.42628757860439,140.60985237278572,77.68348277023148,62.926369602554246,61.37522506713867,30.501943588256836,58.814395904541016,0.06007750078587751,6.095402028877288,0,0,0,400
sit_small,ig,103.43855615150125,164.74832662782597,103.97565204827151,60.77267457955446,32.90156555175781,20.238452911376953,36.1103630065918,0.060594120848412605,5.916204554028809,0,0,0,400
raev2,cfg,97.73359092277315,105.30575861008549,97.7077474474107,7.598011162674794,30.76006622314453,24.498110198974608,30.27187442779541,0.0700947496501449,1.8489013384096324,0,0,0,400
raev2,ig,95.96413329122072,114.88738093153006,96.0351398034465,18.852241128083563,27.454081726074218,21.2032808303833,25.955879402160644,0.0779123144212112,2.1280379346571863,0,0,0,400
