arm,fid,sfid,inception_score,full_calls,prefix_calls,sample_decode_seconds
ig_pair_mse_00,65.4998615420044,208.71249088627735,37.024200439453125,128,0,101.00467584421858
ig_pair_consistent_00,74.26866612735836,215.41497656884542,33.52018737792969,128,0,101.17907033720985
ig_pair_average_00,81.59837835888413,221.08824648474445,28.39583396911621,128,0,101.11253282101825
ig_pair_shuffled_00,65.72103580637332,208.63361556085556,37.120338439941406,128,0,99.1048661400564
ig_original_00,65.67604865742493,208.48534646134897,36.86113357543945,128,0,99.28835348598659
ig_ig_00,64.46639181018656,208.53900826393817,37.13551330566406,128,0,99.68980000726879
ig_adg_reference_00,64.62927574784385,207.56195793546385,37.24758529663086,128,0,108.37913032015786
