arm,source,role,fid,full_calls_per_image,prefix_calls_per_image,sum_batch_gpu_seconds,complete
ig_pair_mse_00,ig,control,65.4998615420044,128.0,0.0,101.00467584421858,True
ig_pair_consistent_00,ig,candidate,74.26866612735836,128.0,0.0,101.17907033720985,True
ig_pair_average_00,ig,control,81.59837835888413,128.0,0.0,101.11253282101825,True
ig_pair_shuffled_00,ig,control,65.72103580637332,128.0,0.0,99.1048661400564,True
ig_original_00,ig,control,65.67604865742493,128.0,0.0,99.28835348598659,True
ig_ig_00,ig,control,64.46639181018656,128.0,0.0,99.68980000726879,True
ig_adg_reference_00,ig,control,64.62927574784385,128.0,0.0,108.37913032015786,True
