method,parameters,seconds,initial_head_sha256,input_fingerprints_sha256,before_mse,after_mse,before_paired_prediction_disagreement,after_paired_prediction_disagreement,before_paired_average_mse,after_paired_average_mse
ig_pair_mse,301840,47.54391179885715,7e2d61e66feca69410213a98ffad443f60d9580e199f2b8cd94df71a5cc76ef3,fb7c874f96f68c7a7fd6a93a4bbd74ce4cceb93b960355bcaaec1d3c0f906527,0.9262242677468161,0.9264571018455947,0.8987064443681928,0.8987588481862627,0.7015476566547677,0.701767389799029
ig_pair_consistent,301840,48.5654670461081,7e2d61e66feca69410213a98ffad443f60d9580e199f2b8cd94df71a5cc76ef3,fb7c874f96f68c7a7fd6a93a4bbd74ce4cceb93b960355bcaaec1d3c0f906527,0.9262242677468161,0.9743272856913641,0.8987064443681928,0.6518553589906341,0.7015476566547677,0.8113634459437058
ig_pair_average,301840,46.409957653842866,7e2d61e66feca69410213a98ffad443f60d9580e199f2b8cd94df71a5cc76ef3,fb7c874f96f68c7a7fd6a93a4bbd74ce4cceb93b960355bcaaec1d3c0f906527,0.9262242677468161,0.977166565650686,0.8987064443681928,1.2464834394328757,0.7015476566547677,0.665545705792467
ig_pair_shuffled,301840,47.03623429918662,7e2d61e66feca69410213a98ffad443f60d9580e199f2b8cd94df71a5cc76ef3,fb7c874f96f68c7a7fd6a93a4bbd74ce4cceb93b960355bcaaec1d3c0f906527,0.9262242677468161,0.9265255935653571,0.8987064443681928,0.9010031711132157,0.7015476566547677,0.7012748007870533
