start,method,k,index,gap_rms,clean_gap_rms,noise_gap_rms,modified_rms,correction_rms,sign_disagreement,guidance_flip_fraction
0,cfg_low,13,0,0.10781121757554507,0.08591206400551248,0.02189915357003259,0.10781121757554507,0.0,0.0,0.0
0,cfg_low,13,1,0.10460827859159125,0.08335972200267427,0.021248556588916973,0.10460827859159125,0.0,0.0,0.0
0,cfg_low,13,2,0.046864654563855954,0.037345271605572716,0.00951938295828324,0.046864654563855954,0.0,0.0,0.0
0,cfg_low,13,3,0.13264684924471107,0.10570295799187913,0.026943891252831937,0.13264684924471107,0.0,0.0,0.0
0,cfg_low,14,0,0.11026368462110289,0.08614350361023664,0.024120181010866257,0.11026368462110289,0.0,0.0,0.0
0,cfg_low,14,1,0.11606695734301349,0.09067731042422929,0.0253896469187842,0.11606695734301349,0.0,0.0,0.0
0,cfg_low,14,2,0.04751055908064054,0.037117624281750417,0.010392934798890117,0.04751055908064054,0.0,0.0,0.0
0,cfg_low,14,3,0.13973752668903072,0.10916994272580526,0.03056758396322547,0.13973752668903072,0.0,0.0,0.0
0,cfg_low,15,0,0.11073628686881451,0.08478246963393611,0.025953817234878402,0.11073628686881451,0.0,0.0,0.0
0,cfg_low,15,1,0.13776600127077895,0.10547709472294013,0.032288906547838815,0.13776600127077895,0.0,0.0,0.0
0,cfg_low,15,2,0.04932086997864823,0.03776129107740255,0.011559578901245678,0.04932086997864823,0.0,0.0,0.0
0,cfg_low,15,3,0.14058264493115635,0.10763358752541659,0.03294905740573977,0.14058264493115635,0.0,0.0,0.0
0,cfg_low,16,0,0.10852119840373191,0.08139089880279893,0.027130299600932977,0.10852119840373191,0.0,0.0,0.0
0,cfg_low,16,1,0.1607225643651095,0.12054192327383213,0.04018064109127738,0.1607225643651095,0.0,0.0,0.0
0,cfg_low,16,2,0.051669474842210496,0.038752106131657874,0.012917368710552624,0.051669474842210496,0.0,0.0,0.0
0,cfg_low,16,3,0.1403477849756491,0.10526083873173682,0.03508694624391227,0.1403477849756491,0.0,0.0,0.0
0,cfg_low,17,0,0.10440385005627051,0.07667157738507366,0.027732272671196854,0.10440385005627051,0.0,0.0,0.0
0,cfg_low,17,1,0.1767523586243771,0.12980251336477694,0.046949845259600165,0.1767523586243771,0.0,0.0,0.0
0,cfg_low,17,2,0.054126761902744916,0.0397493407723283,0.014377421130416618,0.054126761902744916,0.0,0.0,0.0
0,cfg_low,17,3,0.1407556995397224,0.10336746684948363,0.03738823269023876,0.1407556995397224,0.0,0.0,0.0
0,cfg_low,18,0,0.10126953498385001,0.0727874782696422,0.028482056714207817,0.10126953498385001,0.0,0.0,0.0
0,cfg_low,18,1,0.19262477964389668,0.13844906036905075,0.05417571927484594,0.19262477964389668,0.0,0.0,0.0
0,cfg_low,18,2,0.056660979944033886,0.04072507933477436,0.01593590060925953,0.056660979944033886,0.0,0.0,0.0
0,cfg_low,18,3,0.14150024845166365,0.10170330357463325,0.0397969448770304,0.14150024845166365,0.0,0.0,0.0
0,cfg_low,19,0,0.0994046482735071,0.06989389331730968,0.02951075495619742,0.0994046482735071,0.0,0.0,0.0
0,cfg_low,19,1,0.21686363381410884,0.15248224252554526,0.06438139128856356,0.21686363381410884,0.0,0.0,0.0
0,cfg_low,19,2,0.059265599794103556,0.041671124855229065,0.017594474938874494,0.059265599794103556,0.0,0.0,0.0
0,cfg_low,19,3,0.14290333146504397,0.10047890493635904,0.04242442652868493,0.14290333146504397,0.0,0.0,0.0
0,cfg_low,20,0,0.09678397943080017,0.06653898585867511,0.030244993572125053,0.09678397943080017,0.0,0.0,0.0
0,cfg_low,20,1,0.24792243185930238,0.1704466719032704,0.077475759956032,0.24792243185930238,0.0,0.0,0.0
0,cfg_low,20,2,0.06190363908283958,0.04255875186945221,0.01934488721338737,0.06190363908283958,0.0,0.0,0.0
0,cfg_low,20,3,0.1460630632828238,0.10041835600694138,0.04564470727588244,0.1460630632828238,0.0,0.0,0.0
0,cfg_low,21,0,0.0934222233605421,0.06276805632036422,0.030654167040177874,0.0934222233605421,0.0,0.0,0.0
0,cfg_low,21,1,0.2758458769078273,0.18533394854744648,0.09051192836038083,0.2758458769078273,0.0,0.0,0.0
0,cfg_low,21,2,0.06462069444196965,0.04341702907819836,0.02120366536377129,0.06462069444196965,0.0,0.0,0.0
0,cfg_low,21,3,0.1510117753582934,0.10146103656885339,0.049550738789440024,0.1510117753582934,0.0,0.0,0.0
0,cfg_low,22,0,0.09514384070345992,0.062438145461645576,0.032705695241814346,0.09514384070345992,0.0,0.0,0.0
0,cfg_low,22,1,0.2897690139788094,0.19016091542359365,0.09960809855521573,0.2897690139788094,0.0,0.0,0.0
0,cfg_low,22,2,0.06698283987244459,0.04395748866629176,0.023025351206152827,0.06698283987244459,0.0,0.0,0.0
0,cfg_low,22,3,0.1567415302434211,0.10286162922224511,0.053879901021176006,0.1567415302434211,0.0,0.0,0.0
0,cfg_low,23,0,0.1021335597568092,0.0654293117192059,0.036704248037603304,0.1021335597568092,0.0,0.0,0.0
0,cfg_low,23,1,0.2810731152026524,0.18006246442669918,0.1010106507759532,0.2810731152026524,0.0,0.0,0.0
0,cfg_low,23,2,0.06839965260837225,0.04381852745223847,0.024581125156133775,0.06839965260837225,0.0,0.0,0.0
0,cfg_low,23,3,0.16203942246431358,0.10380650501620088,0.058232917448112695,0.16203942246431358,0.0,0.0,0.0
0,cfg_low,24,0,0.09519467879002473,0.05949667424376546,0.03569800454625927,0.09519467879002473,0.0,0.0,0.0
0,cfg_low,24,1,0.2648111051882938,0.16550694074268363,0.09930416444561019,0.2648111051882938,0.0,0.0,0.0
0,cfg_low,24,2,0.06918898357394172,0.043243114733713575,0.025945868840228148,0.06918898357394172,0.0,0.0,0.0
0,cfg_low,24,3,0.1652866378218459,0.1033041486386537,0.06198248918319221,0.1652866378218459,0.0,0.0,0.0
0,cfg_low,25,0,0.09763551828793371,0.0594966439567096,0.03813887433122411,0.09763551828793371,0.0,0.0,0.0
0,cfg_low,25,1,0.25342613099752204,0.15443154857661498,0.09899458242090704,0.25342613099752204,0.0,0.0,0.0
0,cfg_low,25,2,0.07080100836112659,0.043144364470061515,0.027656643891065074,0.07080100836112659,0.0,0.0,0.0
0,cfg_low,25,3,0.16855047963874317,0.10271044852985912,0.06584003110888405,0.16855047963874317,0.0,0.0,0.0
0,cfg_low,26,0,0.10081342148393474,0.059857969006086253,0.040955452477848486,0.10081342148393474,0.0,0.0,0.0
0,cfg_low,26,1,0.2438318001487281,0.1447751313383073,0.09905666881042079,0.2438318001487281,0.0,0.0,0.0
0,cfg_low,26,2,0.07457917472475296,0.044281384992822075,0.030297789731930893,0.07457917472475296,0.0,0.0,0.0
0,cfg_low,26,3,0.17387623246108144,0.1032390130237671,0.07063721943731434,0.17387623246108144,0.0,0.0,0.0
0,cfg_low,27,0,0.10360758412021345,0.059898134569498405,0.04370944955071505,0.10360758412021345,0.0,0.0,0.0
0,cfg_low,27,1,0.2342784041609813,0.1354422024055673,0.098836201755414,0.2342784041609813,0.0,0.0,0.0
0,cfg_low,27,2,0.08005311041326975,0.04628070445767157,0.033772405955598175,0.08005311041326975,0.0,0.0,0.0
0,cfg_low,27,3,0.1792493800287324,0.10362854782911092,0.07562083219962147,0.1792493800287324,0.0,0.0,0.0
0,cfg_low,28,0,0.10598546232451313,0.05961682255753863,0.046368639766974494,0.10598546232451313,0.0,0.0,0.0
0,cfg_low,28,1,0.22352151908054527,0.12573085448280671,0.09779066459773855,0.22352151908054527,0.0,0.0,0.0
0,cfg_low,28,2,0.08567064827176092,0.04818973965286552,0.0374809086188954,0.08567064827176092,0.0,0.0,0.0
0,cfg_low,28,3,0.1830972323992333,0.10299219322456873,0.08010503917466458,0.1830972323992333,0.0,0.0,0.0
0,cfg_low,29,0,0.10753073298868925,0.05880586960318943,0.04872486338549981,0.10753073298868925,0.0,0.0,0.0
0,cfg_low,29,1,0.21116556636342212,0.11548116910499648,0.09568439725842565,0.21116556636342212,0.0,0.0,0.0
0,cfg_low,29,2,0.09199371425046941,0.05030906248072546,0.04168465176974395,0.09199371425046941,0.0,0.0,0.0
0,cfg_low,29,3,0.18429753715141414,0.10078771562967961,0.08350982152173453,0.18429753715141414,0.0,0.0,0.0
0,cfg_low,30,0,0.10812293648529184,0.05744031000781129,0.05068262647748055,0.10812293648529184,0.0,0.0,0.0
0,cfg_low,30,1,0.19847185492717578,0.10543817293006214,0.09303368199711365,0.19847185492717578,0.0,0.0,0.0
0,cfg_low,30,2,0.10165099834198256,0.05400209286917824,0.04764890547280432,0.10165099834198256,0.0,0.0,0.0
0,cfg_low,30,3,0.182812534379242,0.09711915888897231,0.08569337549026969,0.182812534379242,0.0,0.0,0.0
0,cfg_low,31,0,0.10779165145254069,0.05558007028021629,0.0522115811723244,0.10779165145254069,0.0,0.0,0.0
0,cfg_low,31,1,0.18618957443817197,0.09600399931968243,0.09018557511848954,0.18618957443817197,0.0,0.0,0.0
0,cfg_low,31,2,0.11272219984363606,0.05812238429437484,0.054599815549261216,0.11272219984363606,0.0,0.0,0.0
0,cfg_low,31,3,0.17979989215204498,0.09270931939089819,0.08709057276114679,0.17979989215204498,0.0,0.0,0.0
0,cfg_low,32,0,0.10716840993667272,0.05358420496833636,0.05358420496833636,0.10716840993667272,0.0,0.0,0.0
0,cfg_low,32,1,0.1764701501368677,0.08823507506843385,0.08823507506843385,0.1764701501368677,0.0,0.0,0.0
0,cfg_low,32,2,0.1135983294174173,0.05679916470870865,0.05679916470870865,0.1135983294174173,0.0,0.0,0.0
0,cfg_low,32,3,0.17579521162051376,0.08789760581025688,0.08789760581025688,0.17579521162051376,0.0,0.0,0.0
0,cfg_low,33,0,0.10697665541051597,0.05181681746446867,0.0551598379460473,0.10697665541051597,0.0,0.0,0.0
0,cfg_low,33,1,0.17042465345863297,0.08254944151902535,0.08787521193960762,0.17042465345863297,0.0,0.0,0.0
0,cfg_low,33,2,0.108404187120173,0.0525082781363338,0.0558959089838392,0.108404187120173,0.0,0.0,0.0
0,cfg_low,33,3,0.16975424897949,0.08222471434944048,0.08752953463004953,0.16975424897949,0.0,0.0,0.0
0,cfg_low,34,0,0.10746057415354109,0.050372144134472385,0.0570884300190687,0.10746057415354109,0.0,0.0,0.0
0,cfg_low,34,1,0.16593357282963883,0.0777813622638932,0.08815221056574563,0.16593357282963883,0.0,0.0,0.0
0,cfg_low,34,2,0.10222884281914284,0.0479197700714732,0.054309072747669634,0.10222884281914284,0.0,0.0,0.0
0,cfg_low,34,3,0.1611761960809827,0.07555134191296063,0.08562485416802205,0.1611761960809827,0.0,0.0,0.0
0,cfg_low,35,0,0.10865468322137235,0.049234153334684345,0.05942052988668801,0.10865468322137235,0.0,0.0,0.0
0,cfg_low,35,1,0.16089806046985788,0.07290693365040435,0.08799112681945354,0.16089806046985788,0.0,0.0,0.0
0,cfg_low,35,2,0.0977118757965784,0.04427569372032459,0.053436182076253814,0.0977118757965784,0.0,0.0,0.0
0,cfg_low,35,3,0.15221882310515672,0.06897415421952414,0.08324466888563258,0.15221882310515672,0.0,0.0,0.0
0,cfg_low,36,0,0.11016770269535772,0.048198369929219005,0.06196933276613872,0.11016770269535772,0.0,0.0,0.0
0,cfg_low,36,1,0.1559094178735787,0.06821037031969068,0.08769904755388802,0.1559094178735787,0.0,0.0,0.0
0,cfg_low,36,2,0.09646572366663386,0.042203754104152315,0.05426196956248155,0.09646572366663386,0.0,0.0,0.0
0,cfg_low,36,3,0.1448428204492359,0.06336873394654072,0.08147408650269519,0.1448428204492359,0.0,0.0,0.0
0,cfg_low,37,0,0.11148708891599193,0.047033615636434094,0.06445347327955783,0.11148708891599193,0.0,0.0,0.0
0,cfg_low,37,1,0.15179255042677278,0.06403748221129477,0.08775506821547802,0.15179255042677278,0.0,0.0,0.0
0,cfg_low,37,2,0.09774245096489216,0.04123509650081388,0.05650735446407828,0.09774245096489216,0.0,0.0,0.0
0,cfg_low,37,3,0.13942651684153243,0.05882056179252149,0.08060595504901094,0.13942651684153243,0.0,0.0,0.0
0,cfg_low,38,0,0.1121734999935474,0.04557048437237863,0.06660301562116877,0.1121734999935474,0.0,0.0,0.0
0,cfg_low,38,1,0.1471543989496529,0.059781474573296495,0.08737292437635641,0.1471543989496529,0.0,0.0,0.0
0,cfg_low,38,2,0.09980901386210243,0.04054741188147911,0.05926160198062332,0.09980901386210243,0.0,0.0,0.0
0,cfg_low,38,3,0.1356032953622094,0.05508883874089757,0.08051445662131182,0.1356032953622094,0.0,0.0,0.0
0,cfg_low,39,0,0.11184541337332526,0.04368961459895518,0.06815579877437009,0.11184541337332526,0.0,0.0,0.0
0,cfg_low,39,1,0.14107270083522722,0.05510652376376063,0.08596617707146659,0.14107270083522722,0.0,0.0,0.0
0,cfg_low,39,2,0.1016488946139262,0.039706599458564924,0.06194229515536128,0.1016488946139262,0.0,0.0,0.0
0,cfg_low,39,3,0.13152364256400317,0.05137642287656374,0.08014721968743943,0.13152364256400317,0.0,0.0,0.0
0,cfg_low,40,0,0.11022872733196093,0.04133577274948535,0.06889295458247557,0.11022872733196093,0.0,0.0,0.0
0,cfg_low,40,1,0.1348286068165023,0.05056072755618836,0.08426787926031394,0.1348286068165023,0.0,0.0,0.0
0,cfg_low,40,2,0.10266037687984862,0.03849764132994323,0.06416273554990538,0.10266037687984862,0.0,0.0,0.0
0,cfg_low,40,3,0.12692895170757798,0.04759835689034174,0.07933059481723624,0.12692895170757798,0.0,0.0,0.0
0,cfg_low,41,0,0.10736004274332862,0.03858251536088372,0.0687775273824449,0.10736004274332862,0.0,0.0,0.0
0,cfg_low,41,1,0.12946923838267924,0.04652800754377535,0.08294123083890388,0.12946923838267924,0.0,0.0,0.0
0,cfg_low,41,2,0.10201782127197444,0.03666265451961581,0.06535516675235863,0.10201782127197444,0.0,0.0,0.0
0,cfg_low,41,3,0.12260433232894345,0.04406093193071405,0.0785434003982294,0.12260433232894345,0.0,0.0,0.0
0,cfg_low,42,0,0.10361010898177506,0.035615974962485177,0.06799413401928989,0.10361010898177506,0.0,0.0,0.0
0,cfg_low,42,1,0.12484152890157361,0.04291427555991593,0.08192725334165768,0.12484152890157361,0.0,0.0,0.0
0,cfg_low,42,2,0.09905372021421867,0.034049716323637666,0.065004003890581,0.09905372021421867,0.0,0.0,0.0
0,cfg_low,42,3,0.1189926607843939,0.0409037271446354,0.0780889336397585,0.1189926607843939,0.0,0.0,0.0
0,cfg_low,43,0,0.09966710735984104,0.03270326960244784,0.0669638377573932,0.09966710735984104,0.0,0.0,0.0
0,cfg_low,43,1,0.12051873720270696,0.03954521064463822,0.08097352655806873,0.12051873720270696,0.0,0.0,0.0
0,cfg_low,43,2,0.0951061163975954,0.03120669444296099,0.06389942195463441,0.0951061163975954,0.0,0.0,0.0
0,cfg_low,43,3,0.11597334278071558,0.0380537530999223,0.07791958968079328,0.11597334278071558,0.0,0.0,0.0
0,cfg_low,44,0,0.09599672138566397,0.02999897543301999,0.06599774595264397,0.09599672138566397,0.0,0.0,0.0
0,cfg_low,44,1,0.11631346980327287,0.03634795931352277,0.07996551048975009,0.11631346980327287,0.0,0.0,0.0
0,cfg_low,44,2,0.09157687196640432,0.02861777248950135,0.06295909947690297,0.09157687196640432,0.0,0.0,0.0
0,cfg_low,44,3,0.1132115757075395,0.035378617408606094,0.0778329582989334,0.1132115757075395,0.0,0.0,0.0
0,cfg_low,45,0,0.0928586584272695,0.02756741422059563,0.06529124420667386,0.0928586584272695,0.0,0.0,0.0
0,cfg_low,45,1,0.11228121782089122,0.03333348654057708,0.07894773128031414,0.11228121782089122,0.0,0.0,0.0
0,cfg_low,45,2,0.08849656296312047,0.02627241712967639,0.062224145833444086,0.08849656296312047,0.0,0.0,0.0
0,cfg_low,45,3,0.11034568205680365,0.03275887436061358,0.07758680769619006,0.11034568205680365,0.0,0.0,0.0
0,cfg_low,46,0,0.0902702798557184,0.0253885162094208,0.0648817636462976,0.0902702798557184,0.0,0.0,0.0
0,cfg_low,46,1,0.10853326970506334,0.030524982104549066,0.07800828760051427,0.10853326970506334,0.0,0.0,0.0
0,cfg_low,46,2,0.085821014230083,0.024137160252210844,0.061683853977872155,0.085821014230083,0.0,0.0,0.0
0,cfg_low,46,3,0.10716661527759724,0.030140610546824223,0.07702600473077302,0.10716661527759724,0.0,0.0,0.0
0,cfg_low,47,0,0.08802411940679998,0.023381406717431243,0.06464271268936873,0.08802411940679998,0.0,0.0,0.0
0,cfg_low,47,1,0.10509292384620304,0.027915307896647683,0.07717761594955536,0.10509292384620304,0.0,0.0,0.0
0,cfg_low,47,2,0.08373131843268261,0.02224113145868132,0.06149018697400129,0.08373131843268261,0.0,0.0,0.0
0,cfg_low,47,3,0.10362687765072452,0.0275258893759737,0.07610098827475083,0.10362687765072452,0.0,0.0,0.0
4,cfg_low,0,4,0.0798901046334073,0.0798901046334073,0.0,0.0798901046334073,0.0,0.0,0.0
4,cfg_low,0,5,0.10445120237934812,0.10445120237934812,0.0,0.10445120237934812,0.0,0.0,0.0
4,cfg_low,0,6,0.13187463580451894,0.13187463580451894,0.0,0.13187463580451894,0.0,0.0,0.0
4,cfg_low,0,7,0.1176059073798838,0.1176059073798838,0.0,0.1176059073798838,0.0,0.0,0.0
4,cfg_low,1,4,0.07651195900894964,0.0753164596494348,0.001195499359514838,0.07651195900894964,0.0,0.0,0.0
4,cfg_low,1,5,0.10771992640236126,0.10603680255232437,0.0016831238500368947,0.10771992640236126,0.0,0.0,0.0
4,cfg_low,1,6,0.1314652158313539,0.129411071833989,0.0020541439973649047,0.1314652158313539,0.0,0.0,0.0
4,cfg_low,1,7,0.13846832350440055,0.1363047559496443,0.0021635675547562586,0.13846832350440055,0.0,0.0,0.0
4,cfg_low,2,4,0.08187329136403737,0.07931475100891121,0.002558540355126168,0.08187329136403737,0.0,0.0,0.0
4,cfg_low,2,5,0.11719662903550548,0.11353423437814594,0.0036623946573595464,0.11719662903550548,0.0,0.0,0.0
4,cfg_low,2,6,0.14673491225139895,0.14214944624354273,0.004585466007856217,0.14673491225139895,0.0,0.0,0.0
4,cfg_low,2,7,0.14979809243666692,0.14511690204802108,0.004681190388645841,0.14979809243666692,0.0,0.0,0.0
4,cfg_low,3,4,0.08811939404804614,0.08398879745204398,0.004130596596002163,0.08811939404804614,0.0,0.0,0.0
4,cfg_low,3,5,0.14088239556052684,0.13427853326862715,0.006603862291899696,0.14088239556052684,0.0,0.0,0.0
4,cfg_low,3,6,0.1650799910486384,0.15734186646823348,0.007738124580404925,0.1650799910486384,0.0,0.0,0.0
4,cfg_low,3,7,0.15244500554860987,0.14529914591351878,0.007145859635091088,0.15244500554860987,0.0,0.0,0.0
4,cfg_low,4,4,0.09037615606555084,0.08472764631145391,0.005648509754096928,0.09037615606555084,0.0,0.0,0.0
4,cfg_low,4,5,0.1669076286579174,0.15647590186679755,0.010431726791119837,0.1669076286579174,0.0,0.0,0.0
4,cfg_low,4,6,0.17987813869874936,0.16863575503007752,0.011242383668671835,0.17987813869874936,0.0,0.0,0.0
4,cfg_low,4,7,0.1517619989109264,0.1422768739789935,0.0094851249319329,0.1517619989109264,0.0,0.0,0.0
4,cfg_low,5,4,0.09022316390934386,0.08317447922892637,0.007048684680417489,0.09022316390934386,0.0,0.0,0.0
4,cfg_low,5,5,0.18431221706323533,0.16991282510517008,0.01439939195806526,0.18431221706323533,0.0,0.0,0.0
4,cfg_low,5,6,0.19214312662076527,0.177131944853518,0.015011181767247287,0.19214312662076527,0.0,0.0,0.0
4,cfg_low,5,7,0.14904989568445265,0.1374053725841048,0.011644523100347862,0.14904989568445265,0.0,0.0,0.0
4,cfg_low,6,4,0.09040625665477306,0.08193067009338809,0.008475586561384973,0.09040625665477306,0.0,0.0,0.0
4,cfg_low,6,5,0.19251112946819846,0.17446321108055485,0.018047918387643604,0.19251112946819846,0.0,0.0,0.0
4,cfg_low,6,6,0.20561804275356224,0.1863413512454158,0.01927669150814646,0.20561804275356224,0.0,0.0,0.0
4,cfg_low,6,7,0.14415743071653997,0.13064267158686435,0.013514759129675622,0.14415743071653997,0.0,0.0,0.0
4,cfg_low,7,4,0.09398658218637541,0.0837067997597406,0.01027978242663481,0.09398658218637541,0.0,0.0,0.0
4,cfg_low,7,5,0.19907028817787265,0.17729697540841782,0.021773312769454822,0.19907028817787265,0.0,0.0,0.0
4,cfg_low,7,6,0.22165631267112842,0.19741265347272374,0.024243659198404672,0.22165631267112842,0.0,0.0,0.0
4,cfg_low,7,7,0.1361603635055894,0.12126782374716556,0.014892539758423841,0.1361603635055894,0.0,0.0,0.0
4,cfg_low,8,4,0.1047187669486109,0.09162892108003454,0.013089845868576363,0.1047187669486109,0.0,0.0,0.0
4,cfg_low,8,5,0.22588055469177667,0.1976454853553046,0.028235069336472084,0.22588055469177667,0.0,0.0,0.0
4,cfg_low,8,6,0.24002229918589665,0.21001951178765957,0.03000278739823708,0.24002229918589665,0.0,0.0,0.0
4,cfg_low,8,7,0.1262781038336932,0.11049334085448155,0.01578476297921165,0.1262781038336932,0.0,0.0,0.0
4,cfg_low,9,4,0.13014656055326074,0.11184470047545844,0.018301860077802292,0.13014656055326074,0.0,0.0,0.0
4,cfg_low,9,5,0.3029959088737221,0.2603871091883549,0.04260879968536717,0.3029959088737221,0.0,0.0,0.0
4,cfg_low,9,6,0.25746968038481144,0.22126300658069734,0.03620667380411411,0.25746968038481144,0.0,0.0,0.0
4,cfg_low,9,7,0.11809013834187886,0.10148371263755214,0.016606425704326713,0.11809013834187886,0.0,0.0,0.0
