start,method,k,suffix,index,resnet_p,resnet_top1,resnet_prediction,convnext_p,convnext_top1,convnext_prediction
8,cfg_high,16,null,9,0.8314063549041748,1.0,169.0,0.8694314956665039,1.0,169.0
8,cfg_high,16,null,10,0.9999681711196899,1.0,608.0,0.8924736380577087,1.0,608.0
8,cfg_high,16,null,11,0.5131521821022034,1.0,342.0,0.4030475318431854,1.0,342.0
8,cfg_high,32,null,8,0.9833455085754395,1.0,570.0,0.6837691068649292,1.0,570.0
8,cfg_high,32,null,9,0.8975209593772888,1.0,169.0,0.8597737550735474,1.0,169.0
8,cfg_high,32,null,10,0.999923586845398,1.0,608.0,0.8988566994667053,1.0,608.0
8,cfg_high,32,null,11,0.8926244378089905,1.0,342.0,0.5337382555007935,1.0,342.0
8,cfg_high,32,conditional,8,0.9907101988792419,1.0,570.0,0.7184740304946899,1.0,570.0
8,cfg_high,32,conditional,9,0.8943965435028076,1.0,169.0,0.8422037363052368,1.0,169.0
8,cfg_high,32,conditional,10,0.9999222755432129,1.0,608.0,0.9006398320198059,1.0,608.0
8,cfg_high,32,conditional,11,0.8898738622665405,1.0,342.0,0.5211509466171265,1.0,342.0
8,cfg_high,48,null,8,0.9948490262031555,1.0,570.0,0.7355022430419922,1.0,570.0
8,cfg_high,48,null,9,0.88138747215271,1.0,169.0,0.8256251811981201,1.0,169.0
8,cfg_high,48,null,10,0.9999375343322754,1.0,608.0,0.8911948800086975,1.0,608.0
8,cfg_high,48,null,11,0.8852505683898926,1.0,342.0,0.5171467661857605,1.0,342.0
12,cfg_high,64,guided,12,0.9941598176956177,1.0,830.0,0.7672197818756104,1.0,830.0
12,cfg_high,64,guided,13,0.9990488886833191,1.0,904.0,0.9224816560745239,1.0,904.0
12,cfg_high,64,guided,14,0.9670891761779785,1.0,211.0,0.8536388874053955,1.0,211.0
12,cfg_high,64,guided,15,0.20213134586811066,0.0,118.0,0.8607746362686157,1.0,119.0
12,cfg_high,16,null,12,0.004651700612157583,0.0,446.0,0.1662794053554535,0.0,919.0
12,cfg_high,16,null,13,0.9985907673835754,1.0,904.0,0.9311490058898926,1.0,904.0
12,cfg_high,16,null,14,0.8752886652946472,1.0,211.0,0.8946100473403931,1.0,211.0
12,cfg_high,16,null,15,1.62627361532941e-06,0.0,459.0,8.519885159330443e-05,0.0,419.0
12,cfg_high,32,null,12,0.9828101396560669,1.0,830.0,0.7434075474739075,1.0,830.0
12,cfg_high,32,null,13,0.9990260601043701,1.0,904.0,0.9245621562004089,1.0,904.0
12,cfg_high,32,null,14,0.9293630123138428,1.0,211.0,0.8589646816253662,1.0,211.0
12,cfg_high,32,null,15,0.221267968416214,0.0,118.0,0.7717892527580261,1.0,119.0
12,cfg_high,32,conditional,12,0.9882877469062805,1.0,830.0,0.7488467693328857,1.0,830.0
12,cfg_high,32,conditional,13,0.9990290403366089,1.0,904.0,0.9248377680778503,1.0,904.0
12,cfg_high,32,conditional,14,0.9330652356147766,1.0,211.0,0.8473675847053528,1.0,211.0
12,cfg_high,32,conditional,15,0.43729281425476074,1.0,119.0,0.8643538951873779,1.0,119.0
12,cfg_high,48,null,12,0.9945340156555176,1.0,830.0,0.7667819261550903,1.0,830.0
12,cfg_high,48,null,13,0.9991374015808105,1.0,904.0,0.9234358668327332,1.0,904.0
12,cfg_high,48,null,14,0.955528199672699,1.0,211.0,0.8528260588645935,1.0,211.0
12,cfg_high,48,null,15,0.28378772735595703,0.0,118.0,0.87056565284729,1.0,119.0
0,fsg_high,64,guided,0,0.9863923192024231,1.0,272.0,0.7782226800918579,1.0,272.0
0,fsg_high,64,guided,1,0.9805337190628052,1.0,508.0,0.7289615273475647,1.0,508.0
0,fsg_high,64,guided,2,0.9983440637588501,1.0,151.0,0.7985257506370544,1.0,151.0
0,fsg_high,64,guided,3,0.9968149065971375,1.0,331.0,0.8566585779190063,1.0,331.0
0,fsg_high,16,null,0,0.761012613773346,1.0,272.0,0.44420912861824036,1.0,272.0
0,fsg_high,16,null,1,0.879313051700592,1.0,508.0,0.3651226758956909,0.0,878.0
0,fsg_high,16,null,2,0.9818103313446045,1.0,151.0,0.7727460265159607,1.0,151.0
0,fsg_high,16,null,3,0.9987618923187256,1.0,331.0,0.7991625070571899,1.0,331.0
0,fsg_high,32,null,0,0.9573276042938232,1.0,272.0,0.6670833826065063,1.0,272.0
0,fsg_high,32,null,1,0.9833477139472961,1.0,508.0,0.6772918105125427,1.0,508.0
0,fsg_high,32,null,2,0.9950851798057556,1.0,151.0,0.7560648322105408,1.0,151.0
0,fsg_high,32,null,3,0.9977179765701294,1.0,331.0,0.8618713021278381,1.0,331.0
0,fsg_high,32,conditional,0,0.9812352657318115,1.0,272.0,0.7000786066055298,1.0,272.0
0,fsg_high,32,conditional,1,0.9809768795967102,1.0,508.0,0.7008850574493408,1.0,508.0
0,fsg_high,32,conditional,2,0.9961156845092773,1.0,151.0,0.7702124714851379,1.0,151.0
0,fsg_high,32,conditional,3,0.9982934594154358,1.0,331.0,0.8669400215148926,1.0,331.0
0,fsg_high,48,null,0,0.982515811920166,1.0,272.0,0.7723904848098755,1.0,272.0
0,fsg_high,48,null,1,0.9795907735824585,1.0,508.0,0.7299359440803528,1.0,508.0
0,fsg_high,48,null,2,0.9982544779777527,1.0,151.0,0.80190110206604,1.0,151.0
0,fsg_high,48,null,3,0.9970545768737793,1.0,331.0,0.855094313621521,1.0,331.0
4,fsg_high,64,guided,4,0.9998358488082886,1.0,882.0,0.930857241153717,1.0,882.0
4,fsg_high,64,guided,5,0.47355562448501587,0.0,435.0,0.7167211771011353,1.0,876.0
4,fsg_high,64,guided,6,0.999920129776001,1.0,137.0,0.8299692273139954,1.0,137.0
4,fsg_high,64,guided,7,0.9994625449180603,1.0,15.0,0.8156241774559021,1.0,15.0
4,fsg_high,16,null,4,0.6872042417526245,1.0,882.0,0.35389092564582825,1.0,882.0
4,fsg_high,16,null,5,0.45710715651512146,0.0,435.0,0.5022293329238892,1.0,876.0
4,fsg_high,16,null,6,0.9999923706054688,1.0,137.0,0.8210575580596924,1.0,137.0
4,fsg_high,16,null,7,0.9987567663192749,1.0,15.0,0.7744835615158081,1.0,15.0
4,fsg_high,32,null,4,0.999620795249939,1.0,882.0,0.9335187673568726,1.0,882.0
4,fsg_high,32,null,5,0.4818236231803894,0.0,435.0,0.6972535252571106,1.0,876.0
4,fsg_high,32,null,6,0.9997275471687317,1.0,137.0,0.8473001718521118,1.0,137.0
4,fsg_high,32,null,7,0.9823471307754517,1.0,15.0,0.7546120882034302,1.0,15.0
4,fsg_high,32,conditional,4,0.9997753500938416,1.0,882.0,0.935607373714447,1.0,882.0
4,fsg_high,32,conditional,5,0.49583232402801514,0.0,435.0,0.7003845572471619,1.0,876.0
4,fsg_high,32,conditional,6,0.9998446702957153,1.0,137.0,0.8489120006561279,1.0,137.0
4,fsg_high,32,conditional,7,0.9950416684150696,1.0,15.0,0.7733240723609924,1.0,15.0
4,fsg_high,48,null,4,0.9998278617858887,1.0,882.0,0.9285484552383423,1.0,882.0
4,fsg_high,48,null,5,0.4715908169746399,0.0,435.0,0.7177972197532654,1.0,876.0
4,fsg_high,48,null,6,0.9999271631240845,1.0,137.0,0.8317039012908936,1.0,137.0
4,fsg_high,48,null,7,0.999298095703125,1.0,15.0,0.8165807723999023,1.0,15.0
8,fsg_high,64,guided,8,0.9988769888877869,1.0,570.0,0.7366377711296082,1.0,570.0
8,fsg_high,64,guided,9,0.999135434627533,1.0,169.0,0.8857377767562866,1.0,169.0
8,fsg_high,64,guided,10,0.9977362155914307,1.0,608.0,0.8421208262443542,1.0,608.0
8,fsg_high,64,guided,11,0.7490213513374329,1.0,342.0,0.5797092914581299,1.0,342.0
8,fsg_high,16,null,8,0.5130752325057983,1.0,570.0,0.8161163926124573,1.0,570.0
8,fsg_high,16,null,9,0.8013157844543457,1.0,169.0,0.9024909138679504,1.0,169.0
8,fsg_high,16,null,10,0.9930065870285034,1.0,608.0,0.7946587800979614,1.0,608.0
8,fsg_high,16,null,11,0.5307106971740723,1.0,342.0,0.4812068045139313,1.0,342.0
8,fsg_high,32,null,8,0.9975789189338684,1.0,570.0,0.7522227168083191,1.0,570.0
8,fsg_high,32,null,9,0.9824348092079163,1.0,169.0,0.9035313129425049,1.0,169.0
8,fsg_high,32,null,10,0.9893769025802612,1.0,608.0,0.8190612196922302,1.0,608.0
8,fsg_high,32,null,11,0.6250748038291931,1.0,342.0,0.549937903881073,1.0,342.0
8,fsg_high,32,conditional,8,0.9981617331504822,1.0,570.0,0.7377637028694153,1.0,570.0
8,fsg_high,32,conditional,9,0.9912427663803101,1.0,169.0,0.897274911403656,1.0,169.0
8,fsg_high,32,conditional,10,0.9924733638763428,1.0,608.0,0.8411073088645935,1.0,608.0
8,fsg_high,32,conditional,11,0.7049900889396667,1.0,342.0,0.5629121661186218,1.0,342.0
8,fsg_high,48,null,8,0.9989938139915466,1.0,570.0,0.742439329624176,1.0,570.0
8,fsg_high,48,null,9,0.9989100694656372,1.0,169.0,0.8854784965515137,1.0,169.0
8,fsg_high,48,null,10,0.9954434633255005,1.0,608.0,0.8388301134109497,1.0,608.0
8,fsg_high,48,null,11,0.6950874328613281,1.0,342.0,0.5784848928451538,1.0,342.0
12,fsg_high,64,guided,12,0.9959348440170288,1.0,830.0,0.8944346308708191,1.0,830.0
12,fsg_high,64,guided,13,0.9862880706787109,1.0,904.0,0.827903151512146,1.0,904.0
12,fsg_high,64,guided,14,0.977206826210022,1.0,211.0,0.835344672203064,1.0,211.0
12,fsg_high,64,guided,15,0.9716053009033203,1.0,119.0,0.8229143023490906,1.0,119.0
12,fsg_high,16,null,12,0.0024685263633728027,0.0,473.0,0.054233793169260025,0.0,633.0
12,fsg_high,16,null,13,0.9962494969367981,1.0,904.0,0.8861362338066101,1.0,904.0
12,fsg_high,16,null,14,0.5336863398551941,1.0,211.0,0.32684874534606934,1.0,211.0
12,fsg_high,16,null,15,0.008661866188049316,0.0,363.0,0.008608365431427956,0.0,514.0
12,fsg_high,32,null,12,0.9858672022819519,1.0,830.0,0.8856649398803711,1.0,830.0
12,fsg_high,32,null,13,0.9804167151451111,1.0,904.0,0.7841549515724182,1.0,904.0
12,fsg_high,32,null,14,0.937176525592804,1.0,211.0,0.850223183631897,1.0,211.0
12,fsg_high,32,null,15,0.8625074625015259,1.0,119.0,0.6959524154663086,1.0,119.0
12,fsg_high,32,conditional,12,0.993790328502655,1.0,830.0,0.8920523524284363,1.0,830.0
12,fsg_high,32,conditional,13,0.9825310111045837,1.0,904.0,0.7711617350578308,1.0,904.0
12,fsg_high,32,conditional,14,0.9687976837158203,1.0,211.0,0.8456664085388184,1.0,211.0
12,fsg_high,32,conditional,15,0.9458025097846985,1.0,119.0,0.7755290865898132,1.0,119.0
12,fsg_high,48,null,12,0.9957927465438843,1.0,830.0,0.8961297869682312,1.0,830.0
12,fsg_high,48,null,13,0.9861284494400024,1.0,904.0,0.8257704973220825,1.0,904.0
12,fsg_high,48,null,14,0.9761167764663696,1.0,211.0,0.8388833403587341,1.0,211.0
12,fsg_high,48,null,15,0.9680105447769165,1.0,119.0,0.8188181519508362,1.0,119.0
0,fsg_length_high,64,guided,0,0.995583713054657,1.0,272.0,0.8046286702156067,1.0,272.0
0,fsg_length_high,64,guided,1,0.9754776358604431,1.0,508.0,0.7730906009674072,1.0,508.0
0,fsg_length_high,64,guided,2,0.945925235748291,1.0,151.0,0.6790844798088074,1.0,151.0
0,fsg_length_high,64,guided,3,0.9967795014381409,1.0,331.0,0.8552570939064026,1.0,331.0
0,fsg_length_high,16,null,0,0.1515703946352005,0.0,170.0,0.10654885321855545,0.0,170.0
0,fsg_length_high,16,null,1,0.8878837823867798,1.0,508.0,0.7030547261238098,1.0,508.0
0,fsg_length_high,16,null,2,0.0074853659607470036,0.0,232.0,0.13653430342674255,0.0,232.0
0,fsg_length_high,16,null,3,0.9818800687789917,1.0,331.0,0.8234370946884155,1.0,331.0
0,fsg_length_high,32,null,0,0.9944770932197571,1.0,272.0,0.7692242860794067,1.0,272.0
0,fsg_length_high,32,null,1,0.9507850408554077,1.0,508.0,0.7696706652641296,1.0,508.0
0,fsg_length_high,32,null,2,0.9136126637458801,1.0,151.0,0.8842998147010803,1.0,151.0
0,fsg_length_high,32,null,3,0.9954208731651306,1.0,331.0,0.8359060287475586,1.0,331.0
0,fsg_length_high,32,conditional,0,0.9958827495574951,1.0,272.0,0.7848101258277893,1.0,272.0
0,fsg_length_high,32,conditional,1,0.9526234865188599,1.0,508.0,0.7774419784545898,1.0,508.0
0,fsg_length_high,32,conditional,2,0.9280611276626587,1.0,151.0,0.8593660593032837,1.0,151.0
0,fsg_length_high,32,conditional,3,0.9985343217849731,1.0,331.0,0.8382169008255005,1.0,331.0
0,fsg_length_high,48,null,0,0.9956331849098206,1.0,272.0,0.7974790334701538,1.0,272.0
0,fsg_length_high,48,null,1,0.9759891033172607,1.0,508.0,0.7757102847099304,1.0,508.0
0,fsg_length_high,48,null,2,0.9406759142875671,1.0,151.0,0.6847231984138489,1.0,151.0
0,fsg_length_high,48,null,3,0.9964800477027893,1.0,331.0,0.8530491590499878,1.0,331.0
4,fsg_length_high,64,guided,4,0.9955049157142639,1.0,882.0,0.8988543748855591,1.0,882.0
4,fsg_length_high,64,guided,5,0.2278924584388733,0.0,435.0,0.45687979459762573,1.0,876.0
4,fsg_length_high,64,guided,6,0.997669517993927,1.0,137.0,0.8869271874427795,1.0,137.0
4,fsg_length_high,64,guided,7,0.9891564846038818,1.0,15.0,0.7944318056106567,1.0,15.0
4,fsg_length_high,16,null,4,0.17786869406700134,0.0,792.0,0.3940861225128174,1.0,882.0
4,fsg_length_high,16,null,5,0.26853662729263306,0.0,435.0,0.5063179731369019,1.0,876.0
4,fsg_length_high,16,null,6,0.9997991919517517,1.0,137.0,0.8371531963348389,1.0,137.0
4,fsg_length_high,16,null,7,0.9711936116218567,1.0,15.0,0.5864532589912415,1.0,15.0
4,fsg_length_high,32,null,4,0.9933311343193054,1.0,882.0,0.8998054265975952,1.0,882.0
4,fsg_length_high,32,null,5,0.19372175633907318,0.0,435.0,0.5014933347702026,1.0,876.0
4,fsg_length_high,32,null,6,0.9990297555923462,1.0,137.0,0.8856408596038818,1.0,137.0
4,fsg_length_high,32,null,7,0.9889534711837769,1.0,15.0,0.8169312477111816,1.0,15.0
4,fsg_length_high,32,conditional,4,0.9942967295646667,1.0,882.0,0.8925877809524536,1.0,882.0
4,fsg_length_high,32,conditional,5,0.2355644404888153,0.0,435.0,0.5146389007568359,1.0,876.0
4,fsg_length_high,32,conditional,6,0.9991880059242249,1.0,137.0,0.8954818248748779,1.0,137.0
4,fsg_length_high,32,conditional,7,0.9900332093238831,1.0,15.0,0.8178744912147522,1.0,15.0
4,fsg_length_high,48,null,4,0.9956079125404358,1.0,882.0,0.9001339077949524,1.0,882.0
4,fsg_length_high,48,null,5,0.23110291361808777,0.0,435.0,0.46731603145599365,1.0,876.0
4,fsg_length_high,48,null,6,0.9977555871009827,1.0,137.0,0.8893191814422607,1.0,137.0
4,fsg_length_high,48,null,7,0.9856261610984802,1.0,15.0,0.7928741574287415,1.0,15.0
8,fsg_length_high,64,guided,8,0.9980880618095398,1.0,570.0,0.7097986936569214,1.0,570.0
8,fsg_length_high,64,guided,9,0.9987955093383789,1.0,169.0,0.8125939965248108,1.0,169.0
8,fsg_length_high,64,guided,10,0.9845924973487854,1.0,608.0,0.8516587615013123,1.0,608.0
8,fsg_length_high,64,guided,11,0.8101561069488525,1.0,342.0,0.6077818870544434,1.0,342.0
8,fsg_length_high,16,null,8,0.280244916677475,0.0,676.0,0.6213400959968567,1.0,570.0
8,fsg_length_high,16,null,9,0.3669324517250061,0.0,222.0,0.2826332747936249,0.0,222.0
8,fsg_length_high,16,null,10,0.9980154037475586,1.0,608.0,0.8483909368515015,1.0,608.0
8,fsg_length_high,16,null,11,0.21654395759105682,0.0,343.0,0.3624303340911865,1.0,342.0
8,fsg_length_high,32,null,8,0.9994136095046997,1.0,570.0,0.7417955994606018,1.0,570.0
8,fsg_length_high,32,null,9,0.9393937587738037,1.0,169.0,0.8342294096946716,1.0,169.0
8,fsg_length_high,32,null,10,0.9793486595153809,1.0,608.0,0.8544188141822815,1.0,608.0
8,fsg_length_high,32,null,11,0.7304332256317139,1.0,342.0,0.5706541538238525,1.0,342.0
8,fsg_length_high,32,conditional,8,0.999358594417572,1.0,570.0,0.743232786655426,1.0,570.0
8,fsg_length_high,32,conditional,9,0.9879801869392395,1.0,169.0,0.8440207242965698,1.0,169.0
8,fsg_length_high,32,conditional,10,0.9835198521614075,1.0,608.0,0.8547725677490234,1.0,608.0
8,fsg_length_high,32,conditional,11,0.7514397501945496,1.0,342.0,0.5831488370895386,1.0,342.0
8,fsg_length_high,48,null,8,0.9981710910797119,1.0,570.0,0.7143190503120422,1.0,570.0
8,fsg_length_high,48,null,9,0.9983794689178467,1.0,169.0,0.8113552927970886,1.0,169.0
8,fsg_length_high,48,null,10,0.9806573987007141,1.0,608.0,0.8481782674789429,1.0,608.0
8,fsg_length_high,48,null,11,0.7805655598640442,1.0,342.0,0.6081910133361816,1.0,342.0
12,fsg_length_high,64,guided,12,0.998457670211792,1.0,830.0,0.7833645939826965,1.0,830.0
12,fsg_length_high,64,guided,13,0.9951463341712952,1.0,904.0,0.8315391540527344,1.0,904.0
12,fsg_length_high,64,guided,14,0.9899745583534241,1.0,211.0,0.9091572165489197,1.0,211.0
12,fsg_length_high,64,guided,15,0.9385273456573486,1.0,119.0,0.6140139102935791,1.0,119.0
12,fsg_length_high,16,null,12,0.6230169534683228,1.0,830.0,0.6981250643730164,1.0,830.0
12,fsg_length_high,16,null,13,0.9968884587287903,1.0,904.0,0.8783266544342041,1.0,904.0
12,fsg_length_high,16,null,14,0.88844895362854,1.0,211.0,0.8795844316482544,1.0,211.0
12,fsg_length_high,16,null,15,1.637107175156416e-06,0.0,61.0,0.00025130168069154024,0.0,68.0
12,fsg_length_high,32,null,12,0.8373816609382629,1.0,830.0,0.8283249735832214,1.0,830.0
12,fsg_length_high,32,null,13,0.991636335849762,1.0,904.0,0.8093847036361694,1.0,904.0
12,fsg_length_high,32,null,14,0.995231568813324,1.0,211.0,0.8861604928970337,1.0,211.0
12,fsg_length_high,32,null,15,0.9605579972267151,1.0,119.0,0.7423677444458008,1.0,119.0
12,fsg_length_high,32,conditional,12,0.9528152942657471,1.0,830.0,0.804578423500061,1.0,830.0
12,fsg_length_high,32,conditional,13,0.9933967590332031,1.0,904.0,0.8078251481056213,1.0,904.0
12,fsg_length_high,32,conditional,14,0.995964765548706,1.0,211.0,0.8944025635719299,1.0,211.0
12,fsg_length_high,32,conditional,15,0.9365519881248474,1.0,119.0,0.6599912047386169,1.0,119.0
12,fsg_length_high,48,null,12,0.9984896183013916,1.0,830.0,0.7840765118598938,1.0,830.0
12,fsg_length_high,48,null,13,0.9956530332565308,1.0,904.0,0.8380107283592224,1.0,904.0
12,fsg_length_high,48,null,14,0.9907050728797913,1.0,211.0,0.9086706042289734,1.0,211.0
12,fsg_length_high,48,null,15,0.9326193332672119,1.0,119.0,0.6273164749145508,1.0,119.0
0,fsg_debiased_high,64,guided,0,0.9914080500602722,1.0,272.0,0.7801961898803711,1.0,272.0
0,fsg_debiased_high,64,guided,1,0.9659932255744934,1.0,508.0,0.7932044267654419,1.0,508.0
0,fsg_debiased_high,64,guided,2,0.9880615472793579,1.0,151.0,0.730884313583374,1.0,151.0
0,fsg_debiased_high,64,guided,3,0.9987088441848755,1.0,331.0,0.840229868888855,1.0,331.0
0,fsg_debiased_high,16,null,0,0.3590291440486908,1.0,272.0,0.20259633660316467,1.0,272.0
0,fsg_debiased_high,16,null,1,0.8717862367630005,1.0,508.0,0.4736587405204773,1.0,508.0
0,fsg_debiased_high,16,null,2,8.218135189963505e-05,0.0,333.0,0.039917368441820145,0.0,359.0
0,fsg_debiased_high,16,null,3,0.9829383492469788,1.0,331.0,0.8247042298316956,1.0,331.0
0,fsg_debiased_high,32,null,0,0.9622149467468262,1.0,272.0,0.6949475407600403,1.0,272.0
0,fsg_debiased_high,32,null,1,0.9706385731697083,1.0,508.0,0.7709222435951233,1.0,508.0
0,fsg_debiased_high,32,null,2,0.9820187091827393,1.0,151.0,0.7528433799743652,1.0,151.0
0,fsg_debiased_high,32,null,3,0.9955734014511108,1.0,331.0,0.8475723266601562,1.0,331.0
0,fsg_debiased_high,32,conditional,0,0.9820273518562317,1.0,272.0,0.7497358322143555,1.0,272.0
0,fsg_debiased_high,32,conditional,1,0.9761618971824646,1.0,508.0,0.7786068320274353,1.0,508.0
0,fsg_debiased_high,32,conditional,2,0.9860003590583801,1.0,151.0,0.7602390646934509,1.0,151.0
0,fsg_debiased_high,32,conditional,3,0.9974410533905029,1.0,331.0,0.8547637462615967,1.0,331.0
0,fsg_debiased_high,48,null,0,0.9927337169647217,1.0,272.0,0.7761874198913574,1.0,272.0
0,fsg_debiased_high,48,null,1,0.9678246974945068,1.0,508.0,0.7864564061164856,1.0,508.0
0,fsg_debiased_high,48,null,2,0.9873754978179932,1.0,151.0,0.7288755178451538,1.0,151.0
0,fsg_debiased_high,48,null,3,0.9987730383872986,1.0,331.0,0.838791012763977,1.0,331.0
4,fsg_debiased_high,64,guided,4,0.9941574335098267,1.0,882.0,0.8916012644767761,1.0,882.0
4,fsg_debiased_high,64,guided,5,0.366347074508667,0.0,435.0,0.5225512385368347,1.0,876.0
4,fsg_debiased_high,64,guided,6,0.99339759349823,1.0,137.0,0.8557131290435791,1.0,137.0
4,fsg_debiased_high,64,guided,7,0.9954575300216675,1.0,15.0,0.7895041704177856,1.0,15.0
4,fsg_debiased_high,16,null,4,0.5616593956947327,1.0,882.0,0.5621449947357178,1.0,882.0
4,fsg_debiased_high,16,null,5,0.221734881401062,0.0,435.0,0.40066537261009216,0.0,435.0
4,fsg_debiased_high,16,null,6,0.999916672706604,1.0,137.0,0.8424472808837891,1.0,137.0
4,fsg_debiased_high,16,null,7,0.997958779335022,1.0,15.0,0.7960023880004883,1.0,15.0
4,fsg_debiased_high,32,null,4,0.9901844263076782,1.0,882.0,0.8665562868118286,1.0,882.0
4,fsg_debiased_high,32,null,5,0.31487396359443665,0.0,435.0,0.6188340187072754,1.0,876.0
4,fsg_debiased_high,32,null,6,0.9971119165420532,1.0,137.0,0.8687747120857239,1.0,137.0
4,fsg_debiased_high,32,null,7,0.9928674697875977,1.0,15.0,0.7719887495040894,1.0,15.0
4,fsg_debiased_high,32,conditional,4,0.9912376403808594,1.0,882.0,0.8750935196876526,1.0,882.0
4,fsg_debiased_high,32,conditional,5,0.3259945511817932,0.0,435.0,0.6332071423530579,1.0,876.0
4,fsg_debiased_high,32,conditional,6,0.9980720281600952,1.0,137.0,0.8690045475959778,1.0,137.0
4,fsg_debiased_high,32,conditional,7,0.9957444071769714,1.0,15.0,0.7850641012191772,1.0,15.0
4,fsg_debiased_high,48,null,4,0.9930914640426636,1.0,882.0,0.8918002247810364,1.0,882.0
4,fsg_debiased_high,48,null,5,0.34950435161590576,0.0,435.0,0.523094654083252,1.0,876.0
4,fsg_debiased_high,48,null,6,0.9928157329559326,1.0,137.0,0.8577682375907898,1.0,137.0
4,fsg_debiased_high,48,null,7,0.9951882362365723,1.0,15.0,0.7898587584495544,1.0,15.0
8,fsg_debiased_high,64,guided,8,0.9978920817375183,1.0,570.0,0.6919807195663452,1.0,570.0
8,fsg_debiased_high,64,guided,9,0.9978768825531006,1.0,169.0,0.7897833585739136,1.0,169.0
8,fsg_debiased_high,64,guided,10,0.9987517595291138,1.0,608.0,0.8537777662277222,1.0,608.0
8,fsg_debiased_high,64,guided,11,0.8297313451766968,1.0,342.0,0.611368715763092,1.0,342.0
8,fsg_debiased_high,16,null,8,0.24161063134670258,0.0,691.0,0.676935613155365,1.0,570.0
8,fsg_debiased_high,16,null,9,0.45725494623184204,1.0,169.0,0.4829406142234802,1.0,169.0
8,fsg_debiased_high,16,null,10,0.9968342185020447,1.0,608.0,0.7749236226081848,1.0,608.0
8,fsg_debiased_high,16,null,11,0.5925328135490417,1.0,342.0,0.4159170687198639,1.0,342.0
8,fsg_debiased_high,32,null,8,0.9989537000656128,1.0,570.0,0.7245674133300781,1.0,570.0
8,fsg_debiased_high,32,null,9,0.9612401127815247,1.0,169.0,0.8053678274154663,1.0,169.0
8,fsg_debiased_high,32,null,10,0.9978440999984741,1.0,608.0,0.8095671534538269,1.0,608.0
8,fsg_debiased_high,32,null,11,0.6930684447288513,1.0,342.0,0.5834682583808899,1.0,342.0
8,fsg_debiased_high,32,conditional,8,0.9990020394325256,1.0,570.0,0.7152625322341919,1.0,570.0
8,fsg_debiased_high,32,conditional,9,0.9894481897354126,1.0,169.0,0.8108887076377869,1.0,169.0
8,fsg_debiased_high,32,conditional,10,0.998548686504364,1.0,608.0,0.8296117186546326,1.0,608.0
8,fsg_debiased_high,32,conditional,11,0.7907796502113342,1.0,342.0,0.5830230116844177,1.0,342.0
8,fsg_debiased_high,48,null,8,0.998284637928009,1.0,570.0,0.6924057602882385,1.0,570.0
8,fsg_debiased_high,48,null,9,0.997524082660675,1.0,169.0,0.7922624349594116,1.0,169.0
8,fsg_debiased_high,48,null,10,0.9985522627830505,1.0,608.0,0.8476012349128723,1.0,608.0
8,fsg_debiased_high,48,null,11,0.8177696466445923,1.0,342.0,0.6142624616622925,1.0,342.0
12,fsg_debiased_high,64,guided,12,0.9992740750312805,1.0,830.0,0.8036457896232605,1.0,830.0
12,fsg_debiased_high,64,guided,13,0.9996564388275146,1.0,904.0,0.8008991479873657,1.0,904.0
12,fsg_debiased_high,64,guided,14,0.9963139891624451,1.0,211.0,0.8890829682350159,1.0,211.0
12,fsg_debiased_high,64,guided,15,0.2971143126487732,0.0,118.0,0.7413069605827332,1.0,119.0
12,fsg_debiased_high,16,null,12,0.7098687887191772,1.0,830.0,0.7315303087234497,1.0,830.0
12,fsg_debiased_high,16,null,13,0.9982603192329407,1.0,904.0,0.8810477256774902,1.0,904.0
12,fsg_debiased_high,16,null,14,0.6616321206092834,1.0,211.0,0.8129803538322449,1.0,211.0
12,fsg_debiased_high,16,null,15,1.6663841961417347e-05,0.0,806.0,0.0004887815448455513,0.0,658.0
12,fsg_debiased_high,32,null,12,0.9957734942436218,1.0,830.0,0.8147176504135132,1.0,830.0
12,fsg_debiased_high,32,null,13,0.9993384480476379,1.0,904.0,0.8593891263008118,1.0,904.0
12,fsg_debiased_high,32,null,14,0.9898520112037659,1.0,211.0,0.8775150775909424,1.0,211.0
12,fsg_debiased_high,32,null,15,0.20686441659927368,0.0,118.0,0.8544471263885498,1.0,119.0
12,fsg_debiased_high,32,conditional,12,0.9958298802375793,1.0,830.0,0.8064959645271301,1.0,830.0
12,fsg_debiased_high,32,conditional,13,0.9994598031044006,1.0,904.0,0.8504220247268677,1.0,904.0
12,fsg_debiased_high,32,conditional,14,0.9910682439804077,1.0,211.0,0.8819092512130737,1.0,211.0
12,fsg_debiased_high,32,conditional,15,0.3424360156059265,0.0,118.0,0.85982346534729,1.0,119.0
12,fsg_debiased_high,48,null,12,0.999231219291687,1.0,830.0,0.8042091131210327,1.0,830.0
12,fsg_debiased_high,48,null,13,0.9996167421340942,1.0,904.0,0.7984962463378906,1.0,904.0
12,fsg_debiased_high,48,null,14,0.9959697723388672,1.0,211.0,0.8864487409591675,1.0,211.0
12,fsg_debiased_high,48,null,15,0.3058696389198303,0.0,118.0,0.7406719326972961,1.0,119.0
0,smc_high,64,guided,0,0.7728585004806519,1.0,272.0,0.3730349838733673,1.0,272.0
0,smc_high,64,guided,1,0.9862111806869507,1.0,508.0,0.7693862915039062,1.0,508.0
