family,name,kind,component,gamma,fid,sfid,inception_score,noise_sha256,label_sha256,total_nfe,elapsed_seconds
v800_reverse_projection,v800_full_gap_onto_weak_difference_baseline_g0,head_difference_component,full,0.0,84.96590562450058,222.24984803014252,29.521333694458008,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6676,52.12259379902389
v800_reverse_projection,v800_full_gap_onto_weak_difference_full_g0p25,head_difference_component,full,0.25,69.73631244396438,215.6185630158484,34.36344528198242,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,8212,60.58421958400868
v800_reverse_projection,v800_full_gap_onto_weak_difference_parallel_g0p25,head_difference_component,parallel,0.25,77.67803303101255,217.75522057983426,30.54312515258789,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6838,52.72377422801219
v800_reverse_projection,v800_full_gap_onto_weak_difference_orthogonal_g0p25,head_difference_component,orthogonal,0.25,71.17082204348037,216.05898267021666,31.93035888671875,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,7948,59.713187291054055
