context,time,sample_id,cosine,projection_coefficient,positive_coefficient,reference_rms,difference_rms,difference_over_reference_rms,parallel_energy_fraction,orthogonal_energy_fraction,predicted_residual_energy_fraction,dot,reference_energy,difference_energy
teacher,0.05,182,0.5741758731585168,0.5911725036932517,1.0,0.08780491249052295,0.09040409459917996,1.0296017846260885,0.329677947185094,0.6703220661003009,0.7105698277082961,18.66860225636805,31.57894208499054,33.47619971193847
teacher,0.05,2501,0.5603424243622598,0.6071790168115161,1.0,0.1236041140204286,0.1339356457084229,1.083585661932634,0.3139836618071802,0.6860163677040737,0.7282036787592661,37.99640905897553,62.57859380336687,73.4771494556966
teacher,0.05,253,0.4831461720747795,0.5488010344886148,1.0,0.10839650868239036,0.1231265392094271,1.1358902671874498,0.23343019836296716,0.7665697766445497,0.7874626210920598,26.4122535662241,48.12719347520114,62.09595251790065
teacher,0.05,2698,0.5180272041033726,0.5308404489471547,1.0,0.11765827103851291,0.12056851247519954,1.0247346949007436,0.26835219250992953,0.7316478161574234,0.7520098300490323,30.100165275360954,56.702847974490794,59.54259435717569
teacher,0.05,3707,0.65181266189539,0.6663705653141487,1.0,0.12734899359967922,0.13019326843151394,1.022334490061034,0.42485975365066186,0.5751402524853483,0.6510954999700502,44.26564407870566,66.42797023580626,69.42837614542947
teacher,0.05,3533,0.6439001272476563,0.606065767718474,1.0,0.13096856221205475,0.12327309600531315,0.9412418821985565,0.4146073497130373,0.5853926262595897,0.640746798199009,42.58080053918027,70.25772252320914,62.24386539001918
teacher,0.05,4496,0.469671349093582,0.4811244002956435,1.0,0.08702798169288943,0.08915018040112303,1.0243852456066667,0.22059117682497514,0.7794088235966177,0.7882846542783842,14.925715325062463,31.022569871515227,32.55400311010419
teacher,0.05,254,0.41052922184961976,0.41664018849469076,1.0,0.12017973305558705,0.12196867839986086,1.0148855826085617,0.16853424465508543,0.831465757686977,0.8324614788833733,24.648107363755088,59.15921710003062,60.93356445945318
teacher,0.05,3445,0.5552273505366337,0.586428992041975,1.0,0.10345824307932874,0.10927219840450086,1.0561961536570281,0.3082774192863968,0.6917225888975536,0.7282325775626153,25.710207330142776,43.8419786181078,48.90793305764905
teacher,0.05,938,0.4983714344333575,0.5983533572830225,1.0,0.11019705399195587,0.13230448750288953,1.2006172824960226,0.24837411044106114,0.7516259131362143,0.783318243162693,29.76169410246266,49.73932834204072,71.69833948529563
teacher,0.05,4010,0.5653016399266657,0.5625887434435481,1.0,0.10469233261066438,0.10418991152979562,0.9952009753881672,0.31956595277968664,0.6804340569857484,0.7124147860635068,25.256940366174263,44.89414454256428,44.46428227414687
teacher,0.05,3696,0.5593938455265506,0.35936021416910047,1.0,0.21316222333481774,0.13693754917567458,0.642410024784665,0.3129214811767401,0.687078526348118,0.6886240503541134,66.88218058984259,186.11459464004696,76.80775116488823
teacher,0.05,2283,0.5208604754836763,0.4699537245636105,1.0,0.14939668912018123,0.13479527396334637,0.9022641315358144,0.27129562415269565,0.7287043645906409,0.7376502003070664,42.96323645363759,91.42014246941523,74.42336105616835
teacher,0.05,3632,0.5731989751213402,0.6000722020341157,1.0,0.09183618548680046,0.09614173165576927,1.0468828942115376,0.3285570681587567,0.6714429338875192,0.7137998434517948,20.72960992259918,34.54519281568162,37.8602805893937
teacher,0.05,372,0.6087783781953585,0.6800672262974026,1.0,0.1063903366215189,0.11884880232692034,1.1171014783957507,0.3706111292505516,0.6293888854639791,0.6993389530529908,31.529432932218697,46.36222966349867,57.85615488836971
strong_rollout,0.05,4746,0.6258172258901203,0.6465637452636362,1.0,0.11476909832838918,0.11857381833839563,1.0331510839191225,0.3916472280061626,0.6083528015086466,0.6726369164579378,34.8835950331066,53.95229053383255,57.588737619340684
strong_rollout,0.05,182,0.5528008752753726,0.5768825165736873,1.0,0.08741694780281745,0.09122508862627812,1.0435629579752719,0.3055888337051948,0.6944111921347869,0.7283559558012046,18.056709155104627,31.300496437905448,34.08698079179693
strong_rollout,0.05,2501,0.5596094036319816,0.49446134457938307,1.0,0.16516103403900165,0.14593347866032685,0.8835829801469133,0.31316270134761404,0.6868373139832568,0.7022924705184496,55.24684478047904,111.73137270715296,87.23079247423108
strong_rollout,0.05,253,0.46168064048618823,0.5395018770849692,1.0,0.11015457606119909,0.12872231439449713,1.168560753417836,0.21314903616112962,0.7868509872274032,0.8044190712778018,26.813777100771503,49.700989449103346,67.86840257771834
strong_rollout,0.05,2698,0.4762069766320234,0.4725336527000206,1.0,0.11430912243796156,0.11342737467763409,0.992286287030101,0.22677307559762608,0.7732269142804911,0.7810771772755125,25.290328622359972,53.52069313551108,52.69819116036254
strong_rollout,0.05,3707,0.6646131241100466,0.6864585790966291,1.0,0.127045828719313,0.13122175277473577,1.032869430641826,0.4417106148823652,0.5582893942238657,0.6436921564003815,45.383199053637426,66.11207206902586,70.52963185161781
strong_rollout,0.05,3533,0.6021333952618108,0.5431399658149699,1.0,0.12913350472925933,0.11648177612490829,0.9020259797728204,0.3625646635601536,0.6374353744176374,0.6683209069626586,37.09792208626979,68.30269253083807,55.57454507709749
strong_rollout,0.05,4496,0.4355701995615892,0.4445581970839376,1.0,0.08848284549327756,0.09030869032119365,1.0206350148182657,0.18972140346283303,0.8102786039384845,0.8137279213726802,14.256296905438159,32.06846032522129,33.40558150667984
strong_rollout,0.05,254,0.3793603262402305,0.3912190426716037,1.0,0.11752249216671387,0.12119621820634931,1.0312597696994377,0.14391426186321354,0.8560857423800733,0.8561267467481891,22.1320640771072,56.57205213214852,60.16419146760616
strong_rollout,0.05,3445,0.5513183543219686,0.5778355227152862,1.0,0.10409081127469447,0.10909734434062639,1.0480977427750058,0.30395190355965584,0.696048072270207,0.7300341600894917,25.644189150564095,44.37973807851135,48.75153630075783
strong_rollout,0.05,938,0.5567330645110075,0.6359925209950388,1.0,0.11172627065874736,0.1276322120369157,1.1423652761735048,0.3099517106189438,0.6900482943445515,0.7384701618154472,32.517905279211845,51.129383138556605,66.7237644264907
strong_rollout,0.05,4010,0.5188564826874249,0.5375268631113571,1.0,0.105784725705772,0.10959125243882606,1.0359837084953216,0.26921203232268587,0.7307879512771221,0.7525737905677707,24.638033972135215,45.835911957075645,49.1939537351086
strong_rollout,0.05,3696,0.4720138737945917,0.25498300881928704,1.0,0.301874102308132,0.16307310264495606,0.5402023605141936,0.22279709564773928,0.777202903791083,0.8347885242644749,95.17500378086869,373.2601800472189,108.92425955840972
strong_rollout,0.05,2283,0.5273359148682119,0.4960951930016008,1.0,0.13672457338599348,0.1286246616427352,0.9407574546208965,0.27808315311926546,0.7219168342639068,0.7359590932071967,37.98552391134825,76.56902233121554,67.76546747477245
strong_rollout,0.05,3632,0.5725405840158261,0.6113061923468607,1.0,0.09039469182533345,0.0965151404299141,1.0677080532162992,0.3278027186450392,0.6721972794918223,0.7172750879283275,20.459951507578957,33.46923647056694,38.15494587271594
strong_rollout,0.05,372,0.5475831070739324,0.6227682432720484,1.0,0.09037859399327902,0.10278790102082665,1.1373036078484517,0.2998472394788411,0.7001527416275395,0.7440016448335227,20.836154453606476,33.45731687301927,43.275684234310674
teacher,0.1,4746,0.5912547103868357,0.6425831943902003,1.0,0.11864460878801127,0.12894448090281696,1.086812811977062,0.3495821291341073,0.6504178701066331,0.7067584745039944,37.0497539762909,57.65752092450914,68.10287782009621
teacher,0.1,182,0.585821413124421,0.5717075374140909,1.0,0.10464180546226985,0.10212072753081952,0.9759075455520563,0.3431867383840539,0.6568132718447999,0.6935663544714601,25.641552377374342,44.850820916852854,42.71572169287221
teacher,0.1,2501,0.4385238010767058,0.54354172493666,1.0,0.12863891537335534,0.15944543439680756,1.2394805563622864,0.19230312711213202,0.8076968750876746,0.8241372723478282,36.84152302017114,67.78048736638269,104.13197946874536
