query,time,gamma_mean,gamma_median,horizon_mean,horizon_median,query_shift_rms_mean,query_shift_rms_median,query_shift_projected_cosine_mean,query_shift_projected_cosine_median,weak_revision_rms_mean,weak_revision_rms_median,gap_rms_mean,gap_rms_median,persistent_gap_rms_mean,persistent_gap_rms_median,weak_revision_gap_cosine_mean,weak_revision_gap_cosine_median,persistent_revision_cosine_mean,persistent_revision_cosine_median,projection_identity_ratio_mean,projection_identity_ratio_median,gap_distance_change_fraction_mean,gap_distance_change_fraction_median,weak_revision_projected_cosine_mean,weak_revision_projected_cosine_median,correction_projected_cosine_mean,correction_projected_cosine_median,temporal_response_rms_mean,temporal_response_rms_median,positive_spatial_response_rms_mean,positive_spatial_response_rms_median,spatial_odd_rms_mean,spatial_odd_rms_median,spatial_even_rms_mean,spatial_even_rms_median,odd_fraction_of_positive_spatial_mean,odd_fraction_of_positive_spatial_median,even_fraction_of_positive_spatial_mean,even_fraction_of_positive_spatial_median,temporal_spatial_cosine_mean,temporal_spatial_cosine_median,spatial_secant_work_mean,spatial_secant_work_median,spatial_secant_curvature_mean,spatial_secant_curvature_median,spatial_secant_positive_mean,spatial_secant_positive_median,spatial_correction_shift_cosine_mean,spatial_correction_shift_cosine_median,temporal_correction_guided_cosine_mean,temporal_correction_guided_cosine_median,spatial_correction_guided_cosine_mean,spatial_correction_guided_cosine_median,weak_log_density_shift_positive_per_dim_mean,weak_log_density_shift_positive_per_dim_median,weak_log_density_shift_negative_per_dim_mean,weak_log_density_shift_negative_per_dim_median,weak_density_increases_positive_mean,weak_density_increases_positive_median,weak_density_increases_negative_mean,weak_density_increases_negative_median,controlled_weak_log_density_shift_per_dim_mean,controlled_weak_log_density_shift_per_dim_median,controlled_weak_density_increases_mean,controlled_weak_density_increases_median,spatial_temporal_coefficient_mean,spatial_temporal_coefficient_median,spatial_parallel_rms_mean,spatial_parallel_rms_median,spatial_orthogonal_rms_mean,spatial_orthogonal_rms_median,spatial_parallel_energy_fraction_mean,spatial_parallel_energy_fraction_median,naive_cycle_error_rms_mean,naive_cycle_error_rms_median,compensated_cycle_error_rms_mean,compensated_cycle_error_rms_median,cycle_error_ratio_mean,cycle_error_ratio_median
donor_projected,0.15,0.6,0.6,0.03125,0.03125,0.002134265876236441,0.0011676917783915997,0.008670831275594537,0.0,0.050948173593496904,0.0452326275408268,0.1711104440037161,0.15309840440750122,0.1818703530007042,0.16423311829566956,-0.0626488960624556,-0.06170823611319065,-0.3445420707575977,-0.36415615677833557,-0.19707371038384736,-0.19327019900083542,0.14572444012628694,0.14017078280448914,0.9835175066255033,0.9979879558086395,0.983517506159842,0.9979879558086395,0.05088054478983395,0.04557288438081741,0.005804907729952902,0.0024783139815554023,0.0058256258374740355,0.0024641904747113585,0.00033120610828518693,0.00027578296430874616,0.854574668686837,0.9922880828380585,0.1423701204621466,0.07258426770567894,-0.4741967809968628,-0.4659177362918854,-0.024784882222640192,0.0007380945608019829,0.2355957025574753,0.3530169576406479,0.6796875,1.0,0.15799243010405917,0.1605067029595375,0.050010890105113504,0.04707678593695164,0.15799246770620812,0.16050730645656586,0.0024763977793327285,0.0015380693366751075,-0.0024944900409877846,-0.0015405819285660982,0.8828125,1.0,0.0,0.0,-7.954687536670946e-06,0.0,0.390625,0.0,-0.05814471464691451,-0.027989575639367104,0.003627616960393709,0.0012429068447090685,0.004242766696165745,0.001979961700271815,0.29295682757219765,0.21708454936742783,0.0765287151443772,0.06995780766010284,0.0024494158925904355,0.001276063674595207,0.026105341318087172,0.018344835378229618
orthogonal_projected,0.15,0.6,0.6,0.03125,0.03125,0.0025085653616088166,0.0013702926225960255,1.5916157281026244e-10,0.0,0.05122978170402348,0.04533085599541664,0.1711104440037161,0.15309840440750122,0.18213807488791645,0.16443772614002228,-0.06413296468235785,-0.06944336742162704,-0.346397066663485,-0.3665817528963089,-0.1942675883474294,-0.19655202329158783,0.14839357855271373,0.14810654520988464,0.9835136090405285,0.9982127249240875,0.9835136076435447,0.9982126355171204,0.05088054478983395,0.04557288438081741,0.005804907729952902,0.0024783139815554023,0.0058256258374740355,0.0024641904747113585,0.00033120610828518693,0.00027578296430874616,0.854574668686837,0.9922880828380585,0.1423701204621466,0.07258426770567894,-0.4741967809968628,-0.4659177362918854,-0.024784882222640192,0.0007380945608019829,0.2355957025574753,0.3530169576406479,0.6796875,1.0,0.15799243010405917,0.1605067029595375,0.050010890105113504,0.04707678593695164,0.15799246770620812,0.16050730645656586,0.0024763977793327285,0.0015380693366751075,-0.0024944900409877846,-0.0015405819285660982,0.8828125,1.0,0.0,0.0,-1.412727142491299e-05,0.0,0.4140625,0.0,-0.05814471464691451,-0.027989575639367104,0.003627616960393709,0.0012429068447090685,0.004242766696165745,0.001979961700271815,0.29295682757219765,0.21708454936742783,0.0765287151443772,0.06995780766010284,0.0024494158925904355,0.001276063674595207,0.026105341318087172,0.018344835378229618
projected,0.15,0.6,0.6,0.03125,0.03125,0.002508565363314119,0.0013702925643883646,0.8828124920837581,1.0,0.04783044580835849,0.04372363165020943,0.1711104440037161,0.15309840440750122,0.17973739840090275,0.16409064084291458,-0.03954015137423994,-0.051018647849559784,-0.3109025433950592,-0.3531416654586792,-0.06383021853253013,-0.15059825032949448,0.1263907200709582,0.1340208426117897,0.9999999981373549,1.0,0.9999999930150807,1.0,0.05088054478983395,0.04557288438081741,0.005804907729952902,0.0024783139815554023,0.0058256258374740355,0.0024641904747113585,0.00033120610828518693,0.00027578296430874616,0.854574668686837,0.9922880828380585,0.1423701204621466,0.07258426770567894,-0.4741967809968628,-0.4659177362918854,-0.024784882222640192,0.0007380945608019829,0.2355957025574753,0.3530169576406479,0.6796875,1.0,0.15799243010405917,0.1605067029595375,0.050010890105113504,0.04707678593695164,0.15799246770620812,0.16050730645656586,0.0024763977793327285,0.0015380693366751075,-0.0024944900409877846,-0.0015405819285660982,0.8828125,1.0,0.0,0.0,0.0024763977793327285,0.0015380693366751075,0.8828125,1.0,-0.05814471464691451,-0.027989575639367104,0.003627616960393709,0.0012429068447090685,0.004242766696165745,0.001979961700271815,0.29295682757219765,0.21708454936742783,0.0765287151443772,0.06995780766010284,0.0024494158925904355,0.001276063674595207,0.026105341318087172,0.018344835378229618
state_only,0.15,0.6,0.6,0.03125,0.03125,0.002508565363314119,0.0013702925643883646,0.8828124920837581,1.0,0.005961588191098599,0.0026846537366509438,0.1711104440037161,0.15309840440750122,0.1700379520189017,0.15269295126199722,0.11613485413181479,0.09832156449556351,0.09005429583339719,0.06896168738603592,5.214079344412312,3.6274367570877075,-0.00857566926784159,-0.0029919196385890245,-0.3997942329151556,-0.38505469262599945,-0.3997942353016697,-0.38505469262599945,0.05088054478983395,0.04557288438081741,0.005804907729952902,0.0024783139815554023,0.0058256258374740355,0.0024641904747113585,0.00033120610828518693,0.00027578296430874616,0.854574668686837,0.9922880828380585,0.1423701204621466,0.07258426770567894,-0.4741967809968628,-0.4659177362918854,-0.024784882222640192,0.0007380945608019829,0.2355957025574753,0.3530169576406479,0.6796875,1.0,0.15799243010405917,0.1605067029595375,0.050010890105113504,0.04707678593695164,0.15799246770620812,0.16050730645656586,0.0024763977793327285,0.0015380693366751075,-0.0024944900409877846,-0.0015405819285660982,0.8828125,1.0,0.0,0.0,0.0022999453275929227,0.0014339479967020452,0.8828125,1.0,-0.05814471464691451,-0.027989575639367104,0.003627616960393709,0.0012429068447090685,0.004242766696165745,0.001979961700271815,0.29295682757219765,0.21708454936742783,0.0765287151443772,0.06995780766010284,0.0024494158925904355,0.001276063674595207,0.026105341318087172,0.018344835378229618
time_only,0.15,0.6,0.6,0.03125,0.03125,0.0,0.0,0.0,0.0,0.05088054478983395,0.04557288438081741,0.1711104440037161,0.15309840440750122,0.18196357012493536,0.1643492355942726,-0.06345473847613903,-0.06610611081123352,-0.34514435910386965,-0.36348778009414673,-0.19614411665679654,-0.1848454624414444,0.1467532047236091,0.14242973923683167,0.9878253787755966,0.9990487992763519,0.9878253731876612,0.9990487396717072,0.05088054478983395,0.04557288438081741,0.005804907729952902,0.0024783139815554023,0.0058256258374740355,0.0024641904747113585,0.00033120610828518693,0.00027578296430874616,0.854574668686837,0.9922880828380585,0.1423701204621466,0.07258426770567894,-0.4741967809968628,-0.4659177362918854,-0.024784882222640192,0.0007380945608019829,0.2355957025574753,0.3530169576406479,0.6796875,1.0,0.15799243010405917,0.1605067029595375,0.050010890105113504,0.04707678593695164,0.15799246770620812,0.16050730645656586,0.0024763977793327285,0.0015380693366751075,-0.0024944900409877846,-0.0015405819285660982,0.8828125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05814471464691451,-0.027989575639367104,0.003627616960393709,0.0012429068447090685,0.004242766696165745,0.001979961700271815,0.29295682757219765,0.21708454936742783,0.0765287151443772,0.06995780766010284,0.0024494158925904355,0.001276063674595207,0.026105341318087172,0.018344835378229618
anti_projected,0.2,0.6,0.6,0.03125,0.03125,0.004135791334306305,0.0029369851108640432,-0.9531249911524355,-1.0,0.05577899416675791,0.050477465614676476,0.20425290416460484,0.18418925255537033,0.21531423483975232,0.19545309990644455,-0.06552572812142898,-0.08107112720608711,-0.32668741125962697,-0.3382505625486374,-0.22871196580308606,-0.2660760432481766,0.12587594933029322,0.11956451088190079,0.9386572195217013,0.9841165542602539,0.9386572160292417,0.9841165840625763,0.05001122631074395,0.04639323987066746,0.008518883372858,0.00610335310921073,0.008545451420332029,0.0060957930982112885,0.0003666699290079123,0.00028595518961083144,0.944187527988106,0.998272567987442,0.08507013454800472,0.046081600710749626,-0.5456786477006972,-0.5901210606098175,-0.013704656591183806,0.003359068068675697,0.20567984317312948,0.27959948778152466,0.6953125,1.0,0.14097009394026827,0.13760291785001755,0.05617916859773686,0.05323334410786629,0.14097014100116212,0.13760275393724442,0.004177499750454672,0.0033101611770689487,-0.004217542857219314,-0.003322325530461967,0.953125,1.0,0.0,0.0,-0.004217542857219314,-0.003322325530461967,0.0,0.0,-0.09003248395038099,-0.06386838853359222,0.005057633305881382,0.003035711473785341,0.006513300022334079,0.004516948712989688,0.3443240826309193,0.34830261766910553,0.07346157825668342,0.06878957152366638,0.0022226593032993285,0.001664218376390636,0.027158946582885035,0.02381846122443676
donor_projected,0.2,0.6,0.6,0.03125,0.03125,0.0038633248606174675,0.0028191222809255123,0.01109611365791352,0.0,0.05035083869006485,0.04595457389950752,0.20425290416460484,0.18418925255537033,0.21237799024675041,0.19413235783576965,-0.040636538938997546,-0.049103399738669395,-0.2845147576808813,-0.3095880448818207,-0.10881115186202805,-0.1832028105854988,0.1007887630910318,0.0979563444852829,0.9685940206982195,0.9897559285163879,0.9685940193012357,0.9897559583187103,0.05001122631074395,0.04639323987066746,0.008518883372858,0.00610335310921073,0.008545451420332029,0.0060957930982112885,0.0003666699290079123,0.00028595518961083144,0.944187527988106,0.998272567987442,0.08507013454800472,0.046081600710749626,-0.5456786477006972,-0.5901210606098175,-0.013704656591183806,0.003359068068675697,0.20567984317312948,0.27959948778152466,0.6953125,1.0,0.14097009394026827,0.13760291785001755,0.05617916859773686,0.05323334410786629,0.14097014100116212,0.13760275393724442,0.004177499750454672,0.0033101611770689487,-0.004217542857219314,-0.003322325530461967,0.953125,1.0,0.0,0.0,-2.335571129208347e-05,0.0,0.4375,0.0,-0.09003248395038099,-0.06386838853359222,0.005057633305881382,0.003035711473785341,0.006513300022334079,0.004516948712989688,0.3443240826309193,0.34830261766910553,0.07346157825668342,0.06878957152366638,0.0022226593032993285,0.001664218376390636,0.027158946582885035,0.02381846122443676
orthogonal_projected,0.2,0.6,0.6,0.03125,0.03125,0.004135791347238182,0.0029369851108640432,1.7553247744217515e-10,4.656612873077393e-10,0.0506077041500248,0.046990932896733284,0.20425290416460484,0.18418925255537033,0.21256060095038265,0.1941176950931549,-0.04181549651912064,-0.05420049652457237,-0.2861535908668884,-0.31614382565021515,-0.10932607232462033,-0.20079423487186432,0.10228746815664636,0.10022622346878052,0.9697120604105294,0.990751326084137,0.969712050165981,0.9907513558864594,0.05001122631074395,0.04639323987066746,0.008518883372858,0.00610335310921073,0.008545451420332029,0.0060957930982112885,0.0003666699290079123,0.00028595518961083144,0.944187527988106,0.998272567987442,0.08507013454800472,0.046081600710749626,-0.5456786477006972,-0.5901210606098175,-0.013704656591183806,0.003359068068675697,0.20567984317312948,0.27959948778152466,0.6953125,1.0,0.14097009394026827,0.13760291785001755,0.05617916859773686,0.05323334410786629,0.14097014100116212,0.13760275393724442,0.004177499750454672,0.0033101611770689487,-0.004217542857219314,-0.003322325530461967,0.953125,1.0,0.0,0.0,-4.388622330830927e-05,-1.7276606740779243e-06,0.3828125,0.0,-0.09003248395038099,-0.06386838853359222,0.005057633305881382,0.003035711473785341,0.006513300022334079,0.004516948712989688,0.3443240826309193,0.34830261766910553,0.07346157825668342,0.06878957152366638,0.0022226593032993285,0.001664218376390636,0.027158946582885035,0.02381846122443676
projected,0.2,0.6,0.6,0.03125,0.03125,0.004135791334306305,0.0029369851108640432,0.9531249911524355,1.0,0.045913485606433824,0.04299348220229149,0.20425290416460484,0.18418925255537033,0.20987067522946745,0.1917051002383232,-0.009456694053369574,-0.022295061498880386,-0.2375612192772678,-0.2706436961889267,0.08940765724764788,-0.09087358601391315,0.0793636600510581,0.0785340815782547,0.9999999953433871,1.0,0.9999999841675162,1.0,0.05001122631074395,0.04639323987066746,0.008518883372858,0.00610335310921073,0.008545451420332029,0.0060957930982112885,0.0003666699290079123,0.00028595518961083144,0.944187527988106,0.998272567987442,0.08507013454800472,0.046081600710749626,-0.5456786477006972,-0.5901210606098175,-0.013704656591183806,0.003359068068675697,0.20567984317312948,0.27959948778152466,0.6953125,1.0,0.14097009394026827,0.13760291785001755,0.05617916859773686,0.05323334410786629,0.14097014100116212,0.13760275393724442,0.004177499750454672,0.0033101611770689487,-0.004217542857219314,-0.003322325530461967,0.953125,1.0,0.0,0.0,0.004177499750454672,0.0033101611770689487,0.953125,1.0,-0.09003248395038099,-0.06386838853359222,0.005057633305881382,0.003035711473785341,0.006513300022334079,0.004516948712989688,0.3443240826309193,0.34830261766910553,0.07346157825668342,0.06878957152366638,0.0022226593032993285,0.001664218376390636,0.027158946582885035,0.02381846122443676
state_only,0.2,0.6,0.6,0.03125,0.03125,0.004135791334306305,0.0029369851108640432,0.9531249911524355,1.0,0.008631853256019895,0.006359760649502277,0.20425290416460484,0.18418925255537033,0.2031963249319233,0.18325576931238174,0.11328968659654493,0.10972490534186363,0.078307315317943,0.07835728302598,4.211739351856522,2.6701079607009888,-0.008423968842066643,-0.004492385778576136,-0.41664647753350437,-0.44071075320243835,-0.4166464723821264,-0.44071073830127716,0.05001122631074395,0.04639323987066746,0.008518883372858,0.00610335310921073,0.008545451420332029,0.0060957930982112885,0.0003666699290079123,0.00028595518961083144,0.944187527988106,0.998272567987442,0.08507013454800472,0.046081600710749626,-0.5456786477006972,-0.5901210606098175,-0.013704656591183806,0.003359068068675697,0.20567984317312948,0.27959948778152466,0.6953125,1.0,0.14097009394026827,0.13760291785001755,0.05617916859773686,0.05323334410786629,0.14097014100116212,0.13760275393724442,0.004177499750454672,0.0033101611770689487,-0.004217542857219314,-0.003322325530461967,0.953125,1.0,0.0,0.0,0.0038707400195221453,0.00307506718672812,0.953125,1.0,-0.09003248395038099,-0.06386838853359222,0.005057633305881382,0.003035711473785341,0.006513300022334079,0.004516948712989688,0.3443240826309193,0.34830261766910553,0.07346157825668342,0.06878957152366638,0.0022226593032993285,0.001664218376390636,0.027158946582885035,0.02381846122443676
time_only,0.2,0.6,0.6,0.03125,0.03125,0.0,0.0,0.0,0.0,0.05001122631074395,0.04639323987066746,0.20425290416460484,0.18418925255537033,0.21237316890619695,0.1938547119498253,-0.04082026182368281,-0.04637470096349716,-0.28366187787105446,-0.3101061135530472,-0.103751222441133,-0.16726043075323105,0.10076898513307242,0.09966997802257538,0.978541440796107,0.9951186776161194,0.9785414384678006,0.9951186776161194,0.05001122631074395,0.04639323987066746,0.008518883372858,0.00610335310921073,0.008545451420332029,0.0060957930982112885,0.0003666699290079123,0.00028595518961083144,0.944187527988106,0.998272567987442,0.08507013454800472,0.046081600710749626,-0.5456786477006972,-0.5901210606098175,-0.013704656591183806,0.003359068068675697,0.20567984317312948,0.27959948778152466,0.6953125,1.0,0.14097009394026827,0.13760291785001755,0.05617916859773686,0.05323334410786629,0.14097014100116212,0.13760275393724442,0.004177499750454672,0.0033101611770689487,-0.004217542857219314,-0.003322325530461967,0.953125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09003248395038099,-0.06386838853359222,0.005057633305881382,0.003035711473785341,0.006513300022334079,0.004516948712989688,0.3443240826309193,0.34830261766910553,0.07346157825668342,0.06878957152366638,0.0022226593032993285,0.001664218376390636,0.027158946582885035,0.02381846122443676
anti_projected,0.25,0.7,0.7,0.03125,0.03125,0.006050607828001375,0.004906130721792579,-0.9765624795109034,-1.0,0.05853544652927667,0.054398735985159874,0.23591943562496454,0.21706319600343704,0.2448724468704313,0.22899584472179413,-0.03325986453637597,-0.03198082558810711,-0.27716732351109385,-0.28433243930339813,-0.10616911478246038,-0.12486352771520615,0.09097822101921338,0.08209890127182007,0.901844980660826,0.9582854509353638,0.9018449879949912,0.9582854807376862,0.050685795256868005,0.048118578270077705,0.0117481521215268,0.009846802800893784,0.011797783449992494,0.009873296599835157,0.0004899072569060081,0.0003246520063839853,0.9754667049273849,0.9995411038398743,0.05651899021177087,0.04206505045294762,-0.5669943331304239,-0.603875607252121,-0.009194379982318424,0.006540038622915745,0.12512465746840462,0.19134366512298584,0.625,1.0,0.08890540315769613,0.10632157325744629,0.02346643229248002,0.013794598169624805,0.08890541399887297,0.10632161796092987,0.006181264394626851,0.005477916914969683,-0.00625905312017494,-0.005512967007234693,0.9765625,1.0,0.0,0.0,-0.00625905312017494,-0.005512967007234693,0.0,0.0,-0.12359642270530458,-0.10929739102721214,0.006702059376152647,0.005562301492318511,0.009259176071282127,0.007820903090760112,0.35538476814775777,0.364687517285347,0.07744492229539901,0.07473258674144745,0.0022733498790580946,0.001779675658326596,0.027708020445643855,0.025480729527771473
donor_projected,0.25,0.7,0.7,0.03125,0.03125,0.005836246900116748,0.004857124062255025,0.012601693640135636,0.006624183151870966,0.05141520526376553,0.04818078316748142,0.23591943562496454,0.21706319600343704,0.24160257738549262,0.22712115198373795,-0.003877759365423117,0.004060731269419193,-0.2248269289630116,-0.24085550010204315,0.05222548418896622,0.01363234268501401,0.06518102745076249,0.06000863015651703,0.9479665565304458,0.9740634858608246,0.9479665597900748,0.9740635454654694,0.050685795256868005,0.048118578270077705,0.0117481521215268,0.009846802800893784,0.011797783449992494,0.009873296599835157,0.0004899072569060081,0.0003246520063839853,0.9754667049273849,0.9995411038398743,0.05651899021177087,0.04206505045294762,-0.5669943331304239,-0.603875607252121,-0.009194379982318424,0.006540038622915745,0.12512465746840462,0.19134366512298584,0.625,1.0,0.08890540315769613,0.10632157325744629,0.02346643229248002,0.013794598169624805,0.08890541399887297,0.10632161796092987,0.006181264394626851,0.005477916914969683,-0.00625905312017494,-0.005512967007234693,0.9765625,1.0,0.0,0.0,-4.846840375449801e-05,-1.3413473425316624e-06,0.4453125,0.0,-0.12359642270530458,-0.10929739102721214,0.006702059376152647,0.005562301492318511,0.009259176071282127,0.007820903090760112,0.35538476814775777,0.364687517285347,0.07744492229539901,0.07473258674144745,0.0022733498790580946,0.001779675658326596,0.027708020445643855,0.025480729527771473
orthogonal_projected,0.25,0.7,0.7,0.03125,0.03125,0.006050607809811481,0.004906130488961935,-3.67435859516263e-10,-4.656612873077393e-10,0.05167103253188543,0.04860716871917248,0.23591943562496454,0.21706319600343704,0.24170523567590863,0.22578215599060059,-0.004308285140723456,-0.0034971414133906364,-0.2258828640624415,-0.2354038953781128,0.054455682717161835,-0.014834004337899387,0.0659297541055821,0.0579517874866724,0.9503746214322746,0.9759870767593384,0.950374617241323,0.9759871363639832,0.050685795256868005,0.048118578270077705,0.0117481521215268,0.009846802800893784,0.011797783449992494,0.009873296599835157,0.0004899072569060081,0.0003246520063839853,0.9754667049273849,0.9995411038398743,0.05651899021177087,0.04206505045294762,-0.5669943331304239,-0.603875607252121,-0.009194379982318424,0.006540038622915745,0.12512465746840462,0.19134366512298584,0.625,1.0,0.08890540315769613,0.10632157325744629,0.02346643229248002,0.013794598169624805,0.08890541399887297,0.10632161796092987,0.006181264394626851,0.005477916914969683,-0.00625905312017494,-0.005512967007234693,0.9765625,1.0,0.0,0.0,-8.200207307407226e-05,-1.0867385299206944e-05,0.390625,0.0,-0.12359642270530458,-0.10929739102721214,0.006702059376152647,0.005562301492318511,0.009259176071282127,0.007820903090760112,0.35538476814775777,0.364687517285347,0.07744492229539901,0.07473258674144745,0.0022733498790580946,0.001779675658326596,0.027708020445643855,0.025480729527771473
projected,0.25,0.7,0.7,0.03125,0.03125,0.006050607828001375,0.004906130721792579,0.9765624795109034,1.0,0.04555583553155884,0.043960342183709145,0.23591943562496454,0.21706319600343704,0.23876482131890953,0.2234964296221733,0.03402088624352473,0.02438961062580347,-0.16605995200006873,-0.1933869794011116,0.31350015055795666,0.11251196265220642,0.04281038845647345,0.03731085546314716,0.9999999948777258,1.0,0.9999999911524355,1.0,0.050685795256868005,0.048118578270077705,0.0117481521215268,0.009846802800893784,0.011797783449992494,0.009873296599835157,0.0004899072569060081,0.0003246520063839853,0.9754667049273849,0.9995411038398743,0.05651899021177087,0.04206505045294762,-0.5669943331304239,-0.603875607252121,-0.009194379982318424,0.006540038622915745,0.12512465746840462,0.19134366512298584,0.625,1.0,0.08890540315769613,0.10632157325744629,0.02346643229248002,0.013794598169624805,0.08890541399887297,0.10632161796092987,0.006181264394626851,0.005477916914969683,-0.00625905312017494,-0.005512967007234693,0.9765625,1.0,0.0,0.0,0.006181264394626851,0.005477916914969683,0.9765625,1.0,-0.12359642270530458,-0.10929739102721214,0.006702059376152647,0.005562301492318511,0.009259176071282127,0.007820903090760112,0.35538476814775777,0.364687517285347,0.07744492229539901,0.07473258674144745,0.0022733498790580946,0.001779675658326596,0.027708020445643855,0.025480729527771473
state_only,0.25,0.7,0.7,0.03125,0.03125,0.006050607828001375,0.004906130721792579,0.9765624795109034,1.0,0.011703764460435195,0.009937246795743704,0.23591943562496454,0.21706319600343704,0.23497647186741233,0.2159668207168579,0.09535222168051405,0.0811605378985405,0.05165085855696816,0.03734113089740276,2.636772888826272,1.990536630153656,-0.00716024005367899,-0.00428581889718771,-0.3816481103131082,-0.4458363652229309,-0.381648107082583,-0.4458363652229309,0.050685795256868005,0.048118578270077705,0.0117481521215268,0.009846802800893784,0.011797783449992494,0.009873296599835157,0.0004899072569060081,0.0003246520063839853,0.9754667049273849,0.9995411038398743,0.05651899021177087,0.04206505045294762,-0.5669943331304239,-0.603875607252121,-0.009194379982318424,0.006540038622915745,0.12512465746840462,0.19134366512298584,0.625,1.0,0.08890540315769613,0.10632157325744629,0.02346643229248002,0.013794598169624805,0.08890541399887297,0.10632161796092987,0.006181264394626851,0.005477916914969683,-0.00625905312017494,-0.005512967007234693,0.9765625,1.0,0.0,0.0,0.005704352696056958,0.00507055688649416,0.9765625,1.0,-0.12359642270530458,-0.10929739102721214,0.006702059376152647,0.005562301492318511,0.009259176071282127,0.007820903090760112,0.35538476814775777,0.364687517285347,0.07744492229539901,0.07473258674144745,0.0022733498790580946,0.001779675658326596,0.027708020445643855,0.025480729527771473
time_only,0.25,0.7,0.7,0.03125,0.03125,0.0,0.0,0.0,0.0,0.050685795256868005,0.048118578270077705,0.23591943562496454,0.21706319600343704,0.24148570816032588,0.22604762017726898,-0.0027165772844455205,0.004497310612350702,-0.22144864903384587,-0.23539011180400848,0.07353023830364691,0.01468200096860528,0.06434781416874102,0.05669763870537281,0.9656456168740988,0.9867408871650696,0.9656456122174859,0.986740916967392,0.050685795256868005,0.048118578270077705,0.0117481521215268,0.009846802800893784,0.011797783449992494,0.009873296599835157,0.0004899072569060081,0.0003246520063839853,0.9754667049273849,0.9995411038398743,0.05651899021177087,0.04206505045294762,-0.5669943331304239,-0.603875607252121,-0.009194379982318424,0.006540038622915745,0.12512465746840462,0.19134366512298584,0.625,1.0,0.08890540315769613,0.10632157325744629,0.02346643229248002,0.013794598169624805,0.08890541399887297,0.10632161796092987,0.006181264394626851,0.005477916914969683,-0.00625905312017494,-0.005512967007234693,0.9765625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12359642270530458,-0.10929739102721214,0.006702059376152647,0.005562301492318511,0.009259176071282127,0.007820903090760112,0.35538476814775777,0.364687517285347,0.07744492229539901,0.07473258674144745,0.0022733498790580946,0.001779675658326596,0.027708020445643855,0.025480729527771473
anti_projected,0.3,0.7,0.7,0.03125,0.03125,0.007274505358964234,0.006542483577504754,-0.9765624813735485,-1.0,0.06152824917808175,0.05806353501975536,0.26805322256404907,0.25119349360466003,0.2748195421881974,0.25772686302661896,0.0006415519455913454,0.004737101495265961,-0.22837965379585512,-0.23846574872732162,0.03570387540094089,0.020081631373614073,0.06200526186785282,0.05889389477670193,0.8864035324659199,0.9322580099105835,0.8864035333972424,0.9322579801082611,0.05258863131166436,0.050642652437090874,0.013542203847464407,0.012541662435978651,0.013616528995953558,0.012584707699716091,0.0005716346850022092,0.00040431797970086336,0.9791794400662184,1.0019506812095642,0.046448955705272965,0.03769218549132347,-0.5591426879982464,-0.584206223487854,-0.005752675904204807,0.006894072517752647,0.05842101708276459,0.06792659685015678,0.625,1.0,0.04425656639796216,0.037521710619330406,0.020440619638975477,0.015364557038992643,0.04425657813408179,0.037521726451814175,0.007528826666202804,0.007291753776371479,-0.007638843300810549,-0.007346309721469879,0.9765625,1.0,0.0,0.0,-0.007638843300810549,-0.007346309721469879,0.0,0.0,-0.138615978663438,-0.13970720767974854,0.007596748688229127,0.007059239549562335,0.010879382329221698,0.009660147596150637,0.3402641853199384,0.3412977159023285,0.07967528441804461,0.07741864770650864,0.002179567783283015,0.0018641664064489305,0.026513396284495394,0.024630648083984852
donor_projected,0.3,0.7,0.7,0.03125,0.03125,0.0070998756200424396,0.006531666265800595,0.011843760063129594,0.0010989952133968472,0.05357282908516936,0.051441825926303864,0.26805322256404907,0.25119349360466003,0.2718571063596755,0.25444337725639343,0.027178247706615366,0.03133038803935051,-0.17713921013637446,-0.18759695440530777,0.19982382499074447,0.13543063402175903,0.04038896340311737,0.03310123831033707,0.9394637625664473,0.9592318832874298,0.9394637639634311,0.9592318534851074,0.05258863131166436,0.050642652437090874,0.013542203847464407,0.012541662435978651,0.013616528995953558,0.012584707699716091,0.0005716346850022092,0.00040431797970086336,0.9791794400662184,1.0019506812095642,0.046448955705272965,0.03769218549132347,-0.5591426879982464,-0.584206223487854,-0.005752675904204807,0.006894072517752647,0.05842101708276459,0.06792659685015678,0.625,1.0,0.04425656639796216,0.037521710619330406,0.020440619638975477,0.015364557038992643,0.04425657813408179,0.037521726451814175,0.007528826666202804,0.007291753776371479,-0.007638843300810549,-0.007346309721469879,0.9765625,1.0,0.0,0.0,-7.193589780385423e-05,-7.852960379750584e-06,0.4375,0.0,-0.138615978663438,-0.13970720767974854,0.007596748688229127,0.007059239549562335,0.010879382329221698,0.009660147596150637,0.3402641853199384,0.3412977159023285,0.07967528441804461,0.07741864770650864,0.002179567783283015,0.0018641664064489305,0.026513396284495394,0.024630648083984852
