source,time,field,observations,field_rms_mean,field_rms_median,jvp_rms_mean,jvp_rms_median,vjp_rms_mean,vjp_rms_median,antisymmetric_rms_mean,antisymmetric_rms_median,antisymmetric_over_jvp_rms_mean,antisymmetric_over_jvp_rms_median,antisymmetric_energy_fraction_mean,antisymmetric_energy_fraction_median,jvp_vjp_cosine_mean,jvp_vjp_cosine_median
strong_rollout,0.125,counterfactual_ratio_gap,8,0.02340744063258171,0.01834205351769924,0.030695918947458267,0.024052727967500687,0.030489260330796242,0.025631802156567574,0.02626209333539009,0.024025099352002144,0.9100520610809326,0.8676542043685913,0.21016940474510193,0.18073414266109467,0.5813738703727722,0.5317763686180115
strong_rollout,0.125,counterfactual_weak,8,1.1418620347976685,1.1381006240844727,1.2963677644729614,1.2946747541427612,1.2963773012161255,1.2947022914886475,0.023557839915156364,0.0231175497174263,0.01816949062049389,0.01785997860133648,8.334683661814779e-05,7.974581239977852e-05,0.9998332858085632,0.9998385310173035
strong_rollout,0.125,depth_gap,8,0.02205394208431244,0.016365375369787216,0.0292398352175951,0.023007960990071297,0.0289600882679224,0.024433841928839684,0.025251947343349457,0.02266012318432331,0.9319227933883667,0.8660790920257568,0.22487595677375793,0.1777302622795105,0.5522579550743103,0.5426015257835388
strong_rollout,0.125,ordinary_ig,8,1.1374446153640747,1.1356889009475708,1.2919872999191284,1.2912366390228271,1.2919865846633911,1.291343092918396,0.025031616911292076,0.01938123255968094,0.01937943883240223,0.015012074261903763,0.00011641450691968203,5.633923501591198e-05,0.9997672438621521,0.9998639822006226
strong_rollout,0.125,pfr,8,1.1366134881973267,1.1348155736923218,1.2910175323486328,1.2912483215332031,1.291011095046997,1.2913119792938232,0.02715173549950123,0.02198539674282074,0.021041210740804672,0.017033042386174202,0.0001311121741309762,7.252705108840019e-05,0.9997378587722778,0.9998318552970886
strong_rollout,0.125,pfr_revision,8,0.009982331655919552,0.009000030346214771,0.010868174955248833,0.011407743208110332,0.010626053437590599,0.010716276243329048,0.009302183985710144,0.009464631788432598,0.8533712029457092,0.8384121060371399,0.18585027754306793,0.18008147180080414,0.6297915577888489,0.6259319186210632
strong_rollout,0.125,strong,8,1.1387487649917603,1.136214017868042,1.2931445837020874,1.2928704023361206,1.2931581735610962,1.292876124382019,0.013952787965536118,0.010245196521282196,0.010789227671921253,0.007924379780888557,4.038105544168502e-05,1.56988826347515e-05,0.9999192357063293,0.9999617338180542
strong_rollout,0.125,weak,8,1.141289234161377,1.137479305267334,1.2956985235214233,1.2943593263626099,1.2957055568695068,1.2943894863128662,0.02238512597978115,0.02190757915377617,0.017274506390094757,0.01690090261399746,7.533624011557549e-05,7.140985690057278e-05,0.9998492002487183,0.9998527765274048
strong_rollout,0.25,counterfactual_ratio_gap,8,0.0761379525065422,0.05157655477523804,0.10415739566087723,0.09622877091169357,0.10102993249893188,0.08878862857818604,0.09898264706134796,0.08696801960468292,0.9666354060173035,0.9252424240112305,0.24050776660442352,0.22016359865665436,0.5202854871749878,0.5442698001861572
strong_rollout,0.25,counterfactual_weak,8,1.3020743131637573,1.2924996614456177,1.6950526237487793,1.6902705430984497,1.6950877904891968,1.6900323629379272,0.08070503920316696,0.0771259069442749,0.04758936166763306,0.04572564736008644,0.000572444696445018,0.0005227818037383258,0.9988551139831543,0.9989543557167053
strong_rollout,0.25,depth_gap,8,0.07412397116422653,0.048427220433950424,0.09980294108390808,0.09368313103914261,0.09714461863040924,0.08661022037267685,0.09179054200649261,0.08132947236299515,0.9416111707687378,0.8958754539489746,0.2273004949092865,0.20895563066005707,0.5467105507850647,0.5794650316238403
strong_rollout,0.25,ordinary_ig,8,1.309818983078003,1.3075600862503052,1.7113099098205566,1.7065929174423218,1.7105944156646729,1.7060245275497437,0.1087673157453537,0.09335844218730927,0.06344887614250183,0.05475474148988724,0.0011634156107902527,0.0007501650252379477,0.9976736307144165,0.9981534481048584
strong_rollout,0.25,pfr,8,1.3122121095657349,1.3113754987716675,1.7143237590789795,1.7099848985671997,1.7134594917297363,1.70912504196167,0.12134978920221329,0.10302507132291794,0.07068078964948654,0.06030935049057007,0.0014078204985707998,0.000910055183339864,0.9971848130226135,0.997831404209137
strong_rollout,0.25,pfr_revision,8,0.024900665506720543,0.023988474160432816,0.03787221014499664,0.03598058596253395,0.03748229518532753,0.03375128656625748,0.04149466007947922,0.034835971891880035,1.0874853134155273,1.054953932762146,0.29679644107818604,0.276481032371521,0.4089643061161041,0.44525909423828125
strong_rollout,0.25,strong,8,1.3053550720214844,1.303796410560608,1.7029016017913818,1.701019525527954,1.7026026248931885,1.7008613348007202,0.056973494589328766,0.04869817942380905,0.03340204432606697,0.028661949560046196,0.00034091848647221923,0.00020545104052871466,0.9993181824684143,0.9994862079620361
strong_rollout,0.25,weak,8,1.3033101558685303,1.2922451496124268,1.6962690353393555,1.6921888589859009,1.6962685585021973,1.69194757938385,0.07232904434204102,0.06834891438484192,0.04262536019086838,0.04028692841529846,0.00045814295299351215,0.0004057357436977327,0.9990836381912231,0.999133825302124
strong_rollout,0.375,counterfactual_ratio_gap,8,0.16608820855617523,0.12271706759929657,0.2817319631576538,0.2761898636817932,0.27994316816329956,0.2502427399158478,0.2782454490661621,0.28510570526123047,0.9949467778205872,0.9990670084953308,0.2503916919231415,0.24747903645038605,0.5001471042633057,0.50504469871521
strong_rollout,0.375,counterfactual_weak,8,1.5008138418197632,1.4891746044158936,2.26839017868042,2.2569494247436523,2.268700122833252,2.2590980529785156,0.2220328152179718,0.20996272563934326,0.09778783470392227,0.09362848848104477,0.0024129776284098625,0.002191574312746525,0.9951741695404053,0.995473325252533
strong_rollout,0.375,depth_gap,8,0.16545160114765167,0.12201639264822006,0.27386435866355896,0.2724934220314026,0.27406182885169983,0.2643338143825531,0.26687145233154297,0.27000635862350464,0.9823549389839172,0.981372594833374,0.24187466502189636,0.23812371492385864,0.5177572965621948,0.5117940306663513
