source,time,field,observations,field_rms_mean,field_rms_median,jvp_rms_mean,jvp_rms_median,vjp_rms_mean,vjp_rms_median,antisymmetric_rms_mean,antisymmetric_rms_median,antisymmetric_over_jvp_rms_mean,antisymmetric_over_jvp_rms_median,antisymmetric_energy_fraction_mean,antisymmetric_energy_fraction_median,jvp_vjp_cosine_mean,jvp_vjp_cosine_median
strong_rollout,0.375,ordinary_ig,8,1.513381838798523,1.500240445137024,2.322890281677246,2.286327600479126,2.321850299835205,2.287926435470581,0.3215917944908142,0.35225728154182434,0.13809561729431152,0.14889729022979736,0.004938058089464903,0.005539538338780403,0.9901292324066162,0.9884908199310303
strong_rollout,0.375,pfr,8,1.527429223060608,1.5146784782409668,2.340909719467163,2.3032443523406982,2.3397746086120605,2.3055272102355957,0.3456847369670868,0.3693098723888397,0.14732196927070618,0.15555505454540253,0.00558285228908062,0.006046063266694546,0.9888384938240051,0.9871560335159302
strong_rollout,0.375,pfr_revision,8,0.049779631197452545,0.050009336322546005,0.09629824757575989,0.08442222326993942,0.1075856164097786,0.10475512593984604,0.11583338677883148,0.11064138263463974,1.1937981843948364,1.1467888355255127,0.31069329380989075,0.2989672124385834,0.3843335509300232,0.3600049614906311
strong_rollout,0.375,strong,8,1.5046095848083496,1.496437430381775,2.2923245429992676,2.2701711654663086,2.2918577194213867,2.270890712738037,0.16930073499679565,0.19025872647762299,0.07370515167713165,0.08222067356109619,0.0014235671842470765,0.001689448137767613,0.997153639793396,0.9965079426765442
strong_rollout,0.375,weak,8,1.5088101625442505,1.4981714487075806,2.276732921600342,2.2639474868774414,2.277221441268921,2.263593912124634,0.20625601708889008,0.19473718106746674,0.09051959216594696,0.08613071590662003,0.0020663426257669926,0.0018533916445448995,0.9958673715591431,0.9962881803512573
strong_rollout,0.46875,counterfactual_ratio_gap,8,0.30031993985176086,0.2556613087654114,0.6636058688163757,0.5932273268699646,0.6681445240974426,0.5961387753486633,0.5902061462402344,0.5467398166656494,0.8977807760238647,0.9003483057022095,0.20201291143894196,0.20340518653392792,0.5962888598442078,0.5887395739555359
strong_rollout,0.46875,counterfactual_weak,8,1.6698540449142456,1.6589983701705933,2.8283629417419434,2.7996726036071777,2.8281846046447754,2.7986488342285156,0.4466584622859955,0.43625408411026,0.15784771740436554,0.1558232456445694,0.006254748906940222,0.0060724420472979546,0.9874906539916992,0.9873569011688232
strong_rollout,0.46875,depth_gap,8,0.30237671732902527,0.2602815628051758,0.6470974087715149,0.581296980381012,0.650314211845398,0.5764948129653931,0.5549952983856201,0.5175461173057556,0.8661390542984009,0.8771410584449768,0.1882551610469818,0.19385085999965668,0.623814582824707,0.6090281009674072
strong_rollout,0.46875,ordinary_ig,8,1.7131590843200684,1.6851016283035278,3.056328296661377,3.0905392169952393,3.061586618423462,3.100789785385132,0.7156188488006592,0.6848937273025513,0.23341451585292816,0.22056163847446442,0.014120644889771938,0.012179245240986347,0.9717793464660645,0.9716582298278809
strong_rollout,0.46875,pfr,8,1.7594331502914429,1.7305083274841309,3.1286425590515137,3.158071994781494,3.13525128364563,3.162076711654663,0.766714334487915,0.7186520099639893,0.24447840452194214,0.22691451013088226,0.015388434752821922,0.012891753576695919,0.9692484736442566,0.9704159498214722
strong_rollout,0.46875,pfr_revision,8,0.08319937437772751,0.08140897005796432,0.17349965870380402,0.15512226521968842,0.19262932240962982,0.1539570540189743,0.19266925752162933,0.13519947230815887,1.0762856006622314,0.9130356907844543,0.2601976990699768,0.2025863230228424,0.4849012494087219,0.5699134469032288
strong_rollout,0.46875,strong,8,1.687477469444275,1.6721043586730957,2.9283370971679688,2.8871688842773438,2.9304301738739014,2.90022611618042,0.3904745280742645,0.380980908870697,0.13320748507976532,0.12842735648155212,0.004674380645155907,0.004124936182051897,0.9906548857688904,0.9904052019119263
strong_rollout,0.46875,weak,8,1.6977934837341309,1.682062029838562,2.866469383239746,2.8369081020355225,2.865935802459717,2.8359949588775635,0.3996594548225403,0.3778308629989624,0.13929837942123413,0.13356620073318481,0.004881234373897314,0.004461050499230623,0.9902375936508179,0.9907399415969849
teacher,0.125,counterfactual_ratio_gap,8,0.0227509755641222,0.017813751474022865,0.03144724294543266,0.025041289627552032,0.03207157179713249,0.02826038748025894,0.02872334234416485,0.02505742944777012,0.9424824714660645,1.000644564628601,0.21946659684181213,0.22019635140895844,0.5638985633850098,0.5330305099487305
teacher,0.125,counterfactual_weak,8,1.1395792961120605,1.1408605575561523,1.2929149866104126,1.2929986715316772,1.2929173707962036,1.2929681539535522,0.025147324427962303,0.023950492963194847,0.019456956535577774,0.018449699506163597,9.654049790697172e-05,8.510192856192589e-05,0.9998069405555725,0.9998235702514648
teacher,0.125,depth_gap,8,0.020762920379638672,0.016102954745292664,0.030031561851501465,0.02335130237042904,0.030513010919094086,0.02677437849342823,0.02752314880490303,0.023751068860292435,0.9599109888076782,1.01178777217865,0.23107263445854187,0.2226904332637787,0.541523277759552,0.5582364797592163
teacher,0.125,ordinary_ig,8,1.140288233757019,1.1348299980163574,1.2940987348556519,1.291731595993042,1.2940911054611206,1.291468858718872,0.0265324879437685,0.020213115960359573,0.020472198724746704,0.015661604702472687,0.00012870471982751042,6.131757254479453e-05,0.9997426271438599,0.9998005628585815
teacher,0.125,pfr,8,1.139459252357483,1.1345999240875244,1.2930353879928589,1.2908494472503662,1.2930514812469482,1.2908297777175903,0.02915128506720066,0.02267109416425228,0.022523308172822,0.017571909353137016,0.00014929624740034342,7.71878330851905e-05,0.9997013807296753,0.99977046251297
teacher,0.125,pfr_revision,8,0.011561893858015537,0.008496812544763088,0.01152215525507927,0.01065979152917862,0.011843143031001091,0.010286484844982624,0.010182205587625504,0.009702090173959732,0.8805923461914062,0.8465260863304138,0.19047434628009796,0.1805601865053177,0.6201658248901367,0.6334242224693298
teacher,0.125,strong,8,1.1396656036376953,1.1369504928588867,1.2931532859802246,1.2929439544677734,1.2931430339813232,1.292967438697815,0.014234206639230251,0.009472579695284367,0.011002717539668083,0.007326365448534489,4.016294769826345e-05,1.341866300208494e-05,0.9999196529388428,0.9999478459358215
teacher,0.125,weak,8,1.1389597654342651,1.1405060291290283,1.2921823263168335,1.2928508520126343,1.2921960353851318,1.2928560972213745,0.023883884772658348,0.022413328289985657,0.01849248632788658,0.017270538955926895,8.773356967139989e-05,7.457074389094487e-05,0.999824583530426,0.9998450875282288
teacher,0.25,counterfactual_ratio_gap,8,0.07323595881462097,0.05652506649494171,0.10283266752958298,0.08984632790088654,0.10574985295534134,0.08514457195997238,0.09318873286247253,0.09344730526208878,0.9487383365631104,1.0235226154327393,0.22852450609207153,0.2543396055698395,0.5440632104873657,0.4828711152076721
teacher,0.25,counterfactual_weak,8,1.2946919202804565,1.289794921875,1.68650484085083,1.686951994895935,1.6865475177764893,1.6867501735687256,0.078375443816185,0.07685311138629913,0.04648883268237114,0.04522015526890755,0.0005447098519653082,0.0005111451609991491,0.9989106059074402,0.9988771080970764
teacher,0.25,depth_gap,8,0.07289700210094452,0.054720960557460785,0.09985890239477158,0.08629472553730011,0.10236692428588867,0.08086064457893372,0.08663478493690491,0.08712846785783768,0.9186862707138062,0.997991144657135,0.21695612370967865,0.24403201043605804,0.5673739910125732,0.5011289715766907
teacher,0.25,ordinary_ig,8,1.3150068521499634,1.3027390241622925,1.7212378978729248,1.702391505241394,1.7221029996871948,1.7026560306549072,0.10005325078964233,0.09835226088762283,0.057841457426548004,0.05775412544608116,0.0009150544065050781,0.0008339068153873086,0.998170793056488,0.9981395602226257
teacher,0.25,pfr,8,1.3154065608978271,1.3047890663146973,1.7211694717407227,1.704222559928894,1.7220289707183838,1.7039361000061035,0.11041630804538727,0.1070694625377655,0.06392353028059006,0.0627746656537056,0.0010982588864862919,0.0009852993534877896,0.9978042840957642,0.9976633787155151
teacher,0.25,pfr_revision,8,0.025374263525009155,0.022155972197651863,0.03290056437253952,0.027953647077083588,0.03330504521727562,0.02887532487511635,0.033700767904520035,0.028227249160408974,1.0089236497879028,0.949584424495697,0.2538100481033325,0.22115376591682434,0.49374374747276306,0.5438262820243835
teacher,0.25,strong,8,1.3051376342773438,1.3004586696624756,1.7046775817871094,1.69663667678833,1.7049944400787354,1.6969300508499146,0.051934707909822464,0.048266779631376266,0.030387140810489655,0.02838393673300743,0.00026646905462257564,0.00020138935360591859,0.999467134475708,0.9994497299194336
teacher,0.25,weak,8,1.294900894165039,1.2886669635772705,1.6860629320144653,1.6880673170089722,1.6860673427581787,1.6877111196517944,0.07054237276315689,0.06961248815059662,0.04185914248228073,0.040942106395959854,0.00044170048204250634,0.0004191021726001054,0.9991165995597839,0.9991044402122498
teacher,0.375,counterfactual_ratio_gap,8,0.17856243252754211,0.12167320400476456,0.30683791637420654,0.2712766230106354,0.30516478419303894,0.2698114216327667,0.2732590138912201,0.26129406690597534,0.9206960797309875,0.9797661900520325,0.21726834774017334,0.2353448122739792,0.5656429529190063,0.5170015692710876
teacher,0.375,counterfactual_weak,8,1.4886482954025269,1.4880393743515015,2.2496635913848877,2.245168685913086,2.249444007873535,2.243574380874634,0.2194758951663971,0.21938905119895935,0.09756826609373093,0.09743371605873108,0.0023838540073484182,0.0023724506609141827,0.995232343673706,0.9951557517051697
teacher,0.375,depth_gap,8,0.17837554216384888,0.1189078688621521,0.2970984876155853,0.2611434757709503,0.29534491896629333,0.25908365845680237,0.2530013918876648,0.2433910220861435,0.8825063109397888,0.9343836307525635,0.19998683035373688,0.2168332189321518,0.6002465486526489,0.5420320630073547
teacher,0.375,ordinary_ig,8,1.54354727268219,1.504778265953064,2.3704259395599365,2.2709367275238037,2.3691132068634033,2.2719366550445557,0.30548402667045593,0.3062273859977722,0.1284818798303604,0.11801058053970337,0.004302742891013622,0.0034822565503418446,0.9913955330848694,0.9905747175216675
teacher,0.375,pfr,8,1.5539616346359253,1.5182323455810547,2.3838093280792236,2.290463447570801,2.3827428817749023,2.291435480117798,0.33421579003334045,0.3271144926548004,0.13992717862129211,0.12642928957939148,0.00502503989264369,0.003996048588305712,0.989950954914093,0.9890682697296143
teacher,0.375,pfr_revision,8,0.05002265423536301,0.04483742639422417,0.08256345242261887,0.08138778805732727,0.08627678453922272,0.07967501133680344,0.08382398635149002,0.07529936730861664,1.0087007284164429,0.9251924753189087,0.2433086782693863,0.2174631953239441,0.5156092047691345,0.5614823698997498
teacher,0.375,strong,8,1.515861988067627,1.5009132623672485,2.310584306716919,2.2591123580932617,2.309903144836426,2.2589738368988037,0.16075728833675385,0.16231988370418549,0.06934935599565506,0.06890085339546204,0.0012814095243811607,0.001186977606266737,0.9974373579025269,0.9973995685577393
teacher,0.375,weak,8,1.4947457313537598,1.4971415996551514,2.255021572113037,2.2531673908233643,2.2548952102661133,2.2529544830322266,0.19499808549880981,0.19042666256427765,0.0864788293838501,0.08462773263454437,0.001874387264251709,0.0017909222515299916,0.9962512850761414,0.9962213635444641
teacher,0.46875,counterfactual_ratio_gap,8,0.3236425817012787,0.25573235750198364,0.6607948541641235,0.6279223561286926,0.6727445721626282,0.6221747994422913,0.5729959607124329,0.5457602739334106,0.8803214430809021,0.8766302466392517,0.1911756843328476,0.19224095344543457,0.6205610632896423,0.597540557384491
teacher,0.46875,counterfactual_weak,8,1.6551647186279297,1.6475920677185059,2.8319833278656006,2.8156638145446777,2.8361101150512695,2.8201441764831543,0.45642203092575073,0.41676196455955505,0.16134092211723328,0.14812996983528137,0.006714632268995047,0.005487868096679449,0.9865900278091431,0.988999605178833
teacher,0.46875,depth_gap,8,0.3242931365966797,0.2590227723121643,0.636673629283905,0.6063251495361328,0.6327716112136841,0.5980391502380371,0.5142080783843994,0.5135554075241089,0.8188889026641846,0.8555953502655029,0.17083825170993805,0.18686334788799286,0.6588189601898193,0.6244955062866211
teacher,0.46875,ordinary_ig,8,1.769961953163147,1.6709233522415161,3.171217441558838,2.9568541049957275,3.169329881668091,2.9893579483032227,0.6472492218017578,0.621690571308136,0.2065216600894928,0.2108815461397171,0.010867518372833729,0.011159989982843399,0.9782754778862,0.9768168330192566
teacher,0.46875,pfr,8,1.8102097511291504,1.7188066244125366,3.2360057830810547,3.035405158996582,3.245840549468994,3.171375274658203,0.7498135566711426,0.6986663341522217,0.2350674569606781,0.21915167570114136,0.014645138755440712,0.01199131179600954,0.9708465933799744,0.9735822677612305
teacher,0.46875,pfr_revision,8,0.08192310482263565,0.07988737523555756,0.1904420256614685,0.14911997318267822,0.2505280375480652,0.17114801704883575,0.27092811465263367,0.1565355509519577,1.3063594102859497,1.0256693363189697,0.2847592830657959,0.2441837638616562,0.444756418466568,0.46839839220046997
teacher,0.46875,strong,8,1.7123730182647705,1.6765851974487305,3.003199577331543,2.8648979663848877,3.002239227294922,2.874237537384033,0.3496299088001251,0.327547550201416,0.1171189621090889,0.11464214324951172,0.0034802034497261047,0.0032902343664318323,0.9930413961410522,0.9923853278160095
teacher,0.46875,weak,8,1.6793403625488281,1.6764590740203857,2.861781597137451,2.8556203842163086,2.8611998558044434,2.854708671569824,0.3841383159160614,0.3847087621688843,0.13425371050834656,0.135294109582901,0.0045103756710886955,0.004579631146043539,0.9909794330596924,0.990825891494751
