query,time,gamma_mean,gamma_median,horizon_mean,horizon_median,query_shift_rms_mean,query_shift_rms_median,query_shift_projected_cosine_mean,query_shift_projected_cosine_median,weak_revision_rms_mean,weak_revision_rms_median,gap_rms_mean,gap_rms_median,persistent_gap_rms_mean,persistent_gap_rms_median,weak_revision_gap_cosine_mean,weak_revision_gap_cosine_median,persistent_revision_cosine_mean,persistent_revision_cosine_median,projection_identity_ratio_mean,projection_identity_ratio_median,gap_distance_change_fraction_mean,gap_distance_change_fraction_median,weak_revision_projected_cosine_mean,weak_revision_projected_cosine_median,correction_projected_cosine_mean,correction_projected_cosine_median,temporal_response_rms_mean,temporal_response_rms_median,positive_spatial_response_rms_mean,positive_spatial_response_rms_median,spatial_odd_rms_mean,spatial_odd_rms_median,spatial_even_rms_mean,spatial_even_rms_median,odd_fraction_of_positive_spatial_mean,odd_fraction_of_positive_spatial_median,even_fraction_of_positive_spatial_mean,even_fraction_of_positive_spatial_median,temporal_spatial_cosine_mean,temporal_spatial_cosine_median,spatial_temporal_coefficient_mean,spatial_temporal_coefficient_median,spatial_parallel_rms_mean,spatial_parallel_rms_median,spatial_orthogonal_rms_mean,spatial_orthogonal_rms_median,spatial_parallel_energy_fraction_mean,spatial_parallel_energy_fraction_median,naive_cycle_error_rms_mean,naive_cycle_error_rms_median,compensated_cycle_error_rms_mean,compensated_cycle_error_rms_median,cycle_error_ratio_mean,cycle_error_ratio_median
donor_projected,0.4,0.7,0.7,0.03125,0.03125,0.010274342184857232,0.00958103546872735,0.012172528711744235,0.010400654748082161,0.05817908694734797,0.056880827993154526,0.3463879064656794,0.33692270517349243,0.3472940225619823,0.3347305804491043,0.06794075333891669,0.06402062624692917,-0.10400491131804301,-0.11130490899085999,0.4504423726039022,0.3800273537635803,0.010400088302048971,0.0075086967553943396,0.9126758077181876,0.9242036938667297,0.912675813306123,0.9242036938667297,0.056355765322223306,0.05488567240536213,0.01782214830564044,0.017239049077033997,0.017936022857611533,0.017268892377614975,0.0008741695376102143,0.0007063108496367931,1.0048023173585534,1.0040683150291443,0.048309311430784874,0.040203237906098366,-0.5183793609030545,-0.5270261764526367,-0.15914594489731826,-0.15791303664445877,0.009064359934200183,0.0086220926605165,0.015079543509273208,0.014234737493097782,0.28406505298335105,0.27775847911834717,0.08520051516825333,0.08383755385875702,0.0025419384483029717,0.0024042215663939714,0.02950385467556771,0.028654507361352444
orthogonal_projected,0.4,0.7,0.7,0.03125,0.03125,0.010274342135744519,0.009581034537404776,1.5779733075760305e-10,8.731149137020111e-11,0.058310199034167454,0.05637913756072521,0.3463879064656794,0.33692270517349243,0.3472956788027659,0.33454202115535736,0.0682953969881055,0.06385895982384682,-0.10396582608154858,-0.10995711386203766,0.45277737636934035,0.365973562002182,0.010326547220358862,0.006735797971487045,0.914600720629096,0.9276013374328613,0.9146007290109992,0.9276013076305389,0.056355765322223306,0.05488567240536213,0.01782214830564044,0.017239049077033997,0.017936022857611533,0.017268892377614975,0.0008741695376102143,0.0007063108496367931,1.0048023173585534,1.0040683150291443,0.048309311430784874,0.040203237906098366,-0.5183793609030545,-0.5270261764526367,-0.15914594489731826,-0.15791303664445877,0.009064359934200183,0.0086220926605165,0.015079543509273208,0.014234737493097782,0.28406505298335105,0.27775847911834717,0.08520051516825333,0.08383755385875702,0.0025419384483029717,0.0024042215663939714,0.02950385467556771,0.028654507361352444
projected,0.4,0.7,0.7,0.03125,0.03125,0.010274342189404706,0.009581035003066063,0.999999990221113,1.0,0.05011794893653132,0.04931620694696903,0.3463879064656794,0.33692270517349243,0.34626615361776203,0.33380283415317535,0.07432326116031618,0.07617701217532158,-0.07502978234697366,-0.07789397239685059,0.5535877189358871,0.48938849568367004,0.0034523800145507266,0.0004415943840285763,0.9999999813735485,1.0,0.9999999878928065,1.0,0.056355765322223306,0.05488567240536213,0.01782214830564044,0.017239049077033997,0.017936022857611533,0.017268892377614975,0.0008741695376102143,0.0007063108496367931,1.0048023173585534,1.0040683150291443,0.048309311430784874,0.040203237906098366,-0.5183793609030545,-0.5270261764526367,-0.15914594489731826,-0.15791303664445877,0.009064359934200183,0.0086220926605165,0.015079543509273208,0.014234737493097782,0.28406505298335105,0.27775847911834717,0.08520051516825333,0.08383755385875702,0.0025419384483029717,0.0024042215663939714,0.02950385467556771,0.028654507361352444
state_only,0.4,0.7,0.7,0.03125,0.03125,0.010274342189404706,0.009581035003066063,0.999999990221113,1.0,0.017362287262585596,0.01690212171524763,0.3463879064656794,0.33692270517349243,0.3476187181659043,0.33560341596603394,-0.03357760759172379,-0.033027367666363716,-0.08126011822241708,-0.08380375057458878,-0.6824524112744257,-0.7372418344020844,0.0059834622406356175,0.005016135750338435,-0.2231830785931379,-0.23609662801027298,-0.2231830799355521,-0.23609662801027298,0.056355765322223306,0.05488567240536213,0.01782214830564044,0.017239049077033997,0.017936022857611533,0.017268892377614975,0.0008741695376102143,0.0007063108496367931,1.0048023173585534,1.0040683150291443,0.048309311430784874,0.040203237906098366,-0.5183793609030545,-0.5270261764526367,-0.15914594489731826,-0.15791303664445877,0.009064359934200183,0.0086220926605165,0.015079543509273208,0.014234737493097782,0.28406505298335105,0.27775847911834717,0.08520051516825333,0.08383755385875702,0.0025419384483029717,0.0024042215663939714,0.02950385467556771,0.028654507361352444
time_only,0.4,0.7,0.7,0.03125,0.03125,0.0,0.0,0.0,0.0,0.056355765322223306,0.05488567240536213,0.3463879064656794,0.33692270517349243,0.34704271680675447,0.3342525511980057,0.07060385816294001,0.06262179464101791,-0.09657810534554301,-0.10929035022854805,0.495587149169296,0.38116970658302307,0.009028159705849248,0.006523904390633106,0.9434168566949666,0.9527666568756104,0.9434168571606278,0.952766627073288,0.056355765322223306,0.05488567240536213,0.01782214830564044,0.017239049077033997,0.017936022857611533,0.017268892377614975,0.0008741695376102143,0.0007063108496367931,1.0048023173585534,1.0040683150291443,0.048309311430784874,0.040203237906098366,-0.5183793609030545,-0.5270261764526367,-0.15914594489731826,-0.15791303664445877,0.009064359934200183,0.0086220926605165,0.015079543509273208,0.014234737493097782,0.28406505298335105,0.27775847911834717,0.08520051516825333,0.08383755385875702,0.0025419384483029717,0.0024042215663939714,0.02950385467556771,0.028654507361352444
anti_projected,0.46875,0.7,0.7,0.03125,0.03125,0.013521473367291037,0.013125942088663578,-0.9999999916180968,-1.0,0.07222773222019896,0.07043695077300072,0.4095993577502668,0.40427714586257935,0.4085260285064578,0.40516503155231476,0.10120107853435911,0.09454822540283203,-0.07760237994443742,-0.08693405985832214,0.6110196984736831,0.5267555117607117,-0.0008899335186924873,-0.0015152819105423987,0.773913951124996,0.786916971206665,0.7739139501354657,0.786916971206665,0.059290410077665,0.05868611857295036,0.022214594937395304,0.02222522720694542,0.022344410674122628,0.02244151197373867,0.001201492166501339,0.001083283277694136,1.0052530937828124,1.0057002305984497,0.052055143809411675,0.046989597380161285,-0.4433131536934525,-0.453424796462059,-0.16232519652112387,-0.15829652547836304,0.009665241674156277,0.009233749937266111,0.019739805185963633,0.019876168109476566,0.21230229212960694,0.20559407025575638,0.09152498788898811,0.09137213602662086,0.00305311503871053,0.0029452445451170206,0.03310255143151153,0.03204410523176193
donor_projected,0.46875,0.7,0.7,0.03125,0.03125,0.01352147344732657,0.013125942554324865,0.01165473116816429,0.010723056737333536,0.062138260633219033,0.06118402257561684,0.4095993577502668,0.40427714586257935,0.40845780330710113,0.40443456172943115,0.09344998290180229,0.09151306003332138,-0.06131287901371252,-0.06141718849539757,0.6555970653607801,0.5952983498573303,-0.0022026335108762396,-0.004768759710714221,0.8803288359194994,0.8853985667228699,0.8803288438357413,0.8853985667228699,0.059290410077665,0.05868611857295036,0.022214594937395304,0.02222522720694542,0.022344410674122628,0.02244151197373867,0.001201492166501339,0.001083283277694136,1.0052530937828124,1.0057002305984497,0.052055143809411675,0.046989597380161285,-0.4433131536934525,-0.453424796462059,-0.16232519652112387,-0.15829652547836304,0.009665241674156277,0.009233749937266111,0.019739805185963633,0.019876168109476566,0.21230229212960694,0.20559407025575638,0.09152498788898811,0.09137213602662086,0.00305311503871053,0.0029452445451170206,0.03310255143151153,0.03204410523176193
orthogonal_projected,0.46875,0.7,0.7,0.03125,0.03125,0.013521473407308804,0.013125942088663578,-5.547917680814862e-11,0.0,0.06220429058885202,0.06122562661767006,0.4095993577502668,0.40427714586257935,0.408441252540797,0.4043114185333252,0.09403078214381821,0.09908460825681686,-0.06084529887448298,-0.06006194278597832,0.6596062977114343,0.6065611839294434,-0.0023730528967575992,-0.006332968594506383,0.8816097383387387,0.8875080347061157,0.8816097360104322,0.8875080645084381,0.059290410077665,0.05868611857295036,0.022214594937395304,0.02222522720694542,0.022344410674122628,0.02244151197373867,0.001201492166501339,0.001083283277694136,1.0052530937828124,1.0057002305984497,0.052055143809411675,0.046989597380161285,-0.4433131536934525,-0.453424796462059,-0.16232519652112387,-0.15829652547836304,0.009665241674156277,0.009233749937266111,0.019739805185963633,0.019876168109476566,0.21230229212960694,0.20559407025575638,0.09152498788898811,0.09137213602662086,0.00305311503871053,0.0029452445451170206,0.03310255143151153,0.03204410523176193
projected,0.46875,0.7,0.7,0.03125,0.03125,0.013521473367291037,0.013125942088663578,0.9999999916180968,1.0,0.05383822679868899,0.05374831520020962,0.4095993577502668,0.40427714586257935,0.4089436219073832,0.4033699184656143,0.07541706146730576,0.06977861374616623,-0.058955764026904944,-0.05885735712945461,0.5840052049970836,0.5634673833847046,-0.0008840183975280524,-0.0014804358361288905,0.9999999837018549,1.0,0.9999999878928065,1.0,0.059290410077665,0.05868611857295036,0.022214594937395304,0.02222522720694542,0.022344410674122628,0.02244151197373867,0.001201492166501339,0.001083283277694136,1.0052530937828124,1.0057002305984497,0.052055143809411675,0.046989597380161285,-0.4433131536934525,-0.453424796462059,-0.16232519652112387,-0.15829652547836304,0.009665241674156277,0.009233749937266111,0.019739805185963633,0.019876168109476566,0.21230229212960694,0.20559407025575638,0.09152498788898811,0.09137213602662086,0.00305311503871053,0.0029452445451170206,0.03310255143151153,0.03204410523176193
state_only,0.46875,0.7,0.7,0.03125,0.03125,0.013521473367291037,0.013125942088663578,0.9999999916180968,1.0,0.02181153114361223,0.021647516638040543,0.4095993577502668,0.40427714586257935,0.41264841612428427,0.40587054193019867,-0.10431737813269137,-0.09176817536354065,-0.15503747314141947,-0.14499328285455704,-2.0145870026535704,-2.051951766014099,0.013856578146672405,0.01270034583285451,-0.05950960933114402,-0.06532051041722298,-0.05950961159760482,-0.06532051414251328,0.059290410077665,0.05868611857295036,0.022214594937395304,0.02222522720694542,0.022344410674122628,0.02244151197373867,0.001201492166501339,0.001083283277694136,1.0052530937828124,1.0057002305984497,0.052055143809411675,0.046989597380161285,-0.4433131536934525,-0.453424796462059,-0.16232519652112387,-0.15829652547836304,0.009665241674156277,0.009233749937266111,0.019739805185963633,0.019876168109476566,0.21230229212960694,0.20559407025575638,0.09152498788898811,0.09137213602662086,0.00305311503871053,0.0029452445451170206,0.03310255143151153,0.03204410523176193
time_only,0.46875,0.7,0.7,0.03125,0.03125,0.0,0.0,0.0,0.0,0.059290410077665,0.05868611857295036,0.4095993577502668,0.40427714586257935,0.4080869033932686,0.40394505858421326,0.09829381975578144,0.1032395288348198,-0.049846764813992195,-0.048912012949585915,0.7364399317193602,0.6765473186969757,-0.003943197030139345,-0.00803177454508841,0.9219027715735137,0.9293764233589172,0.9219027766957879,0.9293763637542725,0.059290410077665,0.05868611857295036,0.022214594937395304,0.02222522720694542,0.022344410674122628,0.02244151197373867,0.001201492166501339,0.001083283277694136,1.0052530937828124,1.0057002305984497,0.052055143809411675,0.046989597380161285,-0.4433131536934525,-0.453424796462059,-0.16232519652112387,-0.15829652547836304,0.009665241674156277,0.009233749937266111,0.019739805185963633,0.019876168109476566,0.21230229212960694,0.20559407025575638,0.09152498788898811,0.09137213602662086,0.00305311503871053,0.0029452445451170206,0.03310255143151153,0.03204410523176193
