checkpoint_step,bank_size_per_split,trials,ema_current_cos_mean,ema_current_cos_std,current_ab_cos_mean,current_ab_cos_std,current_over_ema_norm_ratio,cov_over_mean_norm_ema,cov_over_mean_norm_current
5000,5000,5,0.8400881975664497,0.03251161944989273,0.9403395087977104,0.027115606806422003,0.37207284511255445,169.9762479716259,95.90031183585295
9999,5000,5,0.7653742120925516,0.03891516021020744,0.8741540432265171,0.07075024442580917,0.42179294063406536,170.59943189523906,106.03915586831567
9999,10000,10,0.7963177303864869,0.06886653997501384,0.9526038834738448,0.021127430493967123,0.8866992889391293,171.94151403198265,145.15681610832485
