checkpoint_step,bank_size_per_split,ema_to_fresh_fd_per_dim,fresh_split_fd_per_dim,ema_to_fresh_mean_mahal_sq,fresh_split_mean_mahal_sq,ema_to_fresh_cov_logeig_rms,fresh_split_cov_logeig_rms
5000,5000,1.2559319543160161,0.4963482147588949,108.6932654815808,1.4236089332176145,4.837796014157922,1.1312350847599106
9999,5000,1.453683672127186,1.1614272946130768,67.36269045276144,2.379649236257122,4.406639694345588,1.394382126719871
9999,10000,1.4351238610018564,0.3297896081452394,66.63087039428876,0.6589008236819953,4.29013344411397,0.9321215869319028
