moment_source,real_count,fake_count,total_fd,covariance_term,covariance_fraction,top1_share,top16_share,top128_share,top256_share,modes_for_50pct,modes_for_90pct,participation_ratio,entropy_effective_rank,low_eigenvalue_share,high_eigenvalue_share
current_full,20000,20000,223.7401885986328,222.68997192382812,0.9953060746192932,0.016024298849761188,0.08547335687556915,0.32415972021664796,0.4833256488771687,273,968,615.5492208689151,1014.2948428931909,0.4837149232493297,0.5162850767506703
checkpoint_ema,-1,-1,257.1423645019531,256.54632568359375,0.9976820945739746,0.009383691089739958,0.09369465943901563,0.3746666878002054,0.536554383067742,223,889,554.3010653560486,902.7923502329595,0.37406897162924435,0.6259310283707553
