beta,degrees_per_step,current_fd,naive_ema_final_fd,naive_to_current_ratio,transported_to_current_ratio
0.99,0.0,1.4201027046517045,1.4201027046517045,1.0,1.0
0.99,0.1,1.4201027046517045,1.3039541001585258,0.9182111236654074,0.9999999999999993
0.99,0.5,1.4201027046517045,0.651780359291566,0.4589670572111347,1.000000000000003
0.99,1.0,1.4201027046517045,0.33436486651483865,0.23545118632588286,1.0000000000000067
0.99,5.0,1.4201027046517045,0.1130265320023133,0.07959039274559672,1.0000000000000029
0.99,15.0,1.4201027046517045,0.10221565541388912,0.07197764998198396,1.0000000000000024
0.99,45.0,1.4201027046517045,0.10100165764672914,0.0711227838070352,0.9999999999999977
0.99,90.0,1.4201027046517045,0.10089061231767975,0.07104458852673212,1.0
