arm,family,role,strength,fid,full_calls_per_image,prefix_calls_per_image,sum_batch_gpu_seconds,complete
ig_internal_original_00,ig_internal_original,control,0.8,65.4028139649493,128.0,0.0,97.92146068904549,True
ig_internal_native_00,ig_internal_native,control,0.8,65.000022387777,128.0,0.0,99.7122542783618,True
ig_internal_clt_00,ig_internal_clt,candidate,0.8,65.65136162395311,128.0,0.0,101.54029907472432,True
