model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
jit,cfg,baseline,1000,38.45721153895761,,61.39946937561035,cfg,0.0,200,316.2736946097575,1.0
jit,cfg_log_k02_w1,log,1000,40.66234921513768,,57.86246757507324,cfg,2.2051376761800725,400,637.6838008863851,2.016240401128547
jit,cfg_equal_nfe,baseline,1000,38.620403338088806,,60.02308807373047,cfg,0.16319179913119797,400,631.0724331312813,1.9953364566406522
