model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
sit,strong_sg_e64_w1,sg,1000,88.98376667015765,226.59070066797403,27.407089233398438,,,127,67.11991707934067,
sit,strong_sg_e96_w1,sg,1000,88.2001623936464,226.0122902686171,27.560455322265625,,,191,93.51080542104319,
