rank,condition,batch_start,batch_end,active_frequency_steps,mean_frequency_direction_rms,mean_frequency_model_gap_cosine
2,no_ig,0,1,0,0.0,0.0
2,scalar_ig,0,1,0,0.0,0.0
2,freq_alpha_m0p5,0,1,69,0.2481414573247548,0.40717278603868473
2,freq_alpha_0p5,0,1,69,0.23710962121629053,0.3447812819799458
2,freq_alpha_1,0,1,69,0.21334238192324093,0.3246419227014268
