rank,condition,batch_start,batch_end,active_frequency_steps,mean_frequency_direction_rms,mean_frequency_model_gap_cosine
3,no_ig,0,1,0,0.0,0.0
3,scalar_ig,0,1,0,0.0,0.0
3,freq_alpha_m0p5,0,1,69,0.21371300278281039,0.32358557924739534
3,freq_alpha_0p5,0,1,69,0.196952848397888,0.30757012948533957
3,freq_alpha_1,0,1,69,0.1821379280490425,0.29332334513509717
