experiment,metric_file,branch,fid,inception_score,sfid,sample_sha256,sample_path
raev2_pfr_potential_preserving_v1,fid1k_seed20260908_official_metrics.json,shared_add_r0p05,38.04119763801714,61.476309585571286,,a036dc9b0d83bf21176f43b6105028988e43147b9a7b3457e55c1ff74c3e45c3,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_shared_retiming_v1/fid1k_seed20260908/shared_h0p03125_r0p05/samples.npz
raev2_pfr_potential_preserving_v1,fid1k_seed20260908_official_metrics.json,plain_add_r1,52.617848017855295,61.559912872314456,,dfe643dc806ecf88c03b95030b1a9806e9c5903b03af16a8b2bc5b346002d030,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_potential_preserving_v1/fid1k_seed20260908_additive/plain_add_r1/samples.npz
raev2_pfr_potential_preserving_v1,fid1k_seed20260908_official_metrics.json,shared_add_r1,50.456512371206315,64.42176399230956,,db2513d864b7f60ceea85dae4d36b01b2a2c3de6a8a5619d1e2f61333b14b8a7,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_shared_retiming_v1/fid1k_seed20260908/shared_h0p03125_r1/samples.npz
raev2_pfr_potential_preserving_v1,fid1k_seed20260908_official_metrics.json,plain_angular_r1,39.279045527017445,63.13214454650879,,38957d1d2bcf31a03f76db541701431d5dd56dd680b5d332fdbc1254e60cbd67,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_potential_preserving_v1/fid1k_seed20260908_angular/plain_angular_r1/samples.npz
raev2_pfr_potential_preserving_v1,fid1k_seed20260908_official_metrics.json,shared_angular_r1,39.295295351130164,64.10079040527344,,38a9c4a261ccef823c50b2d9f7d2f9d3e57a14f565779d3870946247cdf02626,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_potential_preserving_v1/fid1k_seed20260908_angular/shared_angular_r1/samples.npz
raev2_pfr_information_matched_v1,fid1k_fp32_seed20260910/official_metrics.csv,ig_s1p78,38.48540475239258,57.30660285949707,,d2616a0788c87dcd3eead47c711bb64691a883d908a78f6113192a67321044c8,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_information_matched_v1/fid1k_fp32_seed20260910/ig_s1p78/samples.npz
raev2_pfr_information_matched_v1,fid1k_fp32_seed20260910/official_metrics.csv,info_h0p00390625_r1,38.95587390927267,64.58081398010253,,1151bac74d588c1e5dbfe7158edef61f4fd4cf39044fb03267c46b1391a84d9c,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_information_matched_v1/fid1k_fp32_seed20260910/info_h0p00390625_r1/samples.npz
raev2_pfr_information_matched_v1,fid1k_fp32_seed20260910/official_metrics.json,ig_s1p78,38.48540475239258,57.30660285949707,,d2616a0788c87dcd3eead47c711bb64691a883d908a78f6113192a67321044c8,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_information_matched_v1/fid1k_fp32_seed20260910/ig_s1p78/samples.npz
raev2_pfr_information_matched_v1,fid1k_fp32_seed20260910/official_metrics.json,info_h0p00390625_r1,38.95587390927267,64.58081398010253,,1151bac74d588c1e5dbfe7158edef61f4fd4cf39044fb03267c46b1391a84d9c,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_information_matched_v1/fid1k_fp32_seed20260910/info_h0p00390625_r1/samples.npz
raev2_pfr_ou_polar_v1,fid1k_seed20260903/ordinary_ig/official_metrics.json,ordinary_ig,38.91930943452252,59.68351669311524,,d0e423b60f2f2cb2820d1ac2400ce1fb33561a92f5645af3528cbfaf9b3700f0,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_ou_polar_v1/fid1k_seed20260903/ordinary_ig/samples.npz
raev2_pfr_ou_polar_v1,fid1k_seed20260903/ou_common/official_metrics.json,ou_common,38.60782575272856,62.01373443603516,,e113dd302b944bafec2f673faa958c861623f559a93256e298aab6c1451cb065,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_ou_polar_v1/fid1k_seed20260903/ou_common/samples.npz
raev2_pfr_ou_polar_v1,fid1k_seed20260903/ou_polar/official_metrics.json,ou_polar,38.696530983738,63.021232986450194,,8c8b73eaea0ba58922475a7dc6be6ffc7acefb178f48314a59912fbf3cf4f017,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_ou_polar_v1/fid1k_seed20260903/ou_polar/samples.npz
raev2_pfr_ou_polar_v1,fid1k_seed20260903/raw_pfr/official_metrics.json,raw_pfr,38.41692166915993,63.17433471679688,,641a05d4c609bafb1a3f6a5527b474726c8b07fc43fe8ac0543ec228b271431d,/data/users/zhoushunyu/eqvae/experiments/raev2_pfr_ou_polar_v1/fid1k_seed20260903/raw_pfr/samples.npz
