horizon,normalized_x1,normalized_x2,local_gap_x1,local_gap_x2,error
0.5,0.8000000000000003,-0.42599999999999993,0.8,0.006000000000000061,0.432
0.25,0.7999999999999998,-0.18599999999999994,0.8,0.006000000000000061,0.192
0.125,0.7999999999999998,-0.08400000000000007,0.8,0.006000000000000061,0.09000000000000014
0.0625,0.8000000000000007,-0.03750000000000053,0.8,0.006000000000000061,0.043500000000000594
0.03125,0.8000000000000007,-0.015374999999998806,0.8,0.006000000000000061,0.021374999999998867
0.015625,0.7999999999999972,-0.004593749999997954,0.8,0.006000000000000061,0.010593749999998014
0.0078125,0.7999999999999972,0.0007265624999988063,0.8,0.006000000000000061,0.0052734375000012546
0.00390625,0.8000000000000114,0.003369140624997158,0.8,0.006000000000000061,0.002630859375002903
