t,guidance_multiplier,expected_gap_squared,max_identity_error,max_absolute_density_defect
0.2,1.0,4.838574147349023,3.838944717671211e-10,0.0
0.2,1.5,4.041587875059777,5.078342191211505e-10,3.568329534475791
0.2,3.0,2.567339371652735,1.7012631303714443e-09,30.758009030916888
0.5,1.0,1.1284546198113865,9.309957249570289e-10,0.0
0.5,1.5,0.5765952685033849,2.1825741214342997e-09,30.287553266786027
0.5,3.0,0.18464805693577707,3.686466243379982e-09,244.65210940369383
0.8,1.0,0.0021437761759322584,1.1435806375933073e-09,0.0
0.8,1.5,0.0009614002707168122,3.754550448320515e-09,47.99711579918783
0.8,3.0,0.0002860091910676448,5.416040949057788e-09,383.9931357794142
