sample_id,label,index,noise_time,future_time,pullback_raw_cosine,pullback_current_cosine,raw_current_cosine,k4_k8_cosine,norm_ratio,finite_work_relative_error,work_current,work_raw_future,work_pullback,pullback_rms,future_gap_rms
0,0,20,0.9696969985961914,0.9384469985961914,0.7698569338170619,0.5578671369772156,0.645373194284179,0.9974646712350247,1.0,0.0841930996701472,0.03088181692980593,0.042616925308929486,0.05535694198657593,0.3597424030303955,0.19200783967971802
0,0,47,0.9002123475074768,0.8689623475074768,0.9802829119883834,0.9286825597056637,0.9410974949129918,0.9999505615173535,1.0000001192092896,0.0001542343462938913,0.04153483287844256,0.04384263665656998,0.04472447186733158,0.218533456325531,0.2016969472169876
0,0,73,0.7474048137664795,0.7161548137664795,0.9982145216473977,0.9928835355444937,0.993254943882082,0.9999996785190225,0.9999999403953552,2.3404342873478953e-07,0.03514258387410043,0.03533127337095898,0.03539446518893516,0.18594853579998016,0.18789224326610565
1,137,20,0.9696969985961914,0.9384469985961914,0.7837468044493622,0.6208613235937543,0.7248437850209529,0.9984938801575223,1.0000001192092896,0.025950832475198377,0.030101525048427023,0.03799878309087072,0.04848349420983989,0.32106783986091614,0.18461616337299347
1,137,47,0.9002123475074768,0.8689623475074768,0.9819064645583456,0.9490921773823733,0.956072959021516,0.9998840881850928,1.0000001192092896,0.0017251707652151912,0.04102330047154375,0.042441654231309606,0.04322372710550258,0.21436460316181183,0.19940422475337982
1,137,73,0.7474048137664795,0.7161548137664795,0.9975988084846615,0.9922328401568512,0.9936164126821307,0.9999991764421122,1.0,1.5913413039419166e-06,0.035348187312514254,0.0355393491131996,0.03562489071226917,0.18744966387748718,0.18875345587730408
2,274,20,0.9696969985961914,0.9384469985961914,0.637300187560652,0.3869667219709594,0.4797017642389835,0.9986215899698513,1.0,0.21165063486421717,0.03975265298165807,0.06546912808597712,0.10272887529572859,0.5677417516708374,0.21653024852275848
2,274,47,0.9002123475074768,0.8689623475074768,0.9692919696285507,0.9189226800154447,0.9349039820266364,0.999905399746469,1.0,0.007366562575889619,0.040693408801753504,0.042923956858001266,0.044283821659084,0.21662862598896027,0.19846029579639435
2,274,73,0.7474048137664795,0.7161548137664795,0.9983039909472469,0.9925401637305556,0.9930601442592956,0.999999710437369,1.0,9.534418286086256e-08,0.03369392707618257,0.03388959455268581,0.03394716889052943,0.18240702152252197,0.18410882353782654
3,411,20,0.9696969985961914,0.9384469985961914,0.8164952556708651,0.585418085098385,0.6648162175581955,0.9953680422435758,1.0,0.06577143295300127,0.018972312892913866,0.0264610940180504,0.03240814378121733,0.2721909284591675,0.16666242480278015
3,411,47,0.9002123475074768,0.8689623475074768,0.9582151218759131,0.8805365468714814,0.9129824167973595,0.9996324217156173,0.9999999403953552,0.002083110600517121,0.044682749738612554,0.04862454465450098,0.05074491036689319,0.2409372478723526,0.2118135690689087
3,411,73,0.7474048137664795,0.7161548137664795,0.9972885764201362,0.9913437205870756,0.9928744991880685,0.9999992805245386,0.9999999403953552,1.984821860424951e-06,0.04260894877698479,0.04286446799406342,0.04298100174123832,0.20580416917800903,0.20631667971611023
4,548,20,0.9696969985961914,0.9384469985961914,0.7966276837259121,0.6027431784910888,0.6928115993571006,0.9918012418980706,1.0,0.024225888528100686,0.04131262917062725,0.054601663590741686,0.06854101384938052,0.3720977306365967,0.21948233246803284
4,548,47,0.9002123475074768,0.8689623475074768,0.9769488128790834,0.9225345404482266,0.935133287111948,0.9999135552941016,0.9999999403953552,0.0003209275571316518,0.05486115502873488,0.05809705933241173,0.05946785595166527,0.2513279914855957,0.23203852772712708
4,548,73,0.7474048137664795,0.7161548137664795,0.9980450060191408,0.993544098300464,0.9941984932468272,0.9999997310676375,1.0,4.2081902388219025e-07,0.048024030823421236,0.04824158611588786,0.04833608105095663,0.21755826473236084,0.2185135781764984
5,685,20,0.9696969985961914,0.9384469985961914,0.8972989552963904,0.7241933747050256,0.7613387815985461,0.9978424816438096,1.0,0.0008978784082465509,0.05124209783097273,0.06349061519896065,0.07075747706807925,0.33384618163108826,0.25099578499794006
5,685,47,0.9002123475074768,0.8689623475074768,0.9663365433389625,0.9238969145955582,0.9508803766499672,0.9999129368335306,1.0000001192092896,0.001307406764244318,0.06978496288107369,0.07299056550571036,0.07553328251805816,0.2850445508956909,0.25684380531311035
5,685,73,0.7474048137664795,0.7161548137664795,0.9982383628218869,0.9934560868253257,0.9941360647728676,0.9999997223838645,1.0000001192092896,4.4055006744908283e-07,0.0505494653803283,0.05079280066096717,0.05088243867681223,0.22238284349441528,0.2243914008140564
