arm,method,early,late,iterations,samples,seed,fid,noise_sha256,label_sha256,sample_sha256,sum_batch_gpu_seconds,run,source
a070_080_iter2,,,,,1000,,,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,1ddf1b14c206b8c3d426e7dd4f72728e8fd8f1341ca8a23792f9a8d1acdc6714,321.72396294632927,small_sit_best_lifting_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_best_lifting_sweep_20260909/a070_080_iter2/result.json
a080_090_iter1,,,,,1000,,,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,d96ca19e4a8d1793e3298106475c2533827026992ec2212cb4777509255c4944,231.543838434387,small_sit_best_lifting_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_best_lifting_sweep_20260909/a080_090_iter1/result.json
a080_090_iter2,,,,,1000,,,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6aa4c6080d11cc255b09510fbfa8fa13c83f5a8d227e98b4dbdcb4ad91b48010,312.9805723801255,small_sit_best_lifting_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_best_lifting_sweep_20260909/a080_090_iter2/result.json
a035_constant,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,6aa2ea53fd933327315f19ac372325d474090ed06b574faf501e7a778b389add,249.2580882194452,small_sit_lifting_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_lifting_20260909/a035_constant/result.json
a035_cut02,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,ac53377affe1d70a0763bc165e8bb4644c655cc220bfb6434864949016675266,219.55930240871385,small_sit_lifting_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_lifting_20260909/a035_cut02/result.json
a035_cut05,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,132259016c4d05b369512ecdd321b923056b676c1b0ec425f1dc5972ff215503,156.82757239649072,small_sit_lifting_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_lifting_20260909/a035_cut05/result.json
a078_constant,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,91a9a44f6c8abce41c101eac0b69946f3279aa74e44c63b38d09fcd295c46425,245.33675367897376,small_sit_lifting_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_lifting_20260909/a078_constant/result.json
ig035_cut02,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,1dd5497eb042fd95def8bde5008a734b5b41f5564240adf2c559c028daacd150,78.08962313272059,small_sit_two_stage_ig_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_20260909/ig035_cut02/result.json
ig035_cut05,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,c1e0113d0cf156fde8eec4357f40a2b3bab69ee2ceb2ed402d2b5f9e334438e5,77.55082882428542,small_sit_two_stage_ig_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_20260909/ig035_cut05/result.json
ig050_cut02,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b360fa4c73fde7b9a9cba0f58a7a87a700363bf153914f4fabdd21028cbbae52,76.97123307036236,small_sit_two_stage_ig_strength_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_strength_20260909/ig050_cut02/result.json
ig050_cut05,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,303283bfb6bc6880001351315ceb945166a5414fd54be914b7950634ca20394c,76.70828877249733,small_sit_two_stage_ig_strength_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_strength_20260909/ig050_cut05/result.json
ig065_cut02,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,5ff00991e7bdec39b8f0d5662217f946a3f7a42a8357f8f5d87450c5d5366d0b,78.71350044710562,small_sit_two_stage_ig_strength_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_strength_20260909/ig065_cut02/result.json
ig065_cut05,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,0b46b831660083b9c813d743aa1295d8b06a832e84c1f2a77abd8386b8f9a293,76.49005279876292,small_sit_two_stage_ig_strength_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_strength_20260909/ig065_cut05/result.json
ig078_cut02,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,497ddc4323fe9f61a5b782508dc6c42f49bbc96695895031452eae9bcd582676,79.68004475254565,small_sit_two_stage_ig_strength_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_strength_20260909/ig078_cut02/result.json
ig078_cut05,,,,,1000,,,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,d643497177ccaa6d22d071934f7767e5a2567c22eaf48fb71bfdbacd7fc81697,78.10072273854166,small_sit_two_stage_ig_strength_20260909,/home/zhoushunyu/data/eqvae/experiments/small_sit_two_stage_ig_strength_20260909/ig078_cut05/result.json
a078_constant,"{'branch': 'a078_constant', 'sample_path': '/data/users/zhoushunyu/eqvae/experiments/ig_capacity_lifting_fourcard_20260908/a078_constant/samples.npz', 'sample_sha256': '44bd2b38881f4d183459f4a570c76365d7be40f76b9f238b5c726b6ea27da771', 'fid_reference': 'imagenet_256_fid_stats', 'evaluator_root': '/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals', 'evaluator_commit': '19dfb4c2705333eb8b97e454fb354d47d1fe135b', 'inception_score': 59.05422592163086, 'fid': 38.46847639944872}",,,,1000,,,,,,2785.7450336776674,ig_capacity_lifting_fourcard_20260908,/home/zhoushunyu/data/eqvae/experiments/ig_capacity_lifting_fourcard_20260908/a078_constant/result.json
a050_constant,"{'branch': 'a050_constant', 'sample_path': '/data/users/zhoushunyu/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a050_constant/samples.npz', 'sample_sha256': '8d687e166e1c541c538588ed2880636fd30a415f63aebfa6461e386d3ba17506', 'fid_reference': 'imagenet_256_fid_stats', 'evaluator_root': '/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals', 'evaluator_commit': '19dfb4c2705333eb8b97e454fb354d47d1fe135b', 'inception_score': 58.57811508178711, 'fid': 38.737965117464455}",,,,1000,,,,,,2768.49082285678,ig_capacity_lifting_constant_fourcard_20260908,/home/zhoushunyu/data/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a050_constant/result.json
a065_constant,"{'branch': 'a065_constant', 'sample_path': '/data/users/zhoushunyu/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a065_constant/samples.npz', 'sample_sha256': '44c2be24788aed1b77a062fcd7cef09b53c056f0f2feae8d5546d7d77419d7ee', 'fid_reference': 'imagenet_256_fid_stats', 'evaluator_root': '/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals', 'evaluator_commit': '19dfb4c2705333eb8b97e454fb354d47d1fe135b', 'inception_score': 59.0549674987793, 'fid': 38.45230460148116}",,,,1000,,,,,,2773.0012731906027,ig_capacity_lifting_constant_fourcard_20260908,/home/zhoushunyu/data/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a065_constant/result.json
a085_constant,"{'branch': 'a085_constant', 'sample_path': '/data/users/zhoushunyu/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a085_constant/samples.npz', 'sample_sha256': 'e9a0cb461ab7ff99a1cdc028e641cfeddb02d7a00f519d18a7bc679277e05989', 'fid_reference': 'imagenet_256_fid_stats', 'evaluator_root': '/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals', 'evaluator_commit': '19dfb4c2705333eb8b97e454fb354d47d1fe135b', 'inception_score': 58.94184761047363, 'fid': 38.45658160575664}",,,,1000,,,,,,2772.6524124452844,ig_capacity_lifting_constant_fourcard_20260908,/home/zhoushunyu/data/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a085_constant/result.json
a090_constant,"{'branch': 'a090_constant', 'sample_path': '/data/users/zhoushunyu/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a090_constant/samples.npz', 'sample_sha256': '01cfa36650f08c63d55975e71a2f8ba2028c5972964f0679b972fb25122726dc', 'fid_reference': 'imagenet_256_fid_stats', 'evaluator_root': '/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals', 'evaluator_commit': '19dfb4c2705333eb8b97e454fb354d47d1fe135b', 'inception_score': 58.899728775024414, 'fid': 38.49721200649702}",,,,1000,,,,,,2775.2981848013587,ig_capacity_lifting_constant_fourcard_20260908,/home/zhoushunyu/data/eqvae/experiments/ig_capacity_lifting_constant_fourcard_20260908/a090_constant/result.json
