step,loss,real_loss,fake_loss,centering,real_logit,fake_logit,margin,grad_norm,elapsed_seconds,steps_per_second,peak_memory_mib
1,172.82822918891907,82.52903723716736,90.29863321781158,0.5585984326899052,1.4468972869217396,1.4028198570013046,0.044077539816498756,26863.373046875,4.133177537936717,0.24194460335212217,18579.7109375
10,34.96230864524841,16.68135690689087,18.280691862106323,0.2598066721111536,0.6016294471919537,0.6282474994659424,-0.026618062052875757,4039.07666015625,35.35877647390589,0.2828152158313456,18828.5810546875
20,16.895594596862793,7.595047891139984,9.300427913665771,0.1187977809458971,0.3347015120089054,0.400006964802742,-0.0653054560534656,3753.678955078125,69.72511900798418,0.2868406721214748,18828.5810546875
30,15.692487955093384,6.886924684047699,8.805491089820862,0.07191393664106727,0.6082412004470825,0.6465132664889097,-0.03827204927802086,2220.6845703125,105.07390480895992,0.2855133256401243,18828.5810546875
40,20.569003760814667,9.886160522699356,10.682786285877228,0.056669088546186686,0.43655242398381233,0.4188757501542568,0.017676710849627852,8171.26025390625,140.0334251569584,0.2856460873906744,18828.5810546875
50,10.395897150039673,4.473418891429901,5.922442466020584,0.035664310678839684,0.35326656699180603,0.4000390078872442,-0.0467724499758333,9680.302734375,174.28985189890955,0.2868784352918073,18828.5810546875
60,7.980181634426117,3.4419151097536087,4.538226276636124,0.04022760037332773,0.304928544908762,0.32493763510137796,-0.0200091089354828,5647.7626953125,208.42532476200722,0.2878728871767942,18828.5810546875
70,10.899759232997894,4.901334047317505,5.998364508152008,0.06066015735268593,0.3022951679304242,0.3178948312997818,-0.015599650098010898,4297.76611328125,242.51844637899194,0.28863783784351227,18828.5810546875
80,8.420604825019836,4.09229750931263,4.328233495354652,0.07412910554558039,0.1174253923818469,0.15109155140817165,-0.03366616554558277,61211.90234375,276.59236662997864,0.2892343016357457,18828.5810546875
90,8.854754388332367,4.192120656371117,4.662566974759102,0.06683829100802541,0.07184396777302027,0.10610670875757933,-0.034262739354744554,1362.0849609375,310.3615723969415,0.28998435374883713,18828.5810546875
