model,arm,kind,samples,fid,sfid,inception_score,delta_ig,delta_cost_control,full_calls_per_output,seconds,relative_seconds,reused,source_output
jit,ig,baseline,1000,56.34011956323161,,31.306387901306152,0.0,,100,169.9888563300483,1.0,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/confirm_1k/jit/ig
jit,ig_sg_w1,sg,1000,54.89500502123701,,32.878096961975096,-1.4451145419945988,-2.245538457744942,199,317.828696385026,1.8697031278799456,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/confirm_1k/jit/ig_sg_w1
jit,ig_sg_cost,baseline,1000,57.140543478981954,,30.822092056274414,0.8004239157503434,,199,314.5084395906888,1.850170925204903,False,/home/zhoushunyu/data/eqvae/experiments/ig_sg_20260914/confirm_1k/jit/ig_sg_cost
