model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
sit,cfg_e64,baseline,1000,45.480870714367825,207.7007897910985,60.494873046875,cfg_e64,0.0,112,61.20206141797826,1.0
sit,cfg_log_k02_w1,log,1000,45.4111660544562,205.67042199007756,60.170475006103516,cfg_e64,-0.069704659911622,240,113.65970196109265,1.8571221185648632
sit,cfg_log_k01_w1,log,1000,45.41913740183958,206.99952561945474,60.25819396972656,cfg_e64,-0.0617333125282471,240,114.34751067403704,1.8683604444808322
sit,cfg_log_k02_w3,log,1000,46.905000458893085,206.04146239642455,58.95054244995117,cfg_e64,1.4241297445252599,240,113.67393667297438,1.8573547040620166
sit,cfg_log_k04_w1,log,1000,48.146160469836104,208.17841018006436,57.740108489990234,cfg_e64,2.6652897554682795,240,114.31429554149508,1.8678177318372968
sit,cfg_e137,baseline,1000,45.24263332948425,207.56331346226534,60.29800033569336,cfg_e64,-0.2382373848835755,240,114.05685149505734,1.863611271458789
sit,cfg_sg_w1,sg,1000,45.052437366585934,210.3581612349078,59.37276840209961,cfg_e64,-0.42843334778189046,175,87.25816096644849,1.4257389203040174
sit,strong_e64,baseline,1000,86.54317406514934,220.12450267967074,28.52666664123535,strong_e64,0.0,64,41.21711340965703,1.0
sit,strong_log_k02_w1,log,1000,82.67638367296871,212.19745443000204,30.36794090270996,strong_e64,-3.866790392180633,192,94.03977806819603,2.2815711797557086
