horizon,effective_generator_local_error,effective_generator_bch_error,gradient_cosine,separation_sine,sigma_min_over_max,local_future_normalized_gradient_difference
0.5,0.4706679101355266,0.0932169437304038,0.9948639833871782,0.10122082077812053,0.050740712961419056,0.22486888579450134
0.25,0.2362334520181593,0.023179290316445837,0.9989145152952785,0.04658101686737625,0.02330315604341859,0.10507614654407023
0.125,0.11970563942629513,0.00587025082661054,0.9997523813152436,0.022252551640200267,0.011127653527567583,0.050758039753885834
0.0625,0.06041289790363947,0.0014823675523815926,0.9999409875629235,0.010863765078703768,0.005432042818394191,0.024943414745204926
0.03125,0.030366953515760506,0.00037277914181589426,0.9999856033471489,0.005365920092445146,0.0026829793591731563,0.012364081594458919
0.015625,0.015226189417198279,9.348940497168295e-05,0.9999964450689988,0.002666430078760153,0.0013332174091287754,0.0061552992163782455
0.0078125,0.007624098366468253,2.3410512243050505e-05,0.9999991167757396,0.0013290777782912191,0.0006645391825852612,0.003070985132254857
0.00390625,0.0038148409381497735,5.857481809178294e-06,0.9999997798812057,0.0006635039865744383,0.0003317520299636872,0.0015338290806373963
