model,track,batch,native_seconds,candidate_seconds,relative_change
sit_small,ig,8,0.7323132390156388,0.73245878983289,0.00019875486266895948
sit_small,cfg,8,1.166374895721674,1.1717094988562167,0.004573660796464596
raev2,ig,4,3.1905386056751013,3.1874469718895853,-0.0009690005881818342
raev2,cfg,4,6.3671870161779225,6.371636650059372,0.0006988382577963748
